Device ID,,,,
Remarks,_A5_234,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.94765,8.47E-05,-0.000556655,5.94765,5.94765
5.94775,8.47E-05,-0.00043506,5.94775,5.94775
5.94785,8.46E-05,-0.000649188,5.94785,5.94785
5.94795,8.46E-05,-0.000702457,5.94795,5.94795
5.94805,8.46E-05,-0.000955499,5.94805,5.94805
5.94815,8.47E-05,-0.000737359,5.94815,5.94815
5.94825,8.47E-05,-0.000786757,5.94825,5.94825
5.94835,8.47E-05,-0.001036562,5.94835,5.94835
5.94845,8.47E-05,-0.000977242,5.94845,5.94845
5.94855,8.47E-05,-0.000765295,5.94855,5.94855
5.94865,8.47E-05,-0.000512816,5.94865,5.94865
5.94875,8.47E-05,-0.000514927,5.94875,5.94875
5.94885,8.47E-05,-0.000778665,5.94885,5.94885
5.94895,8.47E-05,-0.00065904,5.94895,5.94895
5.94905,8.47E-05,-0.000702527,5.94905,5.94905
5.94915,8.47E-05,-0.000597468,5.94915,5.94915
5.94925,8.46E-05,-0.000493957,5.94925,5.94925
5.94935,8.46E-05,-0.000677617,5.94935,5.94935
5.94945,8.47E-05,-0.000893012,5.94945,5.94945
5.94955,8.46E-05,-0.000609079,5.94955,5.94955
5.94965,8.46E-05,-0.000342808,5.94965,5.94965
5.94975,8.47E-05,-0.000682754,5.94975,5.94975
5.94985,8.47E-05,-0.000521331,5.94985,5.94985
5.94995,8.47E-05,-0.000425982,5.94995,5.94995
5.95005,8.47E-05,-0.000439,5.95005,5.95005
5.95015,8.47E-05,-0.000389391,5.95015,5.95015
5.95025,8.47E-05,-0.000429008,5.95025,5.95025
5.95035,8.46E-05,-0.000420564,5.95035,5.95035
5.95045,8.47E-05,-0.000350126,5.95045,5.95045
5.95055,8.47E-05,-0.000406842,5.95055,5.95055
5.95065,8.46E-05,-0.000487976,5.95065,5.95065
5.95075,8.46E-05,-0.000655662,5.95075,5.95075
5.95085,8.47E-05,-0.000623293,5.95085,5.95085
5.95095,8.47E-05,-0.000522386,5.95095,5.95095
5.95105,8.47E-05,-0.000530197,5.95105,5.95105
5.95115,8.47E-05,-0.000436186,5.95115,5.95115
5.95125,8.46E-05,-0.00059592,5.95125,5.95125
5.95135,8.46E-05,-0.000309102,5.95135,5.95135
5.95145,8.46E-05,-0.000754177,5.95145,5.95145
5.95155,8.47E-05,-0.000637789,5.95155,5.95155
5.95165,8.46E-05,-0.000523512,5.95165,5.95165
5.95175,8.46E-05,-0.000466936,5.95175,5.95175
5.95185,8.46E-05,-0.000603731,5.95185,5.95185
5.95195,8.46E-05,-0.000936851,5.95195,5.95195
5.95205,8.46E-05,-0.00031825,5.95205,5.95205
5.95215,8.46E-05,-0.000675787,5.95215,5.95215
5.95225,8.47E-05,-0.000586491,5.95225,5.95225
5.95235,8.47E-05,-0.000598805,5.95235,5.95235
5.95245,8.47E-05,-0.000576569,5.95245,5.95245
5.95255,8.47E-05,-0.000714278,5.95255,5.95255
5.95265,8.46E-05,-0.000708086,5.95265,5.95265
5.95275,8.46E-05,-0.000724411,5.95275,5.95275
5.95285,8.46E-05,-0.000916022,5.95285,5.95285
5.95295,8.47E-05,-0.00084291,5.95295,5.95295
5.95305,8.47E-05,-0.000554825,5.95305,5.95305
5.95315,8.47E-05,-0.000729759,5.95315,5.95315
5.95325,8.46E-05,-0.000691198,5.95325,5.95325
5.95335,8.47E-05,-0.000612175,5.95335,5.95335
5.95345,8.46E-05,-0.000633496,5.95345,5.95345
5.95355,8.46E-05,-0.000313042,5.95355,5.95355
5.95365,8.46E-05,-0.000439634,5.95365,5.95365
5.95375,8.46E-05,-0.000629204,5.95375,5.95375
5.95385,8.47E-05,-0.000647359,5.95385,5.95385
5.95395,8.46E-05,-0.000423308,5.95395,5.95395
5.95405,8.46E-05,-0.0005518,5.95405,5.95405
5.95415,8.46E-05,-0.000605349,5.95415,5.95415
5.95425,8.46E-05,-0.000463559,5.95425,5.95425
5.95435,8.46E-05,-0.000421197,5.95435,5.95435
5.95445,8.46E-05,-0.000493395,5.95445,5.95445
5.95455,8.46E-05,-0.000267233,5.95455,5.95455
5.95465,8.46E-05,-0.000471229,5.95465,5.95465
5.95475,8.46E-05,-0.000378555,5.95475,5.95475
5.95485,8.46E-05,-0.000381299,5.95485,5.95485
5.95495,8.46E-05,-0.000195106,5.95495,5.95495
5.95505,8.46E-05,-0.000277647,5.95505,5.95505
5.95515,8.46E-05,-0.000495013,5.95515,5.95515
5.95525,8.46E-05,-0.000640955,5.95525,5.95525
5.95535,8.46E-05,-0.000711393,5.95535,5.95535
5.95545,8.46E-05,-0.0004618,5.95545,5.95545
5.95555,8.47E-05,-0.000634763,5.95555,5.95555
5.95565,8.47E-05,-0.00075101,5.95565,5.95565
5.95575,8.47E-05,-0.000627937,5.95575,5.95575
5.95585,8.47E-05,-0.000578258,5.95585,5.95585
5.95595,8.47E-05,-0.000815115,5.95595,5.95595
5.95605,8.47E-05,-0.000664458,5.95605,5.95605
5.95615,8.46E-05,-0.000556374,5.95615,5.95615
5.95625,8.47E-05,-0.000776624,5.95625,5.95625
5.95635,8.47E-05,-0.000730182,5.95635,5.95635
5.95645,8.47E-05,-0.00060936,5.95645,5.95645
5.95655,8.47E-05,-0.000688665,5.95655,5.95655
5.95665,8.46E-05,-0.0001557,5.95665,5.95665
5.95675,8.46E-05,-0.000153589,5.95675,5.95675
5.95685,8.47E-05,-4.56E-05,5.95685,5.95685
5.95695,8.47E-05,-0.000264207,5.95695,5.95695
5.95705,8.47E-05,-0.000259774,5.95705,5.95705
5.95715,8.47E-05,-9.80E-05,5.95715,5.95715
5.95725,8.47E-05,-0.000107006,5.95725,5.95725
5.95735,8.47E-05,-0.000118828,5.95735,5.95735
5.95745,8.47E-05,-6.33E-05,5.95745,5.95745
5.95755,8.47E-05,-0.00021502,5.95755,5.95755
5.95765,8.46E-05,-0.000217202,5.95765,5.95765
5.95775,8.46E-05,-0.000272862,5.95775,5.95775
5.95785,8.47E-05,-0.000218679,5.95785,5.95785
5.95795,8.47E-05,0.00015251,5.95795,5.95795
5.95805,8.47E-05,0.000292823,5.95805,5.95805
5.95815,8.47E-05,0.000248843,5.95815,5.95815
5.95825,8.47E-05,-0.000124457,5.95825,5.95825
5.95835,8.47E-05,-0.000193488,5.95835,5.95835
5.95845,8.47E-05,-0.000327679,5.95845,5.95845
5.95855,8.47E-05,-0.000173644,5.95855,5.95855
5.95865,8.47E-05,-8.56E-06,5.95865,5.95865
5.95875,8.47E-05,-0.00012502,5.95875,5.95875
5.95885,8.47E-05,6.36E-05,5.95885,5.95885
5.95895,8.47E-05,-0.000170759,5.95895,5.95895
5.95905,8.47E-05,-0.000379821,5.95905,5.95905
5.95915,8.47E-05,-0.000540611,5.95915,5.95915
5.95925,8.47E-05,-0.000683809,5.95925,5.95925
5.95935,8.47E-05,-0.000574669,5.95935,5.95935
5.95945,8.47E-05,-0.000616538,5.95945,5.95945
5.95955,8.47E-05,-0.00089639,5.95955,5.95955
5.95965,8.47E-05,-0.000571643,5.95965,5.95965
5.95975,8.47E-05,-0.000469892,5.95975,5.95975
5.95985,8.47E-05,-0.00061126,5.95985,5.95985
5.95995,8.47E-05,-0.000390939,5.95995,5.95995
5.96005,8.46E-05,-0.000506624,5.96005,5.96005
5.96015,8.47E-05,-0.000454411,5.96015,5.96015
5.96025,8.47E-05,-0.00057474,5.96025,5.96025
5.96035,8.47E-05,-0.000512042,5.96035,5.96035
5.96045,8.47E-05,-0.000155278,5.96045,5.96045
5.96055,8.47E-05,-0.000762551,5.96055,5.96055
5.96065,8.47E-05,-0.000646022,5.96065,5.96065
5.96075,8.47E-05,-0.000416905,5.96075,5.96075
5.96085,8.47E-05,-0.000468133,5.96085,5.96085
5.96095,8.47E-05,-0.000814834,5.96095,5.96095
5.96105,8.46E-05,-0.00086578,5.96105,5.96105
5.96115,8.46E-05,-0.000727719,5.96115,5.96115
5.96125,8.47E-05,-0.000676773,5.96125,5.96125
5.96135,8.47E-05,-0.000796749,5.96135,5.96135
5.96145,8.46E-05,-0.000805123,5.96145,5.96145
5.96155,8.46E-05,-0.000874154,5.96155,5.96155
5.96165,8.47E-05,-0.00062266,5.96165,5.96165
5.96175,8.46E-05,-0.000711042,5.96175,5.96175
5.96185,8.47E-05,-0.000684232,5.96185,5.96185
5.96195,8.46E-05,-0.000572206,5.96195,5.96195
5.96205,8.47E-05,-0.00059979,5.96205,5.96205
5.96215,8.47E-05,-0.000644896,5.96215,5.96215
5.96225,8.47E-05,-0.000602042,5.96225,5.96225
5.96235,8.47E-05,-0.000730393,5.96235,5.96235
5.96245,8.47E-05,-0.000472284,5.96245,5.96245
5.96255,8.46E-05,-0.000226209,5.96255,5.96255
5.96265,8.47E-05,-0.000223887,5.96265,5.96265
5.96275,8.47E-05,-0.00051732,5.96275,5.96275
5.96285,8.47E-05,-0.000416553,5.96285,5.96285
5.96295,8.46E-05,-0.000515138,5.96295,5.96295
5.96305,8.47E-05,-0.000506835,5.96305,5.96305
5.96315,8.47E-05,-0.000717726,5.96315,5.96315
5.96325,8.47E-05,-0.00023986,5.96325,5.96325
5.96335,8.47E-05,-0.000184129,5.96335,5.96335
5.96345,8.47E-05,-0.000359415,5.96345,5.96345
5.96355,8.47E-05,-0.000530478,5.96355,5.96355
5.96365,8.46E-05,-0.000397906,5.96365,5.96365
5.96375,8.47E-05,-0.000534348,5.96375,5.96375
5.96385,8.47E-05,-0.000819126,5.96385,5.96385
5.96395,8.47E-05,-0.000627867,5.96395,5.96395
5.96405,8.47E-05,-0.000594442,5.96405,5.96405
5.96415,8.47E-05,-0.00071653,5.96415,5.96415
5.96425,8.47E-05,-0.000646726,5.96425,5.96425
5.96435,8.46E-05,-0.000609923,5.96435,5.96435
5.96445,8.46E-05,-0.000823067,5.96445,5.96445
5.96455,8.47E-05,-0.000801745,5.96455,5.96455
5.96465,8.46E-05,-0.000579736,5.96465,5.96465
5.96475,8.46E-05,-0.000615975,5.96475,5.96475
5.96485,8.47E-05,-0.000613512,5.96485,5.96485
5.96495,8.47E-05,-0.000751503,5.96495,5.96495
5.96505,8.47E-05,-0.00069169,5.96505,5.96505
5.96515,8.46E-05,-0.000808993,5.96515,5.96515
5.96525,8.47E-05,-0.00090399,5.96525,5.96525
5.96535,8.47E-05,-0.000576639,5.96535,5.96535
5.96545,8.47E-05,-0.000517108,5.96545,5.96545
5.96555,8.47E-05,-0.000555037,5.96555,5.96555
5.96565,8.47E-05,-0.00056911,5.96565,5.96565
5.96575,8.47E-05,-0.000370603,5.96575,5.96575
5.96585,8.47E-05,-0.000426616,5.96585,5.96585
5.96595,8.47E-05,-0.000418383,5.96595,5.96595
5.96605,8.47E-05,-0.000446108,5.96605,5.96605
5.96615,8.47E-05,-0.000406913,5.96615,5.96615
5.96625,8.47E-05,-0.000433793,5.96625,5.96625
5.96635,8.47E-05,-0.000485513,5.96635,5.96635
5.96645,8.47E-05,-0.000410502,5.96645,5.96645
5.96655,8.47E-05,-0.00040635,5.96655,5.96655
5.96665,8.47E-05,-0.000465881,5.96665,5.96665
5.96675,8.47E-05,-0.000744044,5.96675,5.96675
5.96685,8.47E-05,-0.00048861,5.96685,5.96685
5.96695,8.47E-05,-0.000220016,5.96695,5.96695
5.96705,8.47E-05,-0.000295099,5.96705,5.96705
5.96715,8.47E-05,-0.000351111,5.96715,5.96715
5.96725,8.47E-05,-0.000657281,5.96725,5.96725
5.96735,8.46E-05,-0.000421479,5.96735,5.96735
5.96745,8.47E-05,-0.000535263,5.96745,5.96745
5.96755,8.47E-05,-0.000546804,5.96755,5.96755
5.96765,8.46E-05,-0.000489947,5.96765,5.96765
5.96775,8.47E-05,-0.000619071,5.96775,5.96775
5.96785,8.47E-05,-0.000377007,5.96785,5.96785
5.96795,8.47E-05,-0.000454341,5.96795,5.96795
5.96805,8.46E-05,-0.000700838,5.96805,5.96805
5.96815,8.47E-05,-0.000681346,5.96815,5.96815
5.96825,8.47E-05,-0.000392276,5.96825,5.96825
5.96835,8.47E-05,-0.000624771,5.96835,5.96835
5.96845,8.47E-05,-0.000765928,5.96845,5.96845
5.96855,8.47E-05,-0.000390025,5.96855,5.96855
5.96865,8.47E-05,-0.000516194,5.96865,5.96865
5.96875,8.47E-05,-0.000397976,5.96875,5.96875
5.96885,8.47E-05,-0.000349704,5.96885,5.96885
5.96895,8.47E-05,-0.000396709,5.96895,5.96895
5.96905,8.47E-05,-0.000506624,5.96905,5.96905
5.96915,8.47E-05,-0.000263926,5.96915,5.96915
5.96925,8.47E-05,-0.00024169,5.96925,5.96925
5.96935,8.47E-05,-0.000560596,5.96935,5.96935
5.96945,8.47E-05,-0.000659532,5.96945,5.96945
5.96955,8.47E-05,-0.000585435,5.96955,5.96955
5.96965,8.47E-05,-0.000610275,5.96965,5.96965
5.96975,8.46E-05,-0.000363707,5.96975,5.96975
5.96985,8.46E-05,-0.000550252,5.96985,5.96985
5.96995,8.46E-05,-0.000541315,5.96995,5.96995
5.97005,8.47E-05,-0.000454129,5.97005,5.97005
5.97015,8.46E-05,-0.000349352,5.97015,5.97015
5.97025,8.47E-05,-0.000458492,5.97025,5.97025
5.97035,8.47E-05,-0.000251541,5.97035,5.97035
5.97045,8.46E-05,-0.000535404,5.97045,5.97045
5.97055,8.46E-05,-0.000589587,5.97055,5.97055
5.97065,8.47E-05,-0.000676421,5.97065,5.97065
5.97075,8.47E-05,-0.000597961,5.97075,5.97075
5.97085,8.47E-05,-0.000364129,5.97085,5.97085
5.97095,8.47E-05,-0.000644755,5.97095,5.97095
5.97105,8.46E-05,-0.000764732,5.97105,5.97105
5.97115,8.46E-05,-0.000426123,5.97115,5.97115
5.97125,8.46E-05,-0.000198625,5.97125,5.97125
5.97135,8.46E-05,-0.000354419,5.97135,5.97135
5.97145,8.46E-05,-0.00053456,5.97145,5.97145
5.97155,8.46E-05,-0.000511198,5.97155,5.97155
5.97165,8.46E-05,-0.000681346,5.97165,5.97165
5.97175,8.46E-05,-0.000635748,5.97175,5.97175
5.97185,8.46E-05,-0.000562003,5.97185,5.97185
5.97195,8.46E-05,-0.000702105,5.97195,5.97195
5.97205,8.46E-05,-0.000467147,5.97205,5.97205
5.97215,8.46E-05,-0.000477703,5.97215,5.97215
5.97225,8.46E-05,-0.00045617,5.97225,5.97225
5.97235,8.46E-05,-0.000656647,5.97235,5.97235
5.97245,8.47E-05,-0.000530338,5.97245,5.97245
5.97255,8.46E-05,-0.000709282,5.97255,5.97255
5.97265,8.46E-05,-0.000792457,5.97265,5.97265
5.97275,8.47E-05,-0.000709845,5.97275,5.97275
5.97285,8.46E-05,-0.000325849,5.97285,5.97285
5.97295,8.46E-05,-0.000592191,5.97295,5.97295
5.97305,8.46E-05,-0.000557429,5.97305,5.97305
5.97315,8.46E-05,-0.000627867,5.97315,5.97315
5.97325,8.46E-05,-0.000825178,5.97325,5.97325
5.97335,8.46E-05,-0.000804912,5.97335,5.97335
5.97345,8.47E-05,-0.000562073,5.97345,5.97345
5.97355,8.46E-05,-0.00057875,5.97355,5.97355
5.97365,8.47E-05,-0.000700557,5.97365,5.97365
5.97375,8.46E-05,-0.000680854,5.97375,5.97375
5.97385,8.47E-05,-0.000418312,5.97385,5.97385
5.97395,8.47E-05,-0.000441463,5.97395,5.97395
5.97405,8.46E-05,-0.000479954,5.97405,5.97405
5.97415,8.46E-05,-0.000652777,5.97415,5.97415
5.97425,8.47E-05,-0.000758117,5.97425,5.97425
5.97435,8.46E-05,-0.000633356,5.97435,5.97435
5.97445,8.46E-05,-0.000868384,5.97445,5.97445
5.97455,8.46E-05,-0.000670932,5.97455,5.97455
5.97465,8.46E-05,-0.000651862,5.97465,5.97465
5.97475,8.46E-05,-0.00071836,5.97475,5.97475
5.97485,8.46E-05,-0.000713153,5.97485,5.97485
5.97495,8.46E-05,-0.000841292,5.97495,5.97495
5.97505,8.46E-05,-0.000673113,5.97505,5.97505
5.97515,8.46E-05,-0.000478828,5.97515,5.97515
5.97525,8.47E-05,-9.29E-05,5.97525,5.97525
5.97535,8.47E-05,-0.000292425,5.97535,5.97535
5.97545,8.46E-05,-0.000487836,5.97545,5.97545
5.97555,8.47E-05,-0.000559329,5.97555,5.97555
5.97565,8.47E-05,-0.000401283,5.97565,5.97565
5.97575,8.47E-05,-0.000509861,5.97575,5.97575
5.97585,8.47E-05,-0.000655873,5.97585,5.97585
5.97595,8.46E-05,-0.000436678,5.97595,5.97595
5.97605,8.46E-05,-0.000396076,5.97605,5.97605
5.97615,8.46E-05,-0.000700627,5.97615,5.97615
5.97625,8.46E-05,-0.000661995,5.97625,5.97625
5.97635,8.46E-05,-0.000484739,5.97635,5.97635
5.97645,8.46E-05,-0.000475662,5.97645,5.97645
5.97655,8.46E-05,-0.000617804,5.97655,5.97655
5.97665,8.46E-05,-0.000786053,5.97665,5.97665
5.97675,8.46E-05,-0.000401424,5.97675,5.97675
5.97685,8.46E-05,-0.000425631,5.97685,5.97685
5.97695,8.46E-05,-0.00076628,5.97695,5.97695
5.97705,8.47E-05,-0.000598524,5.97705,5.97705
5.97715,8.46E-05,-0.000542793,5.97715,5.97715
5.97725,8.46E-05,-0.000369477,5.97725,5.97725
5.97735,8.46E-05,-0.000715545,5.97735,5.97735
5.97745,8.47E-05,-0.00086958,5.97745,5.97745
5.97755,8.46E-05,-0.000847555,5.97755,5.97755
5.97765,8.47E-05,-0.000719063,5.97765,5.97765
5.97775,8.46E-05,-0.00092327,5.97775,5.97775
5.97785,8.46E-05,-0.001178353,5.97785,5.97785
5.97795,8.46E-05,-0.000728211,5.97795,5.97795
5.97805,8.46E-05,-0.000813497,5.97805,5.97805
5.97815,8.46E-05,-0.000936499,5.97815,5.97815
5.97825,8.46E-05,-0.001119455,5.97825,5.97825
5.97835,8.46E-05,-0.000857688,5.97835,5.97835
5.97845,8.46E-05,-0.001093067,5.97845,5.97845
5.97855,8.46E-05,-0.000906382,5.97855,5.97855
5.97865,8.46E-05,-0.000824967,5.97865,5.97865
5.97875,8.46E-05,-0.000861488,5.97875,5.97875
5.97885,8.46E-05,-0.00085431,5.97885,5.97885
5.97895,8.46E-05,-0.000977242,5.97895,5.97895
5.97905,8.46E-05,-0.000747703,5.97905,5.97905
5.97915,8.46E-05,-0.000557851,5.97915,5.97915
5.97925,8.46E-05,-0.0006475,5.97925,5.97925
5.97935,8.46E-05,-0.000772472,5.97935,5.97935
5.97945,8.46E-05,-0.000786616,5.97945,5.97945
5.97955,8.46E-05,-0.000892449,5.97955,5.97955
5.97965,8.46E-05,-0.000912997,5.97965,5.97965
5.97975,8.46E-05,-0.00077191,5.97975,5.97975
5.97985,8.46E-05,-0.000527523,5.97985,5.97985
5.97995,8.46E-05,-0.000868524,5.97995,5.97995
5.98005,8.46E-05,-0.001051269,5.98005,5.98005
5.98015,8.46E-05,-0.000803012,5.98015,5.98015
5.98025,8.46E-05,-0.001006726,5.98025,5.98025
5.98035,8.46E-05,-0.000769799,5.98035,5.98035
5.98045,8.46E-05,-0.000802379,5.98045,5.98045
5.98055,8.46E-05,-0.000909478,5.98055,5.98055
5.98065,8.46E-05,-0.000721034,5.98065,5.98065
5.98075,8.46E-05,-0.000811456,5.98075,5.98075
5.98085,8.46E-05,-0.000911941,5.98085,5.98085
5.98095,8.47E-05,-0.000871058,5.98095,5.98095
5.98105,8.47E-05,-0.00088112,5.98105,5.98105
5.98115,8.47E-05,-0.001010526,5.98115,5.98115
5.98125,8.46E-05,-0.000893786,5.98125,5.98125
5.98135,8.47E-05,-0.000843192,5.98135,5.98135
5.98145,8.46E-05,-0.000796257,5.98145,5.98145
5.98155,8.46E-05,-0.000728141,5.98155,5.98155
5.98165,8.46E-05,-0.000636311,5.98165,5.98165
5.98175,8.46E-05,-0.000878798,5.98175,5.98175
5.98185,8.46E-05,-0.000951347,5.98185,5.98185
5.98195,8.46E-05,-0.000816804,5.98195,5.98195
5.98205,8.46E-05,-0.000937273,5.98205,5.98205
5.98215,8.46E-05,-0.00112987,5.98215,5.98215
5.98225,8.46E-05,-0.001194186,5.98225,5.98225
5.98235,8.46E-05,-0.001262935,5.98235,5.98235
5.98245,8.46E-05,-0.00122571,5.98245,5.98245
5.98255,8.46E-05,-0.001157665,5.98255,5.98255
5.98265,8.46E-05,-0.001078923,5.98265,5.98265
5.98275,8.46E-05,-0.000767688,5.98275,5.98275
5.98285,8.46E-05,-0.000925803,5.98285,5.98285
5.98295,8.46E-05,-0.000784928,5.98295,5.98295
5.98305,8.46E-05,-0.000958243,5.98305,5.98305
5.98315,8.46E-05,-0.001249424,5.98315,5.98315
5.98325,8.46E-05,-0.000955499,5.98325,5.98325
5.98335,8.46E-05,-0.000900893,5.98335,5.98335
5.98345,8.46E-05,-0.000814341,5.98345,5.98345
5.98355,8.46E-05,-0.000686343,5.98355,5.98355
5.98365,8.46E-05,-0.000822715,5.98365,5.98365
5.98375,8.46E-05,-0.000682824,5.98375,5.98375
5.98385,8.46E-05,-0.000972316,5.98385,5.98385
5.98395,8.46E-05,-0.001047962,5.98395,5.98395
5.98405,8.46E-05,-0.000852269,5.98405,5.98405
5.98415,8.46E-05,-0.000917641,5.98415,5.98415
5.98425,8.46E-05,-0.001034733,5.98425,5.98425
5.98435,8.46E-05,-0.000771698,5.98435,5.98435
5.98445,8.46E-05,-0.000519571,5.98445,5.98445
5.98455,8.46E-05,-0.000779791,5.98455,5.98455
5.98465,8.47E-05,-0.000828204,5.98465,5.98465
5.98475,8.46E-05,-0.00065911,5.98475,5.98475
5.98485,8.46E-05,-0.00065334,5.98485,5.98485
5.98495,8.46E-05,-0.000511549,5.98495,5.98495
5.98505,8.46E-05,-0.000463911,5.98505,5.98505
5.98515,8.46E-05,-0.000736937,5.98515,5.98515
5.98525,8.46E-05,-0.000863106,5.98525,5.98525
5.98535,8.46E-05,-0.000508172,5.98535,5.98535
5.98545,8.46E-05,-0.000856421,5.98545,5.98545
5.98555,8.46E-05,-0.000980057,5.98555,5.98555
5.98565,8.46E-05,-0.000951065,5.98565,5.98565
5.98575,8.46E-05,-0.000679024,5.98575,5.98575
5.98585,8.46E-05,-0.000931644,5.98585,5.98585
5.98595,8.46E-05,-0.000975342,5.98595,5.98595
5.98605,8.46E-05,-0.000828204,5.98605,5.98605
5.98615,8.46E-05,-0.000864021,5.98615,5.98615
5.98625,8.46E-05,-0.001022559,5.98625,5.98625
5.98635,8.46E-05,-0.000967461,5.98635,5.98635
5.98645,8.46E-05,-0.001050213,5.98645,5.98645
5.98655,8.46E-05,-0.000902371,5.98655,5.98655
5.98665,8.46E-05,-0.000986883,5.98665,5.98665
5.98675,8.46E-05,-0.001062246,5.98675,5.98675
5.98685,8.46E-05,-0.000858391,5.98685,5.98685
5.98695,8.46E-05,-0.000677195,5.98695,5.98695
5.98705,8.46E-05,-0.000783661,5.98705,5.98705
5.98715,8.46E-05,-0.000690565,5.98715,5.98715
5.98725,8.46E-05,-0.000714349,5.98725,5.98725
5.98735,8.46E-05,-0.000666358,5.98735,5.98735
5.98745,8.46E-05,-0.000749462,5.98745,5.98745
5.98755,8.46E-05,-0.000840236,5.98755,5.98755
5.98765,8.46E-05,-0.000736163,5.98765,5.98765
5.98775,8.46E-05,-0.000759947,5.98775,5.98775
5.98785,8.46E-05,-0.00087528,5.98785,5.98785
5.98795,8.46E-05,-0.000875561,5.98795,5.98795
5.98805,8.46E-05,-0.001128955,5.98805,5.98805
5.98815,8.46E-05,-0.001132825,5.98815,5.98815
5.98825,8.46E-05,-0.000926366,5.98825,5.98825
5.98835,8.46E-05,-0.000739259,5.98835,5.98835
5.98845,8.46E-05,-0.000825459,5.98845,5.98845
5.98855,8.46E-05,-0.001047962,5.98855,5.98855
5.98865,8.46E-05,-0.000782817,5.98865,5.98865
5.98875,8.46E-05,-0.000685357,5.98875,5.98875
5.98885,8.46E-05,-0.000864021,5.98885,5.98885
5.98895,8.46E-05,-0.000858532,5.98895,5.98895
5.98905,8.46E-05,-0.000485373,5.98905,5.98905
5.98915,8.46E-05,-0.000787672,5.98915,5.98915
5.98925,8.46E-05,-0.001004756,5.98925,5.98925
5.98935,8.46E-05,-0.001167024,5.98935,5.98935
5.98945,8.46E-05,-0.000909619,5.98945,5.98945
5.98955,8.46E-05,-0.000896249,5.98955,5.98955
5.98965,8.46E-05,-0.000989064,5.98965,5.98965
5.98975,8.46E-05,-0.000943818,5.98975,5.98975
5.98985,8.46E-05,-0.000923481,5.98985,5.98985
5.98995,8.46E-05,-0.000661292,5.98995,5.98995
5.99005,8.46E-05,-0.00081976,5.99005,5.99005
5.99015,8.46E-05,-0.000795835,5.99015,5.99015
5.99025,8.46E-05,-0.000917782,5.99025,5.99025
5.99035,8.46E-05,-0.000886749,5.99035,5.99035
5.99045,8.46E-05,-0.000988923,5.99045,5.99045
5.99055,8.46E-05,-0.000866695,5.99055,5.99055
5.99065,8.46E-05,-0.000953247,5.99065,5.99065
5.99075,8.46E-05,-0.001098556,5.99075,5.99075
5.99085,8.46E-05,-0.000920948,5.99085,5.99085
5.99095,8.46E-05,-0.000913771,5.99095,5.99095
5.99105,8.46E-05,-0.001049862,5.99105,5.99105
5.99115,8.46E-05,-0.001055984,5.99115,5.99115
5.99125,8.46E-05,-0.00074144,5.99125,5.99125
5.99135,8.46E-05,-0.000838407,5.99135,5.99135
5.99145,8.46E-05,-0.000834959,5.99145,5.99145
5.99155,8.46E-05,-0.000517882,5.99155,5.99155
5.99165,8.46E-05,-0.00053843,5.99165,5.99165
5.99175,8.46E-05,-0.00057108,5.99175,5.99175
5.99185,8.46E-05,-0.000883231,5.99185,5.99185
5.99195,8.46E-05,-0.000604998,5.99195,5.99195
5.99205,8.46E-05,-0.000378766,5.99205,5.99205
5.99215,8.46E-05,-0.000318953,5.99215,5.99215
5.99225,8.46E-05,-0.000531604,5.99225,5.99225
5.99235,8.46E-05,-0.000561229,5.99235,5.99235
5.99245,8.46E-05,-0.000394739,5.99245,5.99245
5.99255,8.46E-05,-0.000696827,5.99255,5.99255
5.99265,8.46E-05,-0.000680643,5.99265,5.99265
5.99275,8.46E-05,-0.00059402,5.99275,5.99275
5.99285,8.46E-05,-0.000536741,5.99285,5.99285
5.99295,8.47E-05,-0.000669032,5.99295,5.99295
5.99305,8.46E-05,-0.000693379,5.99305,5.99305
5.99315,8.46E-05,-0.000503035,5.99315,5.99315
5.99325,8.47E-05,-0.000413598,5.99325,5.99325
5.99335,8.46E-05,-0.000370603,5.99335,5.99335
5.99345,8.46E-05,-0.000325286,5.99345,5.99345
5.99355,8.47E-05,-0.000252245,5.99355,5.99355
5.99365,8.47E-05,-0.000424294,5.99365,5.99365
5.99375,8.46E-05,-0.000464825,5.99375,5.99375
5.99385,8.46E-05,-0.000637789,5.99385,5.99385
5.99395,8.46E-05,-0.000790768,5.99395,5.99395
5.99405,8.46E-05,-0.000659744,5.99405,5.99405
5.99415,8.46E-05,-0.000560666,5.99415,5.99415
5.99425,8.46E-05,-0.000488821,5.99425,5.99425
5.99435,8.46E-05,-0.000424716,5.99435,5.99435
5.99445,8.46E-05,-0.000568477,5.99445,5.99445
5.99455,8.46E-05,-0.000736796,5.99455,5.99455
5.99465,8.46E-05,-0.000496491,5.99465,5.99465
5.99475,8.46E-05,-0.000210517,5.99475,5.99475
5.99485,8.46E-05,-0.000320994,5.99485,5.99485
5.99495,8.46E-05,-0.00038524,5.99495,5.99495
5.99505,8.46E-05,-0.000457015,5.99505,5.99505
5.99515,8.46E-05,-0.000363777,5.99515,5.99515
5.99525,8.46E-05,-0.000414653,5.99525,5.99525
5.99535,8.46E-05,-0.000234583,5.99535,5.99535
5.99545,8.46E-05,-0.000501909,5.99545,5.99545
5.99555,8.46E-05,-0.000218961,5.99555,5.99555
