A2_LTP,,,,,,,,,,,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,,,,,,,,,,,
6.17335,2.17E-06,-0.001463761,,,,,,,,,,,,,,
6.17345,2.33E-06,-0.001454543,,,,,,,,,,,,,,
6.17355,2.40E-06,-0.00138298,,,,,,,,,,,,,,
6.17365,2.44E-06,-0.001593588,,,,,,,,,,,,,,
6.17375,2.46E-06,-0.001696183,,,,,,,,,,,,,,
6.17385,2.47E-06,-0.001517451,,,,,,,,,,,,,,
6.17395,2.48E-06,-0.001224372,,,,,,,,,,,,,,
6.17405,7.11E-06,-8.24916172,,,,,,,,,,,,,,
6.17415,1.71E-06,-9.994696617,,,,,,,,,,,,,,
6.17425,5.04E-07,-9.995248795,,,,,,,,,,,,,,
6.17435,2.27E-07,-9.995384216,,,,,,,,,,,,,,
6.17445,1.34E-07,-9.995449066,,,,,,,,,,,,,,
6.17455,9.27E-08,-9.995620728,,,,,,,,,,,,,,
6.17465,6.94E-08,-9.995716095,,,,,,,,,,,,,,
6.17475,5.47E-08,-9.995461464,,,,,,,,,,,,,,
6.17485,4.46E-08,-9.995401382,,,,,,,,,,,,,,
6.17495,3.75E-08,-9.995602608,,,,,,,,,,,,,,
6.17505,-6.30E-06,-1.757580519,,,,,,,,,,,,,,
6.17515,-5.78E-08,-0.002026345,,,,,,,,,,,,,,
6.17525,1.72E-06,-0.001642001,,,,,,,,,,,,,,
6.17535,2.17E-06,-0.00140606,,,,,,,,,,,,,,
6.17545,2.33E-06,-0.000986743,,,,,,,,,,,,,,
6.17555,2.41E-06,-0.001125859,,,,,,,,,,,,,,
6.17565,2.44E-06,-0.000901669,,,,,,,,,,,,,,
6.17575,2.47E-06,-0.001144224,,,,,,,,,,,,,,
6.17585,2.48E-06,-0.001159142,,,,,,,,,,,,,,
6.17595,2.48E-06,-0.001165616,,,,,,,,,,,,,,
6.17605,7.11E-06,-8.229302406,,,,,,,,,,,,,,
6.17615,1.71E-06,-9.99471283,,,,,,,,,,,,,,
6.17625,5.05E-07,-9.995155334,,,,,,,,,,,,,,
6.17635,2.27E-07,-9.99514389,,,,,,,,,,,,,,
6.17645,1.34E-07,-9.995150566,,,,,,,,,,,,,,
6.17655,9.25E-08,-9.995282173,,,,,,,,,,,,,,
6.17665,6.94E-08,-9.995594025,,,,,,,,,,,,,,
6.17675,5.45E-08,-9.995605469,,,,,,,,,,,,,,
6.17685,4.46E-08,-9.99578476,,,,,,,,,,,,,,
6.17695,3.74E-08,-9.996064186,,,,,,,,,,,,,,
6.17705,-6.29E-06,-1.777610421,,,,,,,,,,,,,,
6.17715,-5.94E-08,-0.002166024,,,,,,,,,,,,,,
6.17725,1.73E-06,-0.001757966,,,,,,,,,,,,,,
6.17735,2.18E-06,-0.001446943,,,,,,,,,,,,,,
6.17745,2.34E-06,-0.001570156,,,,,,,,,,,,,,
6.17755,2.41E-06,-0.001372917,,,,,,,,,,,,,,
6.17765,2.45E-06,-0.001188696,,,,,,,,,,,,,,
6.17775,2.47E-06,-0.001235068,,,,,,,,,,,,,,
6.17785,2.49E-06,-0.001195944,,,,,,,,,,,,,,
6.17795,2.49E-06,-0.001129095,,,,,,,,,,,,,,
6.17805,7.11E-06,-8.209654808,,,,,,,,,,,,,,
6.17815,1.72E-06,-9.994922638,,,,,,,,,,,,,,
6.17825,5.06E-07,-9.995006561,,,,,,,,,,,,,,
6.17835,2.27E-07,-9.994999886,,,,,,,,,,,,,,
6.17845,1.35E-07,-9.995414734,,,,,,,,,,,,,,
6.17855,9.26E-08,-9.995570183,,,,,,,,,,,,,,
6.17865,6.96E-08,-9.995855331,,,,,,,,,,,,,,
6.17875,5.46E-08,-9.995663643,,,,,,,,,,,,,,
6.17885,4.44E-08,-9.995632172,,,,,,,,,,,,,,
6.17895,3.73E-08,-9.995562553,,,,,,,,,,,,,,
6.17905,-6.29E-06,-1.797222614,,,,,,,,,,,,,,
6.17915,-6.10E-08,-0.001604284,,,,,,,,,,,,,,
6.17925,1.73E-06,-0.001537435,,,,,,,,,,,,,,
6.17935,2.19E-06,-0.001344911,,,,,,,,,,,,,,
6.17945,2.35E-06,-0.0010398,,,,,,,,,,,,,,
6.17955,2.42E-06,-0.001117766,,,,,,,,,,,,,,
6.17965,2.46E-06,-0.000956063,,,,,,,,,,,,,,
6.17975,2.48E-06,-0.001221417,,,,,,,,,,,,,,
6.17985,2.49E-06,-0.000853679,,,,,,,,,,,,,,
6.17995,2.50E-06,-0.000869441,,,,,,,,,,,,,,
6.18005,7.11E-06,-8.189451218,,,,,,,,,,,,,,
6.18015,1.72E-06,-9.994704247,,,,,,,,,,,,,,
6.18025,5.07E-07,-9.994924545,,,,,,,,,,,,,,
6.18035,2.28E-07,-9.995365143,,,,,,,,,,,,,,
6.18045,1.35E-07,-9.995493889,,,,,,,,,,,,,,
6.18055,9.29E-08,-9.995436668,,,,,,,,,,,,,,
6.18065,6.99E-08,-9.995522499,,,,,,,,,,,,,,
6.18075,5.49E-08,-9.995571136,,,,,,,,,,,,,,
6.18085,4.47E-08,-9.9956007,,,,,,,,,,,,,,
6.18095,3.71E-08,-9.995664597,,,,,,,,,,,,,,
6.18105,-6.28E-06,-1.817209363,,,,,,,,,,,,,,
6.18115,-6.42E-08,-0.001786886,,,,,,,,,,,,,,
6.18125,1.73E-06,-0.001387765,,,,,,,,,,,,,,
6.18135,2.19E-06,-0.001252308,,,,,,,,,,,,,,
6.18145,2.35E-06,-0.001001872,,,,,,,,,,,,,,
6.18155,2.43E-06,-0.000971121,,,,,,,,,,,,,,
6.18165,2.46E-06,-0.000794922,,,,,,,,,,,,,,
6.18175,2.49E-06,-0.00068128,,,,,,,,,,,,,,
6.18185,2.50E-06,-0.000801255,,,,,,,,,,,,,,
6.18195,2.51E-06,-0.001065906,,,,,,,,,,,,,,
6.18205,7.11E-06,-8.169060707,,,,,,,,,,,,,,
6.18215,1.73E-06,-9.994401932,,,,,,,,,,,,,,
6.18225,5.08E-07,-9.995025635,,,,,,,,,,,,,,
6.18235,2.28E-07,-9.995301247,,,,,,,,,,,,,,
6.18245,1.35E-07,-9.995191574,,,,,,,,,,,,,,
6.18255,9.32E-08,-9.995186806,,,,,,,,,,,,,,
6.18265,6.96E-08,-9.995107651,,,,,,,,,,,,,,
6.18275,5.52E-08,-9.995174408,,,,,,,,,,,,,,
6.18285,4.49E-08,-9.995148659,,,,,,,,,,,,,,
6.18295,3.76E-08,-9.995282173,,,,,,,,,,,,,,
6.18305,-6.27E-06,-1.837433815,,,,,,,,,,,,,,
6.18315,-6.46E-08,-0.001997002,,,,,,,,,,,,,,
6.18325,1.74E-06,-0.0018835,,,,,,,,,,,,,,
6.18335,2.20E-06,-0.001532439,,,,,,,,,,,,,,
6.18345,2.36E-06,-0.001093067,,,,,,,,,,,,,,
6.18355,2.43E-06,-0.00138685,,,,,,,,,,,,,,
6.18365,2.47E-06,-0.001192707,,,,,,,,,,,,,,
6.18375,2.50E-06,-0.001014186,,,,,,,,,,,,,,
6.18385,2.51E-06,-0.000746017,,,,,,,,,,,,,,
6.18395,2.51E-06,-0.000840028,,,,,,,,,,,,,,
6.18405,7.11E-06,-8.149077415,,,,,,,,,,,,,,
6.18415,1.73E-06,-9.994379997,,,,,,,,,,,,,,
6.18425,5.09E-07,-9.994688988,,,,,,,,,,,,,,
6.18435,2.29E-07,-9.994882584,,,,,,,,,,,,,,
6.18445,1.35E-07,-9.994998932,,,,,,,,,,,,,,
6.18455,9.32E-08,-9.994971275,,,,,,,,,,,,,,
6.18465,7.00E-08,-9.995035172,,,,,,,,,,,,,,
6.18475,5.50E-08,-9.99516201,,,,,,,,,,,,,,
6.18485,4.52E-08,-9.995286942,,,,,,,,,,,,,,
6.18495,3.76E-08,-9.995186806,,,,,,,,,,,,,,
6.18505,-6.27E-06,-1.857270241,,,,,,,,,,,,,,
6.18515,-6.76E-08,-0.002215633,,,,,,,,,,,,,,
6.18525,1.75E-06,-0.001894618,,,,,,,,,,,,,,
6.18535,2.20E-06,-0.001590351,,,,,,,,,,,,,,
6.18545,2.37E-06,-0.001650304,,,,,,,,,,,,,,
6.18555,2.44E-06,-0.001351526,,,,,,,,,,,,,,
6.18565,2.48E-06,-0.001509218,,,,,,,,,,,,,,
6.18575,2.50E-06,-0.001548905,,,,,,,,,,,,,,
6.18585,2.51E-06,-0.001605199,,,,,,,,,,,,,,
6.18595,2.52E-06,-0.001444762,,,,,,,,,,,,,,
6.18605,7.11E-06,-8.129734039,,,,,,,,,,,,,,
6.18615,1.74E-06,-9.994787216,,,,,,,,,,,,,,
6.18625,5.10E-07,-9.995179176,,,,,,,,,,,,,,
6.18635,2.29E-07,-9.995170593,,,,,,,,,,,,,,
6.18645,1.35E-07,-9.995557785,,,,,,,,,,,,,,
6.18655,9.31E-08,-9.995522499,,,,,,,,,,,,,,
6.18665,6.98E-08,-9.995759964,,,,,,,,,,,,,,
6.18675,5.49E-08,-9.99548912,,,,,,,,,,,,,,
6.18685,4.47E-08,-9.995215416,,,,,,,,,,,,,,
6.18695,3.72E-08,-9.995510101,,,,,,,,,,,,,,
6.18705,-6.26E-06,-1.877439976,,,,,,,,,,,,,,
6.18715,-7.18E-08,-0.002176368,,,,,,,,,,,,,,
6.18725,1.75E-06,-0.001796808,,,,,,,,,,,,,,
6.18735,2.21E-06,-0.001435051,,,,,,,,,,,,,,
6.18745,2.37E-06,-0.001168712,,,,,,,,,,,,,,
6.18755,2.45E-06,-0.001242175,,,,,,,,,,,,,,
6.18765,2.49E-06,-0.000995187,,,,,,,,,,,,,,
6.18775,2.51E-06,-0.001058306,,,,,,,,,,,,,,
6.18785,2.52E-06,-0.001046696,,,,,,,,,,,,,,
6.18795,2.53E-06,-0.001070057,,,,,,,,,,,,,,
6.18805,7.11E-06,-8.109300613,,,,,,,,,,,,,,
6.18815,1.74E-06,-9.994537354,,,,,,,,,,,,,,
6.18825,5.11E-07,-9.99488163,,,,,,,,,,,,,,
6.18835,2.29E-07,-9.995212555,,,,,,,,,,,,,,
6.18845,1.35E-07,-9.995398521,,,,,,,,,,,,,,
6.18855,9.27E-08,-9.995410919,,,,,,,,,,,,,,
6.18865,6.93E-08,-9.99529171,,,,,,,,,,,,,,
6.18875,5.47E-08,-9.995575905,,,,,,,,,,,,,,
6.18885,4.43E-08,-9.995715141,,,,,,,,,,,,,,
6.18895,3.73E-08,-9.995510101,,,,,,,,,,,,,,
6.18905,-6.25E-06,-1.897473097,,,,,,,,,,,,,,
6.18915,-7.16E-08,-0.00223815,,,,,,,,,,,,,,
6.18925,1.75E-06,-0.001848457,,,,,,,,,,,,,,
6.18935,2.22E-06,-0.001662196,,,,,,,,,,,,,,
6.18945,2.38E-06,-0.001435966,,,,,,,,,,,,,,
6.18955,2.45E-06,-0.00123929,,,,,,,,,,,,,,
6.18965,2.49E-06,-0.001437233,,,,,,,,,,,,,,
6.18975,2.52E-06,-0.001493456,,,,,,,,,,,,,,
6.18985,2.53E-06,-0.001431392,,,,,,,,,,,,,,
6.18995,2.53E-06,-0.001198055,,,,,,,,,,,,,,
6.19005,7.11E-06,-8.089263916,,,,,,,,,,,,,,
6.19015,1.75E-06,-9.994422913,,,,,,,,,,,,,,
6.19025,5.12E-07,-9.994874001,,,,,,,,,,,,,,
6.19035,2.29E-07,-9.995100975,,,,,,,,,,,,,,
6.19045,1.35E-07,-9.995253563,,,,,,,,,,,,,,
6.19055,9.27E-08,-9.995686531,,,,,,,,,,,,,,
6.19065,6.95E-08,-9.995756149,,,,,,,,,,,,,,
6.19075,5.50E-08,-9.995725632,,,,,,,,,,,,,,
6.19085,4.46E-08,-9.99554348,,,,,,,,,,,,,,
6.19095,3.69E-08,-9.995585442,,,,,,,,,,,,,,
6.19105,-6.25E-06,-1.91749692,,,,,,,,,,,,,,
6.19115,-7.50E-08,-0.002202615,,,,,,,,,,,,,,
6.19125,1.76E-06,-0.001856761,,,,,,,,,,,,,,
6.19135,2.22E-06,-0.001748607,,,,,,,,,,,,,,
6.19145,2.39E-06,-0.001580711,,,,,,,,,,,,,,
6.19155,2.46E-06,-0.001061473,,,,,,,,,,,,,,
6.19165,2.50E-06,-0.001184826,,,,,,,,,,,,,,
6.19175,2.52E-06,-0.001369469,,,,,,,,,,,,,,
6.19185,2.53E-06,-0.00139269,,,,,,,,,,,,,,
6.19195,2.54E-06,-0.001231339,,,,,,,,,,,,,,
6.19205,7.11E-06,-8.069217682,,,,,,,,,,,,,,
6.19215,1.75E-06,-9.994256973,,,,,,,,,,,,,,
6.19225,5.13E-07,-9.994914055,,,,,,,,,,,,,,
6.19235,2.29E-07,-9.99507618,,,,,,,,,,,,,,
6.19245,1.36E-07,-9.9952631,,,,,,,,,,,,,,
6.19255,9.30E-08,-9.995615959,,,,,,,,,,,,,,
6.19265,6.95E-08,-9.995638847,,,,,,,,,,,,,,
6.19275,5.45E-08,-9.99570179,,,,,,,,,,,,,,
6.19285,4.43E-08,-9.99587059,,,,,,,,,,,,,,
6.19295,3.70E-08,-9.995785713,,,,,,,,,,,,,,
6.19305,-6.24E-06,-1.937547326,,,,,,,,,,,,,,
6.19315,-7.77E-08,-0.002463887,,,,,,,,,,,,,,
6.19325,1.76E-06,-0.002033523,,,,,,,,,,,,,,
6.19335,2.23E-06,-0.001848669,,,,,,,,,,,,,,
6.19345,2.39E-06,-0.001617372,,,,,,,,,,,,,,
6.19355,2.46E-06,-0.001455739,,,,,,,,,,,,,,
6.19365,2.51E-06,-0.001351807,,,,,,,,,,,,,,
6.19375,2.53E-06,-0.001586974,,,,,,,,,,,,,,
6.19385,2.54E-06,-0.00171286,,,,,,,,,,,,,,
6.19395,2.55E-06,-0.001534128,,,,,,,,,,,,,,
6.19405,7.11E-06,-8.049407005,,,,,,,,,,,,,,
6.19415,1.76E-06,-9.994801521,,,,,,,,,,,,,,
6.19425,5.14E-07,-9.9950037,,,,,,,,,,,,,,
6.19435,2.30E-07,-9.995329857,,,,,,,,,,,,,,
6.19445,1.35E-07,-9.995354652,,,,,,,,,,,,,,
6.19455,9.31E-08,-9.995148659,,,,,,,,,,,,,,
6.19465,6.96E-08,-9.995142937,,,,,,,,,,,,,,
6.19475,5.48E-08,-9.995539665,,,,,,,,,,,,,,
6.19485,4.47E-08,-9.995437622,,,,,,,,,,,,,,
6.19495,3.71E-08,-9.995509148,,,,,,,,,,,,,,
6.19505,-6.24E-06,-1.957466006,,,,,,,,,,,,,,
6.19515,-7.85E-08,-0.00215378,,,,,,,,,,,,,,
6.19525,1.77E-06,-0.001948801,,,,,,,,,,,,,,
6.19535,2.23E-06,-0.001533565,,,,,,,,,,,,,,
6.19545,2.40E-06,-0.001539265,,,,,,,,,,,,,,
6.19555,2.47E-06,-0.001505207,,,,,,,,,,,,,,
6.19565,2.51E-06,-0.001540672,,,,,,,,,,,,,,
6.19575,2.53E-06,-0.001713986,,,,,,,,,,,,,,
6.19585,2.55E-06,-0.001326475,,,,,,,,,,,,,,
6.19595,2.56E-06,-0.001026782,,,,,,,,,,,,,,
6.19605,7.11E-06,-8.029051781,,,,,,,,,,,,,,
6.19615,1.76E-06,-9.99451828,,,,,,,,,,,,,,
6.19625,5.15E-07,-9.994729996,,,,,,,,,,,,,,
6.19635,2.30E-07,-9.995027542,,,,,,,,,,,,,,
6.19645,1.35E-07,-9.99524498,,,,,,,,,,,,,,
6.19655,9.31E-08,-9.995321274,,,,,,,,,,,,,,
6.19665,6.96E-08,-9.995368004,,,,,,,,,,,,,,
6.19675,5.50E-08,-9.995596886,,,,,,,,,,,,,,
6.19685,4.49E-08,-9.99576664,,,,,,,,,,,,,,
6.19695,3.75E-08,-9.995648384,,,,,,,,,,,,,,
6.19705,-6.23E-06,-1.97747314,,,,,,,,,,,,,,
6.19715,-8.19E-08,-0.002331597,,,,,,,,,,,,,,
6.19725,1.77E-06,-0.0018011,,,,,,,,,,,,,,
6.19735,2.24E-06,-0.001533284,,,,,,,,,,,,,,
6.19745,2.41E-06,-0.001472275,,,,,,,,,,,,,,
6.19755,2.48E-06,-0.001368765,,,,,,,,,,,,,,
6.19765,2.52E-06,-0.001348711,,,,,,,,,,,,,,
6.19775,2.54E-06,-0.001232394,,,,,,,,,,,,,,
6.19785,2.55E-06,-0.001451236,,,,,,,,,,,,,,
6.19795,2.56E-06,-0.001185319,,,,,,,,,,,,,,
6.19805,7.11E-06,-8.009504318,,,,,,,,,,,,,,
6.19815,1.77E-06,-9.994667053,,,,,,,,,,,,,,
6.19825,5.16E-07,-9.994808197,,,,,,,,,,,,,,
6.19835,2.30E-07,-9.99486351,,,,,,,,,,,,,,
6.19845,1.36E-07,-9.995145798,,,,,,,,,,,,,,
6.19855,9.34E-08,-9.99516201,,,,,,,,,,,,,,
6.19865,6.97E-08,-9.995164871,,,,,,,,,,,,,,
6.19875,5.52E-08,-9.995164871,,,,,,,,,,,,,,
6.19885,4.48E-08,-9.995223045,,,,,,,,,,,,,,
6.19895,3.77E-08,-9.995112419,,,,,,,,,,,,,,
6.19905,-6.22E-06,-1.997102618,,,,,,,,,,,,,,
6.19915,-8.43E-08,-0.001926565,,,,,,,,,,,,,,
6.19925,1.78E-06,-0.001708779,,,,,,,,,,,,,,
6.19935,2.25E-06,-0.00145215,,,,,,,,,,,,,,
6.19945,2.41E-06,-0.001374958,,,,,,,,,,,,,,
6.19955,2.49E-06,-0.001204458,,,,,,,,,,,,,,
6.19965,2.53E-06,-0.001160831,,,,,,,,,,,,,,
6.19975,2.55E-06,-0.001029948,,,,,,,,,,,,,,
6.19985,2.56E-06,-0.001000113,,,,,,,,,,,,,,
6.19995,2.57E-06,-0.000762554,,,,,,,,,,,,,,
6.20005,7.11E-06,-7.989243984,,,,,,,,,,,,,,
6.20015,1.78E-06,-9.994234085,,,,,,,,,,,,,,
6.20025,5.17E-07,-9.995037079,,,,,,,,,,,,,,
6.20035,2.30E-07,-9.99519825,,,,,,,,,,,,,,
6.20045,1.36E-07,-9.995437622,,,,,,,,,,,,,,
6.20055,9.36E-08,-9.995457649,,,,,,,,,,,,,,
6.20065,6.99E-08,-9.995547295,,,,,,,,,,,,,,
6.20075,5.50E-08,-9.995552063,,,,,,,,,,,,,,
6.20085,4.50E-08,-9.99555397,,,,,,,,,,,,,,
6.20095,3.75E-08,-9.995462418,,,,,,,,,,,,,,
6.20105,-6.22E-06,-2.017167568,,,,,,,,,,,,,,
6.20115,-8.71E-08,-0.001913054,,,,,,,,,,,,,,
6.20125,1.78E-06,-0.001543909,,,,,,,,,,,,,,
6.20135,2.25E-06,-0.00118743,,,,,,,,,,,,,,
6.20145,2.42E-06,-0.001138102,,,,,,,,,,,,,,
6.20155,2.49E-06,-0.001236124,,,,,,,,,,,,,,
6.20165,2.53E-06,-0.00104761,,,,,,,,,,,,,,
6.20175,2.56E-06,-0.000643,,,,,,,,,,,,,,
6.20185,2.57E-06,-0.00050304,,,,,,,,,,,,,,
6.20195,2.58E-06,-0.000789152,,,,,,,,,,,,,,
6.20205,7.10E-06,-7.969622135,,,,,,,,,,,,,,
6.20215,1.78E-06,-9.99441433,,,,,,,,,,,,,,
6.20225,5.18E-07,-9.994760513,,,,,,,,,,,,,,
6.20235,2.30E-07,-9.994973183,,,,,,,,,,,,,,
6.20245,1.36E-07,-9.995129585,,,,,,,,,,,,,,
6.20255,9.36E-08,-9.995289803,,,,,,,,,,,,,,
6.20265,6.98E-08,-9.995179176,,,,,,,,,,,,,,
6.20275,5.55E-08,-9.995214462,,,,,,,,,,,,,,
6.20285,4.49E-08,-9.99548912,,,,,,,,,,,,,,
6.20295,3.77E-08,-9.995605469,,,,,,,,,,,,,,
6.20305,-6.21E-06,-2.037018776,,,,,,,,,,,,,,
6.20315,-9.05E-08,-0.001641438,,,,,,,,,,,,,,
6.20325,1.79E-06,-0.001562064,,,,,,,,,,,,,,
6.20335,2.26E-06,-0.001019745,,,,,,,,,,,,,,
6.20345,2.42E-06,-0.000912365,,,,,,,,,,,,,,
6.20355,2.50E-06,-0.000595784,,,,,,,,,,,,,,
6.20365,2.54E-06,-0.00073884,,,,,,,,,,,,,,
6.20375,2.56E-06,-0.000722022,,,,,,,,,,,,,,
6.20385,2.58E-06,-0.000774938,,,,,,,,,,,,,,
6.20395,2.58E-06,-0.000941075,,,,,,,,,,,,,,
6.20405,7.10E-06,-7.949342251,,,,,,,,,,,,,,
6.20415,1.79E-06,-9.994595528,,,,,,,,,,,,,,
6.20425,5.19E-07,-9.995054245,,,,,,,,,,,,,,
6.20435,2.31E-07,-9.994984627,,,,,,,,,,,,,,
6.20445,1.36E-07,-9.994981766,,,,,,,,,,,,,,
6.20455,9.34E-08,-9.995542526,,,,,,,,,,,,,,
6.20465,6.96E-08,-9.995306969,,,,,,,,,,,,,,
6.20475,5.49E-08,-9.995154381,,,,,,,,,,,,,,
6.20485,4.48E-08,-9.995203972,,,,,,,,,,,,,,
6.20495,3.75E-08,-9.995310783,,,,,,,,,,,,,,
6.20505,-6.20E-06,-2.056846857,,,,,,,,,,,,,,
6.20515,-9.20E-08,-0.001938598,,,,,,,,,,,,,,
6.20525,1.79E-06,-0.001470446,,,,,,,,,,,,,,
6.20535,2.26E-06,-0.001325912,,,,,,,,,,,,,,
6.20545,2.43E-06,-0.001154428,,,,,,,,,,,,,,
6.20555,2.50E-06,-0.001408945,,,,,,,,,,,,,,
6.20565,2.54E-06,-0.001198759,,,,,,,,,,,,,,
6.20575,2.57E-06,-0.00109349,,,,,,,,,,,,,,
6.20585,2.58E-06,-0.001006023,,,,,,,,,,,,,,
6.20595,2.59E-06,-0.000963592,,,,,,,,,,,,,,
6.20605,7.10E-06,-7.92954731,,,,,,,,,,,,,,
6.20615,1.79E-06,-9.9945755,,,,,,,,,,,,,,
6.20625,5.20E-07,-9.995347023,,,,,,,,,,,,,,
6.20635,2.31E-07,-9.995401382,,,,,,,,,,,,,,
6.20645,1.36E-07,-9.995412827,,,,,,,,,,,,,,
6.20655,9.34E-08,-9.995452881,,,,,,,,,,,,,,
6.20665,6.94E-08,-9.995648384,,,,,,,,,,,,,,
6.20675,5.48E-08,-9.995558739,,,,,,,,,,,,,,
6.20685,4.51E-08,-9.995616913,,,,,,,,,,,,,,
6.20695,3.75E-08,-9.995465279,,,,,,,,,,,,,,
6.20705,-6.20E-06,-2.077027321,,,,,,,,,,,,,,
6.20715,-9.82E-08,-0.002257571,,,,,,,,,,,,,,
6.20725,1.79E-06,-0.00162075,,,,,,,,,,,,,,
6.20735,2.27E-06,-0.001498311,,,,,,,,,,,,,,
6.20745,2.43E-06,-0.001429703,,,,,,,,,,,,,,
6.20755,2.51E-06,-0.001282988,,,,,,,,,,,,,,
6.20765,2.55E-06,-0.001236968,,,,,,,,,,,,,,
6.20775,2.57E-06,-0.001238586,,,,,,,,,,,,,,
6.20785,2.59E-06,-0.001258008,,,,,,,,,,,,,,
6.20795,2.59E-06,-0.001367428,,,,,,,,,,,,,,
6.20805,7.10E-06,-7.909492493,,,,,,,,,,,,,,
6.20815,1.80E-06,-9.994632721,,,,,,,,,,,,,,
6.20825,5.21E-07,-9.994677544,,,,,,,,,,,,,,
6.20835,2.31E-07,-9.995037079,,,,,,,,,,,,,,
6.20845,1.36E-07,-9.995306015,,,,,,,,,,,,,,
6.20855,9.35E-08,-9.995596886,,,,,,,,,,,,,,
6.20865,6.97E-08,-9.995595932,,,,,,,,,,,,,,
6.20875,5.45E-08,-9.995666504,,,,,,,,,,,,,,
6.20885,4.46E-08,-9.995676041,,,,,,,,,,,,,,
6.20895,3.72E-08,-9.995903015,,,,,,,,,,,,,,
6.20905,-6.19E-06,-2.097719908,,,,,,,,,,,,,,
6.20915,-9.92E-08,-0.002537914,,,,,,,,,,,,,,
6.20925,1.80E-06,-0.00206744,,,,,,,,,,,,,,
6.20935,2.27E-06,-0.002223373,,,,,,,,,,,,,,
6.20945,2.44E-06,-0.001653752,,,,,,,,,,,,,,
6.20955,2.51E-06,-0.001751632,,,,,,,,,,,,,,
6.20965,2.55E-06,-0.001856057,,,,,,,,,,,,,,
6.20975,2.58E-06,-0.001863094,,,,,,,,,,,,,,
6.20985,2.59E-06,-0.001758951,,,,,,,,,,,,,,
6.20995,2.60E-06,-0.001518858,,,,,,,,,,,,,,
6.21005,7.10E-06,-7.889770508,,,,,,,,,,,,,,
6.21015,1.80E-06,-9.994800568,,,,,,,,,,,,,,
6.21025,5.22E-07,-9.995250702,,,,,,,,,,,,,,
6.21035,2.32E-07,-9.99535656,,,,,,,,,,,,,,
6.21045,1.36E-07,-9.995444298,,,,,,,,,,,,,,
6.21055,9.36E-08,-9.995500565,,,,,,,,,,,,,,
6.21065,6.98E-08,-9.995702744,,,,,,,,,,,,,,
6.21075,5.51E-08,-9.995499611,,,,,,,,,,,,,,
6.21085,4.46E-08,-9.995484352,,,,,,,,,,,,,,
6.21095,3.70E-08,-9.995308876,,,,,,,,,,,,,,
6.21105,-6.18E-06,-2.11741972,,,,,,,,,,,,,,
6.21115,-1.03E-07,-0.002391691,,,,,,,,,,,,,,
6.21125,1.80E-06,-0.002014805,,,,,,,,,,,,,,
6.21135,2.28E-06,-0.001535254,,,,,,,,,,,,,,
6.21145,2.45E-06,-0.001414152,,,,,,,,,,,,,,
6.21155,2.52E-06,-0.001435051,,,,,,,,,,,,,,
6.21165,2.56E-06,-0.00131029,,,,,,,,,,,,,,
6.21175,2.58E-06,-0.001384387,,,,,,,,,,,,,,
6.21185,2.60E-06,-0.000994905,,,,,,,,,,,,,,
6.21195,2.60E-06,-0.001588522,,,,,,,,,,,,,,
6.21205,7.10E-06,-7.869670391,,,,,,,,,,,,,,
6.21215,1.81E-06,-9.994549751,,,,,,,,,,,,,,
6.21225,5.23E-07,-9.994854927,,,,,,,,,,,,,,
6.21235,2.32E-07,-9.995247841,,,,,,,,,,,,,,
6.21245,1.36E-07,-9.995317459,,,,,,,,,,,,,,
6.21255,9.36E-08,-9.995464325,,,,,,,,,,,,,,
6.21265,6.98E-08,-9.995256424,,,,,,,,,,,,,,
6.21275,5.48E-08,-9.995531082,,,,,,,,,,,,,,
6.21285,4.49E-08,-9.995661736,,,,,,,,,,,,,,
6.21295,3.77E-08,-9.995615005,,,,,,,,,,,,,,
6.21305,-6.18E-06,-2.137243986,,,,,,,,,,,,,,
6.21315,-1.05E-07,-0.002306899,,,,,,,,,,,,,,
6.21325,1.81E-06,-0.00194472,,,,,,,,,,,,,,
6.21335,2.28E-06,-0.001609491,,,,,,,,,,,,,,
6.21345,2.45E-06,-0.001450884,,,,,,,,,,,,,,
6.21355,2.53E-06,-0.001450813,,,,,,,,,,,,,,
6.21365,2.57E-06,-0.001147743,,,,,,,,,,,,,,
6.21375,2.59E-06,-0.001272081,,,,,,,,,,,,,,
6.21385,2.60E-06,-0.001119244,,,,,,,,,,,,,,
6.21395,2.61E-06,-0.000961692,,,,,,,,,,,,,,
6.21405,7.10E-06,-7.849340439,,,,,,,,,,,,,,
6.21415,1.81E-06,-9.99461937,,,,,,,,,,,,,,
6.21425,5.24E-07,-9.99521637,,,,,,,,,,,,,,
6.21435,2.32E-07,-9.995513916,,,,,,,,,,,,,,
6.21445,1.36E-07,-9.995411873,,,,,,,,,,,,,,
6.21455,9.37E-08,-9.995650291,,,,,,,,,,,,,,
6.21465,6.96E-08,-9.995660782,,,,,,,,,,,,,,
6.21475,5.47E-08,-9.995794296,,,,,,,,,,,,,,
6.21485,4.45E-08,-9.995722771,,,,,,,,,,,,,,
6.21495,3.75E-08,-9.995901108,,,,,,,,,,,,,,
6.21505,-6.17E-06,-2.157450676,,,,,,,,,,,,,,
6.21515,-1.10E-07,-0.002269463,,,,,,,,,,,,,,
6.21525,1.81E-06,-0.002108182,,,,,,,,,,,,,,
6.21535,2.29E-06,-0.001759232,,,,,,,,,,,,,,
