A2_LTP,,,,,,,,,,,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,,,,,,,,,,,
6.55705,-4.60E-06,-5.574624538,,,,,,,,,,,,,,
6.55715,-1.54E-06,-0.001746918,,,,,,,,,,,,,,
6.55725,2.04E-06,-0.001381432,,,,,,,,,,,,,,
6.55735,2.82E-06,-0.001111715,,,,,,,,,,,,,,
6.55745,3.08E-06,-0.001175749,,,,,,,,,,,,,,
6.55755,3.18E-06,-0.000755165,,,,,,,,,,,,,,
6.55765,3.24E-06,-0.000615979,,,,,,,,,,,,,,
6.55775,3.27E-06,-0.00038412,,,,,,,,,,,,,,
6.55785,3.29E-06,-0.000435839,,,,,,,,,,,,,,
6.55795,3.30E-06,-0.000426058,,,,,,,,,,,,,,
6.55805,6.57E-06,-4.411427975,,,,,,,,,,,,,,
6.55815,3.26E-06,-9.994641304,,,,,,,,,,,,,,
6.55825,7.54E-07,-9.994846344,,,,,,,,,,,,,,
6.55835,2.94E-07,-9.995240211,,,,,,,,,,,,,,
6.55845,1.59E-07,-9.99555397,,,,,,,,,,,,,,
6.55855,1.04E-07,-9.995680809,,,,,,,,,,,,,,
6.55865,7.55E-08,-9.995473862,,,,,,,,,,,,,,
6.55875,5.84E-08,-9.995768547,,,,,,,,,,,,,,
6.55885,4.67E-08,-9.99534893,,,,,,,,,,,,,,
6.55895,3.84E-08,-9.995674133,,,,,,,,,,,,,,
6.55905,-4.59E-06,-5.594441891,,,,,,,,,,,,,,
6.55915,-1.56E-06,-0.001679225,,,,,,,,,,,,,,
6.55925,2.04E-06,-0.00108019,,,,,,,,,,,,,,
6.55935,2.82E-06,-0.000799496,,,,,,,,,,,,,,
6.55945,3.08E-06,-0.000668191,,,,,,,,,,,,,,
6.55955,3.19E-06,-0.000687331,,,,,,,,,,,,,,
6.55965,3.24E-06,-0.000618864,,,,,,,,,,,,,,
6.55975,3.27E-06,-0.000529076,,,,,,,,,,,,,,
6.55985,3.29E-06,-0.000433025,,,,,,,,,,,,,,
6.55995,3.30E-06,-0.000336129,,,,,,,,,,,,,,
6.56005,6.56E-06,-4.391394615,,,,,,,,,,,,,,
6.56015,3.27E-06,-9.99439621,,,,,,,,,,,,,,
6.56025,7.55E-07,-9.994408607,,,,,,,,,,,,,,
6.56035,2.93E-07,-9.994935036,,,,,,,,,,,,,,
6.56045,1.58E-07,-9.995260239,,,,,,,,,,,,,,
6.56055,1.04E-07,-9.995265961,,,,,,,,,,,,,,
6.56065,7.55E-08,-9.9954319,,,,,,,,,,,,,,
6.56075,5.83E-08,-9.995535851,,,,,,,,,,,,,,
6.56085,4.70E-08,-9.995446205,,,,,,,,,,,,,,
6.56095,3.85E-08,-9.995680809,,,,,,,,,,,,,,
6.56105,-4.58E-06,-5.614565849,,,,,,,,,,,,,,
6.56115,-1.57E-06,-0.001624057,,,,,,,,,,,,,,
6.56125,2.04E-06,-0.001247242,,,,,,,,,,,,,,
6.56135,2.83E-06,-0.0009574,,,,,,,,,,,,,,
6.56145,3.08E-06,-0.000899206,,,,,,,,,,,,,,
6.56155,3.19E-06,-0.000914054,,,,,,,,,,,,,,
6.56165,3.24E-06,-0.000893507,,,,,,,,,,,,,,
6.56175,3.27E-06,-0.000743132,,,,,,,,,,,,,,
6.56185,3.29E-06,-0.000809348,,,,,,,,,,,,,,
6.56195,3.30E-06,-0.000622734,,,,,,,,,,,,,,
6.56205,6.56E-06,-4.371524811,,,,,,,,,,,,,,
6.56215,3.29E-06,-9.994386673,,,,,,,,,,,,,,
6.56225,7.58E-07,-9.994805336,,,,,,,,,,,,,,
6.56235,2.94E-07,-9.99539566,,,,,,,,,,,,,,
6.56245,1.59E-07,-9.995455742,,,,,,,,,,,,,,
6.56255,1.04E-07,-9.995207787,,,,,,,,,,,,,,
6.56265,7.56E-08,-9.995301247,,,,,,,,,,,,,,
6.56275,5.82E-08,-9.995793343,,,,,,,,,,,,,,
6.56285,4.67E-08,-9.995559692,,,,,,,,,,,,,,
6.56295,3.88E-08,-9.995703697,,,,,,,,,,,,,,
6.56305,-4.56E-06,-5.634783745,,,,,,,,,,,,,,
6.56315,-1.59E-06,-0.002196563,,,,,,,,,,,,,,
6.56325,2.04E-06,-0.002079332,,,,,,,,,,,,,,
6.56335,2.83E-06,-0.001387765,,,,,,,,,,,,,,
6.56345,3.08E-06,-0.001206147,,,,,,,,,,,,,,
6.56355,3.19E-06,-0.001040785,,,,,,,,,,,,,,
6.56365,3.25E-06,-0.000927846,,,,,,,,,,,,,,
6.56375,3.28E-06,-0.00091905,,,,,,,,,,,,,,
6.56385,3.30E-06,-0.000761779,,,,,,,,,,,,,,
6.56395,3.31E-06,-0.000615909,,,,,,,,,,,,,,
6.56405,6.55E-06,-4.351448059,,,,,,,,,,,,,,
6.56415,3.30E-06,-9.994540215,,,,,,,,,,,,,,
6.56425,7.59E-07,-9.994997025,,,,,,,,,,,,,,
6.56435,2.95E-07,-9.995690346,,,,,,,,,,,,,,
6.56445,1.59E-07,-9.995533943,,,,,,,,,,,,,,
6.56455,1.04E-07,-9.99581337,,,,,,,,,,,,,,
6.56465,7.57E-08,-9.99604702,,,,,,,,,,,,,,
6.56475,5.83E-08,-9.996113777,,,,,,,,,,,,,,
6.56485,4.69E-08,-9.995915413,,,,,,,,,,,,,,
6.56495,3.87E-08,-9.996059418,,,,,,,,,,,,,,
6.56505,-4.55E-06,-5.654972553,,,,,,,,,,,,,,
6.56515,-1.60E-06,-0.002012765,,,,,,,,,,,,,,
6.56525,2.04E-06,-0.002057729,,,,,,,,,,,,,,
6.56535,2.83E-06,-0.001625746,,,,,,,,,,,,,,
6.56545,3.09E-06,-0.001524277,,,,,,,,,,,,,,
6.56555,3.20E-06,-0.001449617,,,,,,,,,,,,,,
6.56565,3.25E-06,-0.001522025,,,,,,,,,,,,,,
6.56575,3.28E-06,-0.001308813,,,,,,,,,,,,,,
6.56585,3.30E-06,-0.001120229,,,,,,,,,,,,,,
6.56595,3.31E-06,-0.001105734,,,,,,,,,,,,,,
6.56605,6.54E-06,-4.331954002,,,,,,,,,,,,,,
6.56615,3.31E-06,-9.994617462,,,,,,,,,,,,,,
6.56625,7.61E-07,-9.994755745,,,,,,,,,,,,,,
6.56635,2.96E-07,-9.995287895,,,,,,,,,,,,,,
6.56645,1.59E-07,-9.995469093,,,,,,,,,,,,,,
6.56655,1.05E-07,-9.995491028,,,,,,,,,,,,,,
6.56665,7.58E-08,-9.995347023,,,,,,,,,,,,,,
6.56675,5.84E-08,-9.995584488,,,,,,,,,,,,,,
6.56685,4.69E-08,-9.995754242,,,,,,,,,,,,,,
6.56695,3.84E-08,-9.995667458,,,,,,,,,,,,,,
6.56705,-4.53E-06,-5.674890995,,,,,,,,,,,,,,
6.56715,-1.61E-06,-0.002356085,,,,,,,,,,,,,,
6.56725,2.04E-06,-0.00197547,,,,,,,,,,,,,,
6.56735,2.83E-06,-0.001711242,,,,,,,,,,,,,,
6.56745,3.09E-06,-0.001569171,,,,,,,,,,,,,,
6.56755,3.20E-06,-0.001268563,,,,,,,,,,,,,,
6.56765,3.25E-06,-0.001412956,,,,,,,,,,,,,,
6.56775,3.28E-06,-0.001206358,,,,,,,,,,,,,,
6.56785,3.30E-06,-0.001035437,,,,,,,,,,,,,,
6.56795,3.31E-06,-0.001092293,,,,,,,,,,,,,,
6.56805,6.54E-06,-4.311947346,,,,,,,,,,,,,,
6.56815,3.32E-06,-9.994321823,,,,,,,,,,,,,,
6.56825,7.62E-07,-9.994683266,,,,,,,,,,,,,,
6.56835,2.96E-07,-9.995260239,,,,,,,,,,,,,,
6.56845,1.59E-07,-9.995280266,,,,,,,,,,,,,,
6.56855,1.04E-07,-9.995686531,,,,,,,,,,,,,,
6.56865,7.60E-08,-9.995594025,,,,,,,,,,,,,,
6.56875,5.85E-08,-9.995886803,,,,,,,,,,,,,,
6.56885,4.69E-08,-9.995560646,,,,,,,,,,,,,,
6.56895,3.87E-08,-9.995881081,,,,,,,,,,,,,,
6.56905,-4.52E-06,-5.695229053,,,,,,,,,,,,,,
6.56915,-1.63E-06,-0.002423778,,,,,,,,,,,,,,
6.56925,2.04E-06,-0.002102623,,,,,,,,,,,,,,
6.56935,2.84E-06,-0.001461931,,,,,,,,,,,,,,
6.56945,3.09E-06,-0.001312753,,,,,,,,,,,,,,
6.56955,3.20E-06,-0.001188485,,,,,,,,,,,,,,
6.56965,3.26E-06,-0.001267648,,,,,,,,,,,,,,
6.56975,3.29E-06,-0.00104374,,,,,,,,,,,,,,
6.56985,3.30E-06,-0.001079979,,,,,,,,,,,,,,
6.56995,3.31E-06,-0.000971262,,,,,,,,,,,,,,
6.57005,6.53E-06,-4.29187727,,,,,,,,,,,,,,
6.57015,3.34E-06,-9.994487762,,,,,,,,,,,,,,
6.57025,7.65E-07,-9.994813919,,,,,,,,,,,,,,
6.57035,2.97E-07,-9.995503426,,,,,,,,,,,,,,
6.57045,1.60E-07,-9.995634079,,,,,,,,,,,,,,
6.57055,1.05E-07,-9.99568367,,,,,,,,,,,,,,
6.57065,7.64E-08,-9.995980263,,,,,,,,,,,,,,
6.57075,5.86E-08,-9.995880127,,,,,,,,,,,,,,
6.57085,4.70E-08,-9.995955467,,,,,,,,,,,,,,
6.57095,3.90E-08,-9.996227264,,,,,,,,,,,,,,
6.57105,-4.50E-06,-5.71497345,,,,,,,,,,,,,,
6.57115,-1.64E-06,-0.002212466,,,,,,,,,,,,,,
6.57125,2.04E-06,-0.002145406,,,,,,,,,,,,,,
6.57135,2.84E-06,-0.001984688,,,,,,,,,,,,,,
6.57145,3.10E-06,-0.001584581,,,,,,,,,,,,,,
6.57155,3.20E-06,-0.001194888,,,,,,,,,,,,,,
6.57165,3.26E-06,-0.001251252,,,,,,,,,,,,,,
6.57175,3.29E-06,-0.001267226,,,,,,,,,,,,,,
6.57185,3.31E-06,-0.00107048,,,,,,,,,,,,,,
6.57195,3.32E-06,-0.00084812,,,,,,,,,,,,,,
6.57205,6.52E-06,-4.272127151,,,,,,,,,,,,,,
6.57215,3.35E-06,-9.994613647,,,,,,,,,,,,,,
6.57225,7.66E-07,-9.995308876,,,,,,,,,,,,,,
6.57235,2.97E-07,-9.995697975,,,,,,,,,,,,,,
6.57245,1.60E-07,-9.996118546,,,,,,,,,,,,,,
6.57255,1.05E-07,-9.996021271,,,,,,,,,,,,,,
6.57265,7.61E-08,-9.995819092,,,,,,,,,,,,,,
6.57275,5.88E-08,-9.995934486,,,,,,,,,,,,,,
6.57285,4.72E-08,-9.995918274,,,,,,,,,,,,,,
6.57295,3.89E-08,-9.995753288,,,,,,,,,,,,,,
6.57305,-4.49E-06,-5.734660625,,,,,,,,,,,,,,
6.57315,-1.66E-06,-0.002120567,,,,,,,,,,,,,,
6.57325,2.04E-06,-0.002045837,,,,,,,,,,,,,,
6.57335,2.84E-06,-0.001829388,,,,,,,,,,,,,,
6.57345,3.10E-06,-0.001548483,,,,,,,,,,,,,,
6.57355,3.20E-06,-0.001262722,,,,,,,,,,,,,,
6.57365,3.26E-06,-0.001096304,,,,,,,,,,,,,,
6.57375,3.29E-06,-0.001258852,,,,,,,,,,,,,,
6.57385,3.31E-06,-0.000943256,,,,,,,,,,,,,,
6.57395,3.32E-06,-0.000962255,,,,,,,,,,,,,,
6.57405,6.51E-06,-4.251968384,,,,,,,,,,,,,,
6.57415,3.36E-06,-9.994700432,,,,,,,,,,,,,,
6.57425,7.68E-07,-9.99523735,,,,,,,,,,,,,,
6.57435,2.97E-07,-9.995423317,,,,,,,,,,,,,,
6.57445,1.60E-07,-9.995938301,,,,,,,,,,,,,,
6.57455,1.04E-07,-9.996056557,,,,,,,,,,,,,,
6.57465,7.58E-08,-9.996348381,,,,,,,,,,,,,,
6.57475,5.86E-08,-9.996304512,,,,,,,,,,,,,,
6.57485,4.70E-08,-9.995985031,,,,,,,,,,,,,,
6.57495,3.86E-08,-9.995853424,,,,,,,,,,,,,,
6.57505,-4.48E-06,-5.754896641,,,,,,,,,,,,,,
6.57515,-1.67E-06,-0.002006854,,,,,,,,,,,,,,
6.57525,2.04E-06,-0.001783157,,,,,,,,,,,,,,
6.57535,2.84E-06,-0.001449476,,,,,,,,,,,,,,
6.57545,3.10E-06,-0.001458624,,,,,,,,,,,,,,
6.57555,3.21E-06,-0.001136625,,,,,,,,,,,,,,
6.57565,3.26E-06,-0.001006727,,,,,,,,,,,,,,
6.57575,3.29E-06,-0.00097471,,,,,,,,,,,,,,
6.57585,3.31E-06,-0.001127055,,,,,,,,,,,,,,
6.57595,3.32E-06,-0.001238938,,,,,,,,,,,,,,
6.57605,6.51E-06,-4.232671738,,,,,,,,,,,,,,
6.57615,3.38E-06,-9.995564461,,,,,,,,,,,,,,
6.57625,7.70E-07,-9.995585442,,,,,,,,,,,,,,
6.57635,2.98E-07,-9.995910645,,,,,,,,,,,,,,
6.57645,1.60E-07,-9.996084213,,,,,,,,,,,,,,
6.57655,1.05E-07,-9.996209145,,,,,,,,,,,,,,
6.57665,7.63E-08,-9.996080399,,,,,,,,,,,,,,
6.57675,5.87E-08,-9.996024132,,,,,,,,,,,,,,
6.57685,4.70E-08,-9.996216774,,,,,,,,,,,,,,
6.57695,3.87E-08,-9.996295929,,,,,,,,,,,,,,
6.57705,-4.46E-06,-5.775177479,,,,,,,,,,,,,,
6.57715,-1.69E-06,-0.002465365,,,,,,,,,,,,,,
6.57725,2.04E-06,-0.002329346,,,,,,,,,,,,,,
6.57735,2.84E-06,-0.001771476,,,,,,,,,,,,,,
6.57745,3.10E-06,-0.001704346,,,,,,,,,,,,,,
6.57755,3.21E-06,-0.001280384,,,,,,,,,,,,,,
6.57765,3.26E-06,-0.001259978,,,,,,,,,,,,,,
6.57775,3.30E-06,-0.00126026,,,,,,,,,,,,,,
6.57785,3.32E-06,-0.001178704,,,,,,,,,,,,,,
6.57795,3.33E-06,-0.001406834,,,,,,,,,,,,,,
6.57805,6.50E-06,-4.212209702,,,,,,,,,,,,,,
6.57815,3.39E-06,-9.995038033,,,,,,,,,,,,,,
6.57825,7.71E-07,-9.995069504,,,,,,,,,,,,,,
6.57835,2.98E-07,-9.995706558,,,,,,,,,,,,,,
6.57845,1.60E-07,-9.995877266,,,,,,,,,,,,,,
6.57855,1.05E-07,-9.996256828,,,,,,,,,,,,,,
6.57865,7.61E-08,-9.996163368,,,,,,,,,,,,,,
6.57875,5.87E-08,-9.996275902,,,,,,,,,,,,,,
6.57885,4.74E-08,-9.996297836,,,,,,,,,,,,,,
6.57895,3.89E-08,-9.996071815,,,,,,,,,,,,,,
6.57905,-4.45E-06,-5.795130253,,,,,,,,,,,,,,
6.57915,-1.70E-06,-0.002532918,,,,,,,,,,,,,,
6.57925,2.04E-06,-0.002016353,,,,,,,,,,,,,,
6.57935,2.84E-06,-0.001523362,,,,,,,,,,,,,,
6.57945,3.10E-06,-0.001463409,,,,,,,,,,,,,,
6.57955,3.21E-06,-0.001495848,,,,,,,,,,,,,,
6.57965,3.27E-06,-0.00141176,,,,,,,,,,,,,,
6.57975,3.30E-06,-0.001270111,,,,,,,,,,,,,,
6.57985,3.32E-06,-0.001608295,,,,,,,,,,,,,,
6.57995,3.33E-06,-0.001361518,,,,,,,,,,,,,,
6.58005,6.49E-06,-4.192194939,,,,,,,,,,,,,,
6.58015,3.40E-06,-9.99485302,,,,,,,,,,,,,,
6.58025,7.73E-07,-9.994912148,,,,,,,,,,,,,,
6.58035,2.98E-07,-9.995808601,,,,,,,,,,,,,,
6.58045,1.60E-07,-9.996019363,,,,,,,,,,,,,,
6.58055,1.05E-07,-9.996003151,,,,,,,,,,,,,,
6.58065,7.62E-08,-9.995845795,,,,,,,,,,,,,,
6.58075,5.88E-08,-9.996131897,,,,,,,,,,,,,,
6.58085,4.72E-08,-9.996250153,,,,,,,,,,,,,,
6.58095,3.86E-08,-9.996261597,,,,,,,,,,,,,,
6.58105,-4.43E-06,-5.815047741,,,,,,,,,,,,,,
6.58115,-1.72E-06,-0.002434404,,,,,,,,,,,,,,
6.58125,2.04E-06,-0.001831358,,,,,,,,,,,,,,
6.58135,2.85E-06,-0.001366162,,,,,,,,,,,,,,
6.58145,3.10E-06,-0.001265256,,,,,,,,,,,,,,
6.58155,3.21E-06,-0.001199322,,,,,,,,,,,,,,
6.58165,3.27E-06,-0.00112044,,,,,,,,,,,,,,
6.58175,3.30E-06,-0.001224935,,,,,,,,,,,,,,
6.58185,3.32E-06,-0.00097654,,,,,,,,,,,,,,
6.58195,3.33E-06,-0.001033748,,,,,,,,,,,,,,
6.58205,6.48E-06,-4.172350407,,,,,,,,,,,,,,
6.58215,3.42E-06,-9.995283127,,,,,,,,,,,,,,
6.58225,7.75E-07,-9.995368958,,,,,,,,,,,,,,
6.58235,2.99E-07,-9.99580574,,,,,,,,,,,,,,
6.58245,1.61E-07,-9.996277809,,,,,,,,,,,,,,
6.58255,1.05E-07,-9.996365547,,,,,,,,,,,,,,
6.58265,7.68E-08,-9.996364594,,,,,,,,,,,,,,
6.58275,5.88E-08,-9.996421814,,,,,,,,,,,,,,
6.58285,4.77E-08,-9.99635601,,,,,,,,,,,,,,
6.58295,3.92E-08,-9.995804787,,,,,,,,,,,,,,
6.58305,-4.42E-06,-5.834662437,,,,,,,,,,,,,,
6.58315,-1.73E-06,-0.00219987,,,,,,,,,,,,,,
6.58325,2.04E-06,-0.002017338,,,,,,,,,,,,,,
6.58335,2.85E-06,-0.001403667,,,,,,,,,,,,,,
6.58345,3.11E-06,-0.000903076,,,,,,,,,,,,,,
6.58355,3.21E-06,-0.00118553,,,,,,,,,,,,,,
6.58365,3.27E-06,-0.000997228,,,,,,,,,,,,,,
6.58375,3.30E-06,-0.001098275,,,,,,,,,,,,,,
6.58385,3.32E-06,-0.001043318,,,,,,,,,,,,,,
6.58395,3.33E-06,-0.001212199,,,,,,,,,,,,,,
6.58405,6.48E-06,-4.152293682,,,,,,,,,,,,,,
6.58415,3.43E-06,-9.994820595,,,,,,,,,,,,,,
6.58425,7.77E-07,-9.995057106,,,,,,,,,,,,,,
6.58435,2.99E-07,-9.995807648,,,,,,,,,,,,,,
6.58445,1.61E-07,-9.995926857,,,,,,,,,,,,,,
6.58455,1.05E-07,-9.995919228,,,,,,,,,,,,,,
6.58465,7.61E-08,-9.995826721,,,,,,,,,,,,,,
6.58475,5.88E-08,-9.995597839,,,,,,,,,,,,,,
6.58485,4.71E-08,-9.995857239,,,,,,,,,,,,,,
6.58495,3.90E-08,-9.995894432,,,,,,,,,,,,,,
6.58505,-4.40E-06,-5.854906082,,,,,,,,,,,,,,
6.58515,-1.75E-06,-0.002337227,,,,,,,,,,,,,,
6.58525,2.04E-06,-0.002024516,,,,,,,,,,,,,,
6.58535,2.85E-06,-0.001561712,,,,,,,,,,,,,,
6.58545,3.11E-06,-0.00150957,,,,,,,,,,,,,,
6.58555,3.22E-06,-0.001343293,,,,,,,,,,,,,,
6.58565,3.28E-06,-0.001171879,,,,,,,,,,,,,,
6.58575,3.31E-06,-0.001232746,,,,,,,,,,,,,,
6.58585,3.33E-06,-0.001103763,,,,,,,,,,,,,,
6.58595,3.34E-06,-0.001309587,,,,,,,,,,,,,,
6.58605,6.47E-06,-4.13223362,,,,,,,,,,,,,,
6.58615,3.44E-06,-9.9948349,,,,,,,,,,,,,,
6.58625,7.79E-07,-9.99518013,,,,,,,,,,,,,,
6.58635,3.00E-07,-9.995667458,,,,,,,,,,,,,,
6.58645,1.61E-07,-9.995987892,,,,,,,,,,,,,,
6.58655,1.05E-07,-9.99634552,,,,,,,,,,,,,,
6.58665,7.62E-08,-9.996129036,,,,,,,,,,,,,,
6.58675,5.90E-08,-9.995918274,,,,,,,,,,,,,,
6.58685,4.77E-08,-9.995779991,,,,,,,,,,,,,,
6.58695,3.92E-08,-9.995676994,,,,,,,,,,,,,,
6.58705,-4.39E-06,-5.874559879,,,,,,,,,,,,,,
6.58715,-1.76E-06,-0.001925087,,,,,,,,,,,,,,
6.58725,2.03E-06,-0.001871819,,,,,,,,,,,,,,
6.58735,2.85E-06,-0.00129488,,,,,,,,,,,,,,
6.58745,3.11E-06,-0.001311839,,,,,,,,,,,,,,
6.58755,3.22E-06,-0.001077165,,,,,,,,,,,,,,
6.58765,3.28E-06,-0.001237531,,,,,,,,,,,,,,
6.58775,3.31E-06,-0.001164209,,,,,,,,,,,,,,
6.58785,3.33E-06,-0.001337593,,,,,,,,,,,,,,
6.58795,3.34E-06,-0.000971332,,,,,,,,,,,,,,
6.58805,6.46E-06,-4.112106323,,,,,,,,,,,,,,
6.58815,3.46E-06,-9.994997025,,,,,,,,,,,,,,
6.58825,7.80E-07,-9.994960785,,,,,,,,,,,,,,
6.58835,3.00E-07,-9.995423317,,,,,,,,,,,,,,
6.58845,1.61E-07,-9.99557972,,,,,,,,,,,,,,
6.58855,1.05E-07,-9.995703697,,,,,,,,,,,,,,
6.58865,7.65E-08,-9.995889664,,,,,,,,,,,,,,
6.58875,5.90E-08,-9.995903969,,,,,,,,,,,,,,
6.58885,4.71E-08,-9.995648384,,,,,,,,,,,,,,
6.58895,3.88E-08,-9.996458054,,,,,,,,,,,,,,
6.58905,-4.37E-06,-5.895060062,,,,,,,,,,,,,,
6.58915,-1.78E-06,-0.001956049,,,,,,,,,,,,,,
6.58925,2.03E-06,-0.001997776,,,,,,,,,,,,,,
6.58935,2.85E-06,-0.001710257,,,,,,,,,,,,,,
6.58945,3.11E-06,-0.001485223,,,,,,,,,,,,,,
6.58955,3.22E-06,-0.00144624,,,,,,,,,,,,,,
6.58965,3.28E-06,-0.001411267,,,,,,,,,,,,,,
6.58975,3.31E-06,-0.001447858,,,,,,,,,,,,,,
6.58985,3.33E-06,-0.001314724,,,,,,,,,,,,,,
6.58995,3.34E-06,-0.001096375,,,,,,,,,,,,,,
6.59005,6.45E-06,-4.09221077,,,,,,,,,,,,,,
6.59015,3.47E-06,-9.994550705,,,,,,,,,,,,,,
6.59025,7.82E-07,-9.994771004,,,,,,,,,,,,,,
6.59035,3.01E-07,-9.995652199,,,,,,,,,,,,,,
6.59045,1.61E-07,-9.995343208,,,,,,,,,,,,,,
6.59055,1.05E-07,-9.995456696,,,,,,,,,,,,,,
6.59065,7.64E-08,-9.995593071,,,,,,,,,,,,,,
6.59075,5.93E-08,-9.995674133,,,,,,,,,,,,,,
6.59085,4.69E-08,-9.995737076,,,,,,,,,,,,,,
6.59095,3.90E-08,-9.995850563,,,,,,,,,,,,,,
6.59105,-4.36E-06,-5.915065289,,,,,,,,,,,,,,
6.59115,-1.79E-06,-0.002234913,,,,,,,,,,,,,,
6.59125,2.03E-06,-0.00190257,,,,,,,,,,,,,,
6.59135,2.85E-06,-0.001294176,,,,,,,,,,,,,,
6.59145,3.12E-06,-0.001245975,,,,,,,,,,,,,,
6.59155,3.23E-06,-0.001154779,,,,,,,,,,,,,,
6.59165,3.28E-06,-0.000840802,,,,,,,,,,,,,,
6.59175,3.31E-06,-0.000667347,,,,,,,,,,,,,,
6.59185,3.33E-06,-0.000805196,,,,,,,,,,,,,,
6.59195,3.34E-06,-0.000716182,,,,,,,,,,,,,,
6.59205,6.44E-06,-4.071993828,,,,,,,,,,,,,,
6.59215,3.48E-06,-9.994991302,,,,,,,,,,,,,,
6.59225,7.84E-07,-9.995238304,,,,,,,,,,,,,,
6.59235,3.01E-07,-9.995511055,,,,,,,,,,,,,,
6.59245,1.61E-07,-9.995684624,,,,,,,,,,,,,,
6.59255,1.05E-07,-9.995834351,,,,,,,,,,,,,,
6.59265,7.63E-08,-9.995676994,,,,,,,,,,,,,,
6.59275,5.86E-08,-9.995660782,,,,,,,,,,,,,,
6.59285,4.73E-08,-9.995954514,,,,,,,,,,,,,,
6.59295,3.89E-08,-9.996132851,,,,,,,,,,,,,,
6.59305,-4.34E-06,-5.93485117,,,,,,,,,,,,,,
6.59315,-1.81E-06,-0.002219432,,,,,,,,,,,,,,
6.59325,2.03E-06,-0.001518577,,,,,,,,,,,,,,
6.59335,2.86E-06,-0.001520547,,,,,,,,,,,,,,
6.59345,3.12E-06,-0.001410352,,,,,,,,,,,,,,
6.59355,3.23E-06,-0.000954656,,,,,,,,,,,,,,
6.59365,3.29E-06,-0.001093067,,,,,,,,,,,,,,
6.59375,3.32E-06,-0.000873945,,,,,,,,,,,,,,
6.59385,3.34E-06,-0.001179197,,,,,,,,,,,,,,
6.59395,3.34E-06,-0.000971825,,,,,,,,,,,,,,
6.59405,6.44E-06,-4.052303314,,,,,,,,,,,,,,
6.59415,3.50E-06,-9.994791985,,,,,,,,,,,,,,
6.59425,7.86E-07,-9.994876862,,,,,,,,,,,,,,
6.59435,3.02E-07,-9.995567322,,,,,,,,,,,,,,
6.59445,1.62E-07,-9.995554924,,,,,,,,,,,,,,
6.59455,1.05E-07,-9.995697021,,,,,,,,,,,,,,
6.59465,7.65E-08,-9.995842934,,,,,,,,,,,,,,
6.59475,5.93E-08,-9.996040344,,,,,,,,,,,,,,
6.59485,4.74E-08,-9.996189117,,,,,,,,,,,,,,
6.59495,3.91E-08,-9.996367455,,,,,,,,,,,,,,
6.59505,-4.33E-06,-5.954981327,,,,,,,,,,,,,,
6.59515,-1.83E-06,-0.00199454,,,,,,,,,,,,,,
6.59525,2.03E-06,-0.001689358,,,,,,,,,,,,,,
6.59535,2.86E-06,-0.001247734,,,,,,,,,,,,,,
6.59545,3.12E-06,-0.00115295,,,,,,,,,,,,,,
6.59555,3.24E-06,-0.0011051,,,,,,,,,,,,,,
6.59565,3.29E-06,-0.001104748,,,,,,,,,,,,,,
6.59575,3.32E-06,-0.000945297,,,,,,,,,,,,,,
6.59585,3.34E-06,-0.001080401,,,,,,,,,,,,,,
6.59595,3.35E-06,-0.000934249,,,,,,,,,,,,,,
6.59605,6.43E-06,-4.032194138,,,,,,,,,,,,,,
6.59615,3.51E-06,-9.994919777,,,,,,,,,,,,,,
6.59625,7.88E-07,-9.995020866,,,,,,,,,,,,,,
6.59635,3.02E-07,-9.995191574,,,,,,,,,,,,,,
6.59645,1.61E-07,-9.995611191,,,,,,,,,,,,,,
6.59655,1.05E-07,-9.995711327,,,,,,,,,,,,,,
6.59665,7.63E-08,-9.995588303,,,,,,,,,,,,,,
6.59675,5.90E-08,-9.995629311,,,,,,,,,,,,,,
6.59685,4.72E-08,-9.99585247,,,,,,,,,,,,,,
6.59695,3.90E-08,-9.995866776,,,,,,,,,,,,,,
6.59705,-4.31E-06,-5.974525452,,,,,,,,,,,,,,
6.59715,-1.84E-06,-0.001848106,,,,,,,,,,,,,,
6.59725,2.03E-06,-0.001660296,,,,,,,,,,,,,,
6.59735,2.86E-06,-0.001109322,,,,,,,,,,,,,,
6.59745,3.12E-06,-0.001207062,,,,,,,,,,,,,,
6.59755,3.24E-06,-0.001030793,,,,,,,,,,,,,,
6.59765,3.29E-06,-0.001177508,,,,,,,,,,,,,,
6.59775,3.32E-06,-0.001263989,,,,,,,,,,,,,,
6.59785,3.34E-06,-0.001108196,,,,,,,,,,,,,,
6.59795,3.35E-06,-0.001064147,,,,,,,,,,,,,,
6.59805,6.42E-06,-4.012375832,,,,,,,,,,,,,,
6.59815,3.52E-06,-9.995241165,,,,,,,,,,,,,,
6.59825,7.89E-07,-9.995383263,,,,,,,,,,,,,,
6.59835,3.03E-07,-9.99588871,,,,,,,,,,,,,,
6.59845,1.62E-07,-9.9958601,,,,,,,,,,,,,,
6.59855,1.06E-07,-9.995841026,,,,,,,,,,,,,,
6.59865,7.68E-08,-9.995974541,,,,,,,,,,,,,,
6.59875,5.96E-08,-9.995882988,,,,,,,,,,,,,,
6.59885,4.75E-08,-9.996100426,,,,,,,,,,,,,,
6.59895,3.92E-08,-9.996258736,,,,,,,,,,,,,,
6.59905,-4.30E-06,-5.994708538,,,,,,,,,,,,,,
