A2_LTD,,,,,,,,,,,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,,,,,,,,,,,
5.94155,2.66E-06,-0.003011518,,,,,,,,,,,,,,
5.94165,2.66E-06,-0.003090189,,,,,,,,,,,,,,
5.94175,2.66E-06,-0.002795632,,,,,,,,,,,,,,
5.94185,2.66E-06,-0.002699793,,,,,,,,,,,,,,
5.94195,2.66E-06,-0.002872403,,,,,,,,,,,,,,
5.94205,2.66E-06,-0.002838064,,,,,,,,,,,,,,
5.94215,2.66E-06,-0.00272034,,,,,,,,,,,,,,
5.94225,2.66E-06,-0.002671012,,,,,,,,,,,,,,
5.94235,2.66E-06,-0.00271844,,,,,,,,,,,,,,
5.94245,2.66E-06,-0.002525775,,,,,,,,,,,,,,
5.94255,2.66E-06,-0.002412062,,,,,,,,,,,,,,
5.94265,2.66E-06,-0.00251149,,,,,,,,,,,,,,
5.94275,2.66E-06,-0.002561732,,,,,,,,,,,,,,
5.94285,2.66E-06,-0.002473774,,,,,,,,,,,,,,
5.94295,2.66E-06,-0.002650254,,,,,,,,,,,,,,
5.94305,2.66E-06,-0.002737158,,,,,,,,,,,,,,
5.94315,2.66E-06,-0.002630973,,,,,,,,,,,,,,
5.94325,2.66E-06,-0.002900479,,,,,,,,,,,,,,
5.94335,2.66E-06,-0.002598112,,,,,,,,,,,,,,
5.94345,2.66E-06,-0.002765797,,,,,,,,,,,,,,
5.94355,2.66E-06,-0.002856992,,,,,,,,,,,,,,
5.94365,2.66E-06,-0.002662287,,,,,,,,,,,,,,
5.94375,2.66E-06,-0.002685438,,,,,,,,,,,,,,
5.94385,2.66E-06,-0.002257606,,,,,,,,,,,,,,
5.94395,2.66E-06,-0.002692756,,,,,,,,,,,,,,
5.94405,2.66E-06,-0.002517049,,,,,,,,,,,,,,
5.94415,2.66E-06,-0.002544704,,,,,,,,,,,,,,
5.94425,2.66E-06,-0.002366886,,,,,,,,,,,,,,
5.94435,2.66E-06,-0.002683538,,,,,,,,,,,,,,
5.94445,2.66E-06,-0.00287564,,,,,,,,,,,,,,
5.94455,2.66E-06,-0.002576791,,,,,,,,,,,,,,
5.94465,2.66E-06,-0.002809002,,,,,,,,,,,,,,
5.94475,2.66E-06,-0.00270697,,,,,,,,,,,,,,
5.94485,2.66E-06,-0.002758408,,,,,,,,,,,,,,
5.94495,2.66E-06,-0.002621122,,,,,,,,,,,,,,
5.94505,2.66E-06,-0.002439646,,,,,,,,,,,,,,
5.94515,2.66E-06,-0.002334799,,,,,,,,,,,,,,
5.94525,2.66E-06,-0.002512757,,,,,,,,,,,,,,
5.94535,2.66E-06,-0.002470537,,,,,,,,,,,,,,
5.94545,2.66E-06,-0.002495025,,,,,,,,,,,,,,
5.94555,2.66E-06,-0.00233698,,,,,,,,,,,,,,
5.94565,2.66E-06,-0.002384548,,,,,,,,,,,,,,
5.94575,2.66E-06,-0.002416073,,,,,,,,,,,,,,
5.94585,2.66E-06,-0.002469059,,,,,,,,,,,,,,
5.94595,2.66E-06,-0.002456956,,,,,,,,,,,,,,
5.94605,2.66E-06,-0.002361327,,,,,,,,,,,,,,
5.94615,2.66E-06,-0.002655813,,,,,,,,,,,,,,
5.94625,2.66E-06,-0.002718299,,,,,,,,,,,,,,
5.94635,2.66E-06,-0.002739972,,,,,,,,,,,,,,
5.94645,2.66E-06,-0.002440631,,,,,,,,,,,,,,
5.94655,2.66E-06,-0.002535908,,,,,,,,,,,,,,
5.94665,2.66E-06,-0.002496572,,,,,,,,,,,,,,
5.94675,2.66E-06,-0.00255941,,,,,,,,,,,,,,
5.94685,2.66E-06,-0.002560255,,,,,,,,,,,,,,
5.94695,2.66E-06,-0.002287934,,,,,,,,,,,,,,
5.94705,2.66E-06,-0.002555048,,,,,,,,,,,,,,
5.94715,2.66E-06,-0.002667072,,,,,,,,,,,,,,
5.94725,2.66E-06,-0.002216512,,,,,,,,,,,,,,
5.94735,2.66E-06,-0.002357246,,,,,,,,,,,,,,
5.94745,2.66E-06,-0.002108076,,,,,,,,,,,,,,
5.94755,2.66E-06,-0.002302641,,,,,,,,,,,,,,
5.94765,2.66E-06,-0.002329732,,,,,,,,,,,,,,
5.94775,2.66E-06,-0.002271046,,,,,,,,,,,,,,
5.94785,2.66E-06,-0.002327621,,,,,,,,,,,,,,
5.94795,2.66E-06,-0.002129116,,,,,,,,,,,,,,
5.94805,2.66E-06,-0.002490873,,,,,,,,,,,,,,
5.94815,2.66E-06,-0.002525916,,,,,,,,,,,,,,
5.94825,2.66E-06,-0.002802106,,,,,,,,,,,,,,
5.94835,2.66E-06,-0.002789159,,,,,,,,,,,,,,
5.94845,2.66E-06,-0.002722943,,,,,,,,,,,,,,
5.94855,2.66E-06,-0.002552866,,,,,,,,,,,,,,
5.94865,2.66E-06,-0.002552514,,,,,,,,,,,,,,
5.94875,2.66E-06,-0.00241164,,,,,,,,,,,,,,
5.94885,2.66E-06,-0.002522749,,,,,,,,,,,,,,
5.94895,2.66E-06,-0.002569262,,,,,,,,,,,,,,
5.94905,2.66E-06,-0.002364423,,,,,,,,,,,,,,
5.94915,2.66E-06,-0.002469411,,,,,,,,,,,,,,
5.94925,2.66E-06,-0.002286316,,,,,,,,,,,,,,
5.94935,2.66E-06,-0.002307356,,,,,,,,,,,,,,
5.94945,2.66E-06,-0.002196528,,,,,,,,,,,,,,
5.94955,2.66E-06,-0.002255073,,,,,,,,,,,,,,
5.94965,2.66E-06,-0.001999429,,,,,,,,,,,,,,
5.94975,2.66E-06,-0.002145089,,,,,,,,,,,,,,
5.94985,2.66E-06,-0.001948765,,,,,,,,,,,,,,
5.94995,2.66E-06,-0.001894231,,,,,,,,,,,,,,
5.95005,2.66E-06,-0.002031376,,,,,,,,,,,,,,
5.95015,2.66E-06,-0.002211656,,,,,,,,,,,,,,
5.95025,2.66E-06,-0.002150156,,,,,,,,,,,,,,
5.95035,2.66E-06,-0.00206853,,,,,,,,,,,,,,
5.95045,2.66E-06,-0.002158881,,,,,,,,,,,,,,
5.95055,2.66E-06,-0.002404603,,,,,,,,,,,,,,
5.95065,2.66E-06,-0.00219118,,,,,,,,,,,,,,
5.95075,2.66E-06,-0.002038131,,,,,,,,,,,,,,
5.95085,2.66E-06,-0.002345072,,,,,,,,,,,,,,
5.95095,2.66E-06,-0.002294619,,,,,,,,,,,,,,
5.95105,2.66E-06,-0.002237622,,,,,,,,,,,,,,
5.95115,2.66E-06,-0.002293282,,,,,,,,,,,,,,
5.95125,2.66E-06,-0.002159444,,,,,,,,,,,,,,
5.95135,2.66E-06,-0.002232837,,,,,,,,,,,,,,
5.95145,2.66E-06,-0.0022334,,,,,,,,,,,,,,
5.95155,2.66E-06,-0.002136012,,,,,,,,,,,,,,
5.95165,2.66E-06,-0.001852644,,,,,,,,,,,,,,
5.95175,2.66E-06,-0.001829352,,,,,,,,,,,,,,
5.95185,2.66E-06,-0.002106528,,,,,,,,,,,,,,
5.95195,2.66E-06,-0.002126161,,,,,,,,,,,,,,
5.95205,2.66E-06,-0.00215473,,,,,,,,,,,,,,
5.95215,2.66E-06,-0.002036865,,,,,,,,,,,,,,
5.95225,2.66E-06,-0.002166622,,,,,,,,,,,,,,
5.95235,2.66E-06,-0.001998515,,,,,,,,,,,,,,
5.95245,2.66E-06,-0.002099914,,,,,,,,,,,,,,
5.95255,2.66E-06,-0.002269287,,,,,,,,,,,,,,
5.95265,2.66E-06,-0.002483343,,,,,,,,,,,,,,
5.95275,2.66E-06,-0.002248036,,,,,,,,,,,,,,
5.95285,2.66E-06,-0.001994715,,,,,,,,,,,,,,
5.95295,2.66E-06,-0.00197649,,,,,,,,,,,,,,
5.95305,2.66E-06,-0.001882198,,,,,,,,,,,,,,
5.95315,2.66E-06,-0.001875724,,,,,,,,,,,,,,
5.95325,2.66E-06,-0.001919422,,,,,,,,,,,,,,
5.95335,2.66E-06,-0.00195341,,,,,,,,,,,,,,
5.95345,2.66E-06,-0.001723943,,,,,,,,,,,,,,
5.95355,2.66E-06,-0.002031869,,,,,,,,,,,,,,
5.95365,2.66E-06,-0.002190758,,,,,,,,,,,,,,
5.95375,2.66E-06,-0.002578691,,,,,,,,,,,,,,
5.95385,2.66E-06,-0.002257888,,,,,,,,,,,,,,
5.95395,2.66E-06,-0.002181328,,,,,,,,,,,,,,
5.95405,2.66E-06,-0.001838922,,,,,,,,,,,,,,
5.95415,2.66E-06,-0.001891064,,,,,,,,,,,,,,
5.95425,2.66E-06,-0.001915271,,,,,,,,,,,,,,
5.95435,2.66E-06,-0.002150296,,,,,,,,,,,,,,
5.95445,2.66E-06,-0.002367027,,,,,,,,,,,,,,
5.95455,2.66E-06,-0.002023284,,,,,,,,,,,,,,
5.95465,2.66E-06,-0.002132705,,,,,,,,,,,,,,
5.95475,2.66E-06,-0.002355064,,,,,,,,,,,,,,
5.95485,2.66E-06,-0.00234662,,,,,,,,,,,,,,
5.95495,2.66E-06,-0.002218201,,,,,,,,,,,,,,
5.95505,2.66E-06,-0.001801839,,,,,,,,,,,,,,
5.95515,2.66E-06,-0.001910063,,,,,,,,,,,,,,
5.95525,2.66E-06,-0.002089288,,,,,,,,,,,,,,
5.95535,2.66E-06,-0.002117646,,,,,,,,,,,,,,
5.95545,2.66E-06,-0.002184424,,,,,,,,,,,,,,
5.95555,2.66E-06,-0.002324736,,,,,,,,,,,,,,
5.95565,2.66E-06,-0.002214893,,,,,,,,,,,,,,
5.95575,2.66E-06,-0.00199767,,,,,,,,,,,,,,
5.95585,2.66E-06,-0.001841174,,,,,,,,,,,,,,
5.95595,2.66E-06,-0.002056145,,,,,,,,,,,,,,
5.95605,2.66E-06,-0.002111313,,,,,,,,,,,,,,
5.95615,2.66E-06,-0.002125598,,,,,,,,,,,,,,
5.95625,2.66E-06,-0.002152759,,,,,,,,,,,,,,
5.95635,2.66E-06,-0.002130312,,,,,,,,,,,,,,
5.95645,2.66E-06,-0.002229108,,,,,,,,,,,,,,
5.95655,2.66E-06,-0.002305104,,,,,,,,,,,,,,
5.95665,2.66E-06,-0.002277872,,,,,,,,,,,,,,
5.95675,2.66E-06,-0.00201301,,,,,,,,,,,,,,
5.95685,2.66E-06,-0.002197724,,,,,,,,,,,,,,
5.95695,2.66E-06,-0.001908163,,,,,,,,,,,,,,
5.95705,2.66E-06,-0.001998093,,,,,,,,,,,,,,
5.95715,2.66E-06,-0.001990282,,,,,,,,,,,,,,
5.95725,2.66E-06,-0.001738438,,,,,,,,,,,,,,
5.95735,2.66E-06,-0.002009633,,,,,,,,,,,,,,
5.95745,2.66E-06,-0.002167747,,,,,,,,,,,,,,
5.95755,2.66E-06,-0.002016529,,,,,,,,,,,,,,
5.95765,2.66E-06,-0.002048546,,,,,,,,,,,,,,
5.95775,2.66E-06,-0.00195362,,,,,,,,,,,,,,
5.95785,2.66E-06,-0.001803809,,,,,,,,,,,,,,
5.95795,2.66E-06,-0.001905419,,,,,,,,,,,,,,
5.95805,2.66E-06,-0.001662371,,,,,,,,,,,,,,
5.95815,2.66E-06,-0.001712754,,,,,,,,,,,,,,
5.95825,2.66E-06,-0.001786288,,,,,,,,,,,,,,
5.95835,2.66E-06,-0.001955169,,,,,,,,,,,,,,
5.95845,2.66E-06,-0.001870728,,,,,,,,,,,,,,
5.95855,2.66E-06,-0.001776014,,,,,,,,,,,,,,
5.95865,2.66E-06,-0.001711065,,,,,,,,,,,,,,
5.95875,2.66E-06,-0.001730557,,,,,,,,,,,,,,
5.95885,2.66E-06,-0.001892401,,,,,,,,,,,,,,
5.95895,2.66E-06,-0.001877132,,,,,,,,,,,,,,
5.95905,2.66E-06,-0.002064308,,,,,,,,,,,,,,
5.95915,2.66E-06,-0.002105613,,,,,,,,,,,,,,
5.95925,2.66E-06,-0.002149945,,,,,,,,,,,,,,
5.95935,2.66E-06,-0.002235792,,,,,,,,,,,,,,
5.95945,2.66E-06,-0.002043831,,,,,,,,,,,,,,
5.95955,2.66E-06,-0.001749838,,,,,,,,,,,,,,
5.95965,2.66E-06,-0.001821753,,,,,,,,,,,,,,
5.95975,2.66E-06,-0.001901971,,,,,,,,,,,,,,
5.95985,2.66E-06,-0.002026732,,,,,,,,,,,,,,
5.95995,2.66E-06,-0.001999922,,,,,,,,,,,,,,
5.96005,2.66E-06,-0.00179438,,,,,,,,,,,,,,
5.96015,2.66E-06,-0.002060649,,,,,,,,,,,,,,
5.96025,2.66E-06,-0.001751034,,,,,,,,,,,,,,
5.96035,2.66E-06,-0.001818586,,,,,,,,,,,,,,
5.96045,2.66E-06,-0.001636476,,,,,,,,,,,,,,
5.96055,2.66E-06,-0.001826819,,,,,,,,,,,,,,
5.96065,2.66E-06,-0.002192657,,,,,,,,,,,,,,
5.96075,2.66E-06,-0.002025043,,,,,,,,,,,,,,
5.96085,2.66E-06,-0.001910697,,,,,,,,,,,,,,
5.96095,2.66E-06,-0.001964879,,,,,,,,,,,,,,
5.96105,2.66E-06,-0.002044605,,,,,,,,,,,,,,
5.96115,2.66E-06,-0.002372727,,,,,,,,,,,,,,
5.96125,2.66E-06,-0.002415439,,,,,,,,,,,,,,
5.96135,2.66E-06,-0.002260491,,,,,,,,,,,,,,
5.96145,2.66E-06,-0.002263658,,,,,,,,,,,,,,
5.96155,2.66E-06,-0.002262532,,,,,,,,,,,,,,
5.96165,2.66E-06,-0.002045098,,,,,,,,,,,,,,
5.96175,2.66E-06,-0.001866506,,,,,,,,,,,,,,
5.96185,2.66E-06,-0.001909078,,,,,,,,,,,,,,
5.96195,2.66E-06,-0.001925474,,,,,,,,,,,,,,
5.96205,2.66E-06,-0.001842933,,,,,,,,,,,,,,
5.96215,2.66E-06,-0.002197091,,,,,,,,,,,,,,
5.96225,2.66E-06,-0.002250851,,,,,,,,,,,,,,
5.96235,2.66E-06,-0.002262673,,,,,,,,,,,,,,
5.96245,2.66E-06,-0.002339232,,,,,,,,,,,,,,
5.96255,2.66E-06,-0.002248599,,,,,,,,,,,,,,
5.96265,2.66E-06,-0.002462796,,,,,,,,,,,,,,
5.96275,2.66E-06,-0.002241422,,,,,,,,,,,,,,
5.96285,2.66E-06,-0.002234455,,,,,,,,,,,,,,
5.96295,2.66E-06,-0.002028139,,,,,,,,,,,,,,
5.96305,2.66E-06,-0.002158248,,,,,,,,,,,,,,
5.96315,2.66E-06,-0.0021453,,,,,,,,,,,,,,
5.96325,2.66E-06,-0.002249514,,,,,,,,,,,,,,
5.96335,2.66E-06,-0.002382226,,,,,,,,,,,,,,
5.96345,2.66E-06,-0.00253823,,,,,,,,,,,,,,
5.96355,2.66E-06,-0.002579606,,,,,,,,,,,,,,
5.96365,2.66E-06,-0.00229279,,,,,,,,,,,,,,
5.96375,2.66E-06,-0.002209194,,,,,,,,,,,,,,
5.96385,2.66E-06,-0.002273087,,,,,,,,,,,,,,
5.96395,2.66E-06,-0.002264291,,,,,,,,,,,,,,
5.96405,2.66E-06,-0.002386307,,,,,,,,,,,,,,
5.96415,2.66E-06,-0.002606275,,,,,,,,,,,,,,
5.96425,2.66E-06,-0.00251916,,,,,,,,,,,,,,
5.96435,2.66E-06,-0.002441897,,,,,,,,,,,,,,
5.96445,2.66E-06,-0.002569614,,,,,,,,,,,,,,
5.96455,2.66E-06,-0.002508113,,,,,,,,,,,,,,
5.96465,2.66E-06,-0.002363931,,,,,,,,,,,,,,
5.96475,2.66E-06,-0.002255777,,,,,,,,,,,,,,
5.96485,2.66E-06,-0.00248834,,,,,,,,,,,,,,
5.96495,2.66E-06,-0.002175769,,,,,,,,,,,,,,
5.96505,2.66E-06,-0.002020329,,,,,,,,,,,,,,
5.96515,2.66E-06,-0.002090977,,,,,,,,,,,,,,
5.96525,2.66E-06,-0.002262321,,,,,,,,,,,,,,
5.96535,2.66E-06,-0.002189139,,,,,,,,,,,,,,
5.96545,2.66E-06,-0.001886702,,,,,,,,,,,,,,
5.96555,2.66E-06,-0.001973394,,,,,,,,,,,,,,
5.96565,2.66E-06,-0.002021173,,,,,,,,,,,,,,
5.96575,2.66E-06,-0.001620222,,,,,,,,,,,,,,
5.96585,2.66E-06,-0.00165252,,,,,,,,,,,,,,
5.96595,2.66E-06,-0.002051079,,,,,,,,,,,,,,
5.96605,2.66E-06,-0.002212079,,,,,,,,,,,,,,
5.96615,2.66E-06,-0.002337473,,,,,,,,,,,,,,
5.96625,2.66E-06,-0.002229037,,,,,,,,,,,,,,
5.96635,2.66E-06,-0.00197839,,,,,,,,,,,,,,
5.96645,2.66E-06,-0.00214326,,,,,,,,,,,,,,
5.96655,2.66E-06,-0.002374275,,,,,,,,,,,,,,
5.96665,2.66E-06,-0.002168522,,,,,,,,,,,,,,
5.96675,2.66E-06,-0.00202828,,,,,,,,,,,,,,
5.96685,2.66E-06,-0.002337121,,,,,,,,,,,,,,
5.96695,2.66E-06,-0.002382648,,,,,,,,,,,,,,
5.96705,2.66E-06,-0.002765304,,,,,,,,,,,,,,
5.96715,2.66E-06,-0.002541185,,,,,,,,,,,,,,
5.96725,2.66E-06,-0.002556103,,,,,,,,,,,,,,
5.96735,2.66E-06,-0.002379411,,,,,,,,,,,,,,
5.96745,2.66E-06,-0.002161485,,,,,,,,,,,,,,
5.96755,2.66E-06,-0.002518175,,,,,,,,,,,,,,
5.96765,2.66E-06,-0.002376878,,,,,,,,,,,,,,
5.96775,2.66E-06,-0.002433242,,,,,,,,,,,,,,
5.96785,2.66E-06,-0.00234655,,,,,,,,,,,,,,
5.96795,2.66E-06,-0.002337191,,,,,,,,,,,,,,
5.96805,2.66E-06,-0.002218623,,,,,,,,,,,,,,
5.96815,2.66E-06,-0.002239733,,,,,,,,,,,,,,
5.96825,2.66E-06,-0.002412695,,,,,,,,,,,,,,
5.96835,2.66E-06,-0.002236074,,,,,,,,,,,,,,
5.96845,2.66E-06,-0.002434016,,,,,,,,,,,,,,
5.96855,2.66E-06,-0.002455408,,,,,,,,,,,,,,
5.96865,2.66E-06,-0.002227137,,,,,,,,,,,,,,
5.96875,2.66E-06,-0.002037779,,,,,,,,,,,,,,
5.96885,2.66E-06,-0.002444571,,,,,,,,,,,,,,
5.96895,2.66E-06,-0.002283642,,,,,,,,,,,,,,
5.96905,2.66E-06,-0.002416565,,,,,,,,,,,,,,
5.96915,2.66E-06,-0.002166973,,,,,,,,,,,,,,
5.96925,2.66E-06,-0.001854896,,,,,,,,,,,,,,
5.96935,2.66E-06,-0.002021525,,,,,,,,,,,,,,
5.96945,2.66E-06,-0.002136645,,,,,,,,,,,,,,
5.96955,2.66E-06,-0.002204197,,,,,,,,,,,,,,
5.96965,2.66E-06,-0.002063252,,,,,,,,,,,,,,
5.96975,2.66E-06,-0.001858695,,,,,,,,,,,,,,
5.96985,2.66E-06,-0.00208014,,,,,,,,,,,,,,
5.96995,2.66E-06,-0.00208767,,,,,,,,,,,,,,
5.97005,2.66E-06,-0.001916748,,,,,,,,,,,,,,
5.97015,2.66E-06,-0.001905067,,,,,,,,,,,,,,
5.97025,2.66E-06,-0.00186151,,,,,,,,,,,,,,
5.97035,2.66E-06,-0.001821964,,,,,,,,,,,,,,
5.97045,2.66E-06,-0.002050516,,,,,,,,,,,,,,
5.97055,2.66E-06,-0.001805428,,,,,,,,,,,,,,
5.97065,2.66E-06,-0.001693825,,,,,,,,,,,,,,
5.97075,2.66E-06,-0.00185567,,,,,,,,,,,,,,
5.97085,2.66E-06,-0.002073667,,,,,,,,,,,,,,
5.97095,2.66E-06,-0.001862706,,,,,,,,,,,,,,
5.97105,2.66E-06,-0.001990071,,,,,,,,,,,,,,
5.97115,2.66E-06,-0.001772496,,,,,,,,,,,,,,
5.97125,2.66E-06,-0.00188825,,,,,,,,,,,,,,
5.97135,2.66E-06,-0.001891557,,,,,,,,,,,,,,
5.97145,2.66E-06,-0.001844692,,,,,,,,,,,,,,
5.97155,2.66E-06,-0.002180765,,,,,,,,,,,,,,
5.97165,2.66E-06,-0.002184284,,,,,,,,,,,,,,
5.97175,2.66E-06,-0.002169436,,,,,,,,,,,,,,
5.97185,2.66E-06,-0.00226035,,,,,,,,,,,,,,
5.97195,2.66E-06,-0.002239381,,,,,,,,,,,,,,
5.97205,2.66E-06,-0.002362101,,,,,,,,,,,,,,
5.97215,2.66E-06,-0.002311296,,,,,,,,,,,,,,
5.97225,2.66E-06,-0.002187169,,,,,,,,,,,,,,
5.97235,2.66E-06,-0.002175347,,,,,,,,,,,,,,
5.97245,2.66E-06,-0.002395455,,,,,,,,,,,,,,
5.97255,2.66E-06,-0.002239452,,,,,,,,,,,,,,
5.97265,2.66E-06,-0.0025478,,,,,,,,,,,,,,
5.97275,2.66E-06,-0.002471451,,,,,,,,,,,,,,
5.97285,2.66E-06,-0.002310944,,,,,,,,,,,,,,
5.97295,2.66E-06,-0.002323962,,,,,,,,,,,,,,
5.97305,2.66E-06,-0.002556385,,,,,,,,,,,,,,
5.97315,2.66E-06,-0.002506213,,,,,,,,,,,,,,
5.97325,2.66E-06,-0.002441897,,,,,,,,,,,,,,
5.97335,2.66E-06,-0.002530771,,,,,,,,,,,,,,
5.97345,2.66E-06,-0.002452664,,,,,,,,,,,,,,
5.97355,2.66E-06,-0.002435212,,,,,,,,,,,,,,
5.97365,2.66E-06,-0.002344509,,,,,,,,,,,,,,
5.97375,2.66E-06,-0.002568347,,,,,,,,,,,,,,
5.97385,2.66E-06,-0.002593679,,,,,,,,,,,,,,
5.97395,2.66E-06,-0.002541537,,,,,,,,,,,,,,
5.97405,2.66E-06,-0.002463922,,,,,,,,,,,,,,
5.97415,2.66E-06,-0.002219045,,,,,,,,,,,,,,
5.97425,2.66E-06,-0.002359357,,,,,,,,,,,,,,
5.97435,2.66E-06,-0.002192376,,,,,,,,,,,,,,
5.97445,2.66E-06,-0.002290467,,,,,,,,,,,,,,
5.97455,2.66E-06,-0.002590161,,,,,,,,,,,,,,
5.97465,2.66E-06,-0.002585798,,,,,,,,,,,,,,
5.97475,2.66E-06,-0.002748135,,,,,,,,,,,,,,
5.97485,2.66E-06,-0.002506213,,,,,,,,,,,,,,
5.97495,2.66E-06,-0.002402351,,,,,,,,,,,,,,
5.97505,2.66E-06,-0.002682975,,,,,,,,,,,,,,
5.97515,2.66E-06,-0.002540693,,,,,,,,,,,,,,
5.97525,2.66E-06,-0.002579817,,,,,,,,,,,,,,
5.97535,2.66E-06,-0.002446682,,,,,,,,,,,,,,
5.97545,2.66E-06,-0.002330084,,,,,,,,,,,,,,
5.97555,2.66E-06,-0.002059452,,,,,,,,,,,,,,
5.97565,2.66E-06,-0.002216512,,,,,,,,,,,,,,
5.97575,2.66E-06,-0.002218693,,,,,,,,,,,,,,
5.97585,2.66E-06,-0.002414173,,,,,,,,,,,,,,
5.97595,2.66E-06,-0.002395244,,,,,,,,,,,,,,
5.97605,2.66E-06,-0.00230243,,,,,,,,,,,,,,
5.97615,2.66E-06,-0.002248599,,,,,,,,,,,,,,
5.97625,2.66E-06,-0.002304682,,,,,,,,,,,,,,
5.97635,2.66E-06,-0.002330647,,,,,,,,,,,,,,
5.97645,2.66E-06,-0.002247473,,,,,,,,,,,,,,
5.97655,2.66E-06,-0.002150437,,,,,,,,,,,,,,
5.97665,2.66E-06,-0.00213939,,,,,,,,,,,,,,
5.97675,2.66E-06,-0.002100617,,,,,,,,,,,,,,
5.97685,2.66E-06,-0.002008155,,,,,,,,,,,,,,
5.97695,2.66E-06,-0.002034683,,,,,,,,,,,,,,
5.97705,2.66E-06,-0.001912245,,,,,,,,,,,,,,
5.97715,2.66E-06,-0.001979094,,,,,,,,,,,,,,
5.97725,2.66E-06,-0.001923152,,,,,,,,,,,,,,
5.97735,2.66E-06,-0.001963331,,,,,,,,,,,,,,
5.97745,2.66E-06,-0.002016247,,,,,,,,,,,,,,
5.97755,2.66E-06,-0.001873965,,,,,,,,,,,,,,
5.97765,2.66E-06,-0.002066771,,,,,,,,,,,,,,
5.97775,2.66E-06,-0.0021567,,,,,,,,,,,,,,
5.97785,2.66E-06,-0.002178303,,,,,,,,,,,,,,
5.97795,2.66E-06,-0.002264291,,,,,,,,,,,,,,
5.97805,2.66E-06,-0.002120953,,,,,,,,,,,,,,
5.97815,2.66E-06,-0.00232164,,,,,,,,,,,,,,
5.97825,2.66E-06,-0.002034261,,,,,,,,,,,,,,
5.97835,2.66E-06,-0.002227559,,,,,,,,,,,,,,
5.97845,2.66E-06,-0.002324807,,,,,,,,,,,,,,
5.97855,2.66E-06,-0.002108076,,,,,,,,,,,,,,
5.97865,2.66E-06,-0.001847718,,,,,,,,,,,,,,
5.97875,2.66E-06,-0.002004566,,,,,,,,,,,,,,
5.97885,2.66E-06,-0.002159233,,,,,,,,,,,,,,
5.97895,2.66E-06,-0.002046505,,,,,,,,,,,,,,
5.97905,2.66E-06,-0.002235441,,,,,,,,,,,,,,
5.97915,2.66E-06,-0.002096184,,,,,,,,,,,,,,
5.97925,2.66E-06,-0.001830971,,,,,,,,,,,,,,
5.97935,2.66E-06,-0.001732457,,,,,,,,,,,,,,
5.97945,2.66E-06,-0.001732316,,,,,,,,,,,,,,
5.97955,2.66E-06,-0.001833082,,,,,,,,,,,,,,
5.97965,2.66E-06,-0.001925755,,,,,,,,,,,,,,
5.97975,2.66E-06,-0.002050094,,,,,,,,,,,,,,
5.97985,2.66E-06,-0.002135238,,,,,,,,,,,,,,
5.97995,2.66E-06,-0.002230515,,,,,,,,,,,,,,
5.98005,2.66E-06,-0.002347535,,,,,,,,,,,,,,
5.98015,2.66E-06,-0.002242548,,,,,,,,,,,,,,
5.98025,2.66E-06,-0.00229666,,,,,,,,,,,,,,
5.98035,2.66E-06,-0.002207645,,,,,,,,,,,,,,
5.98045,2.66E-06,-0.00224677,,,,,,,,,,,,,,
5.98055,2.66E-06,-0.002231852,,,,,,,,,,,,,,
5.98065,2.66E-06,-0.002054527,,,,,,,,,,,,,,
5.98075,2.66E-06,-0.002293986,,,,,,,,,,,,,,
5.98085,2.66E-06,-0.002119828,,,,,,,,,,,,,,
5.98095,2.66E-06,-0.001981979,,,,,,,,,,,,,,
5.98105,2.66E-06,-0.002063534,,,,,,,,,,,,,,
5.98115,2.66E-06,-0.002401296,,,,,,,,,,,,,,
5.98125,2.66E-06,-0.00213172,,,,,,,,,,,,,,
5.98135,2.66E-06,-0.002080563,,,,,,,,,,,,,,
5.98145,2.66E-06,-0.00211652,,,,,,,,,,,,,,
5.98155,2.66E-06,-0.002149663,,,,,,,,,,,,,,
5.98165,2.66E-06,-0.002048757,,,,,,,,,,,,,,
5.98175,2.66E-06,-0.002129679,,,,,,,,,,,,,,
5.98185,2.66E-06,-0.001994433,,,,,,,,,,,,,,
5.98195,2.66E-06,-0.001795928,,,,,,,,,,,,,,
5.98205,2.66E-06,-0.001936451,,,,,,,,,,,,,,
5.98215,2.66E-06,-0.002132353,,,,,,,,,,,,,,
5.98225,2.66E-06,-0.002022369,,,,,,,,,,,,,,
5.98235,2.66E-06,-0.002079718,,,,,,,,,,,,,,
5.98245,2.66E-06,-0.00219695,,,,,,,,,,,,,,
5.98255,2.66E-06,-0.00188255,,,,,,,,,,,,,,
5.98265,2.66E-06,-0.002159796,,,,,,,,,,,,,,
5.98275,2.66E-06,-0.002037357,,,,,,,,,,,,,,
5.98285,2.66E-06,-0.00215867,,,,,,,,,,,,,,
5.98295,2.66E-06,-0.002034472,,,,,,,,,,,,,,
5.98305,2.66E-06,-0.002119546,,,,,,,,,,,,,,
5.98315,2.66E-06,-0.001965864,,,,,,,,,,,,,,
5.98325,2.66E-06,-0.00195728,,,,,,,,,,,,,,
5.98335,2.66E-06,-0.002099703,,,,,,,,,,,,,,
5.98345,2.66E-06,-0.002109835,,,,,,,,,,,,,,
5.98355,2.66E-06,-0.00224107,,,,,,,,,,,,,,
5.98365,2.66E-06,-0.002314181,,,,,,,,,,,,,,
