A2_LTD,,,,,,,,,,,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,,,,,,,,,,,
6.11135,9.31E-07,-0.002048898,,,,,,,,,,,,,,
6.11145,8.06E-07,-0.002391163,,,,,,,,,,,,,,
6.11155,7.52E-07,-0.002282305,,,,,,,,,,,,,,
6.11165,7.23E-07,-0.002389474,,,,,,,,,,,,,,
6.11175,7.08E-07,-0.00255941,,,,,,,,,,,,,,
6.11185,7.00E-07,-0.002516909,,,,,,,,,,,,,,
6.11195,6.97E-07,-0.002619152,,,,,,,,,,,,,,
6.11205,3.22E-06,8.864670753,,,,,,,,,,,,,,
6.11215,1.15E-05,9.989743233,,,,,,,,,,,,,,
6.11225,1.15E-05,9.989920616,,,,,,,,,,,,,,
6.11235,1.15E-05,9.989608765,,,,,,,,,,,,,,
6.11245,1.15E-05,9.990004539,,,,,,,,,,,,,,
6.11255,1.15E-05,9.990133286,,,,,,,,,,,,,,
6.11265,1.15E-05,9.990064621,,,,,,,,,,,,,,
6.11275,1.15E-05,9.989840508,,,,,,,,,,,,,,
6.11285,1.15E-05,9.989565849,,,,,,,,,,,,,,
6.11295,1.15E-05,9.989719391,,,,,,,,,,,,,,
6.11305,9.99E-06,1.132778406,,,,,,,,,,,,,,
6.11315,2.98E-06,-0.002075496,,,,,,,,,,,,,,
6.11325,1.31E-06,-0.002272946,,,,,,,,,,,,,,
6.11335,9.30E-07,-0.002412413,,,,,,,,,,,,,,
6.11345,8.05E-07,-0.002186465,,,,,,,,,,,,,,
6.11355,7.51E-07,-0.002047772,,,,,,,,,,,,,,
6.11365,7.23E-07,-0.002315659,,,,,,,,,,,,,,
6.11375,7.07E-07,-0.002239522,,,,,,,,,,,,,,
6.11385,6.99E-07,-0.002357316,,,,,,,,,,,,,,
6.11395,6.95E-07,-0.002444923,,,,,,,,,,,,,,
6.11405,3.19E-06,8.844743729,,,,,,,,,,,,,,
6.11415,1.15E-05,9.9897995,,,,,,,,,,,,,,
6.11425,1.15E-05,9.989739418,,,,,,,,,,,,,,
6.11435,1.15E-05,9.9897995,,,,,,,,,,,,,,
6.11445,1.15E-05,9.989883423,,,,,,,,,,,,,,
6.11455,1.15E-05,9.989621162,,,,,,,,,,,,,,
6.11465,1.15E-05,9.989777565,,,,,,,,,,,,,,
6.11475,1.15E-05,9.989675522,,,,,,,,,,,,,,
6.11485,1.15E-05,9.989694595,,,,,,,,,,,,,,
6.11495,1.15E-05,9.989836693,,,,,,,,,,,,,,
6.11505,1.00E-05,1.152440906,,,,,,,,,,,,,,
6.11515,2.98E-06,-0.002619996,,,,,,,,,,,,,,
6.11525,1.30E-06,-0.002667564,,,,,,,,,,,,,,
6.11535,9.27E-07,-0.002672279,,,,,,,,,,,,,,
6.11545,8.01E-07,-0.00257088,,,,,,,,,,,,,,
6.11555,7.48E-07,-0.002350702,,,,,,,,,,,,,,
6.11565,7.19E-07,-0.00244056,,,,,,,,,,,,,,
6.11575,7.03E-07,-0.002461108,,,,,,,,,,,,,,
6.11585,6.94E-07,-0.002471522,,,,,,,,,,,,,,
6.11595,6.92E-07,-0.002606838,,,,,,,,,,,,,,
6.11605,3.17E-06,8.824726105,,,,,,,,,,,,,,
6.11615,1.15E-05,9.989768028,,,,,,,,,,,,,,
6.11625,1.15E-05,9.98998642,,,,,,,,,,,,,,
6.11635,1.15E-05,9.989762306,,,,,,,,,,,,,,
6.11645,1.15E-05,9.989876747,,,,,,,,,,,,,,
6.11655,1.15E-05,9.989756584,,,,,,,,,,,,,,
6.11665,1.15E-05,9.989616394,,,,,,,,,,,,,,
6.11675,1.15E-05,9.989635468,,,,,,,,,,,,,,
6.11685,1.15E-05,9.989974022,,,,,,,,,,,,,,
6.11695,1.15E-05,9.989748955,,,,,,,,,,,,,,
6.11705,1.00E-05,1.172697067,,,,,,,,,,,,,,
6.11715,2.98E-06,-0.002476307,,,,,,,,,,,,,,
6.11725,1.30E-06,-0.002626259,,,,,,,,,,,,,,
6.11735,9.25E-07,-0.002509379,,,,,,,,,,,,,,
6.11745,8.00E-07,-0.002612819,,,,,,,,,,,,,,
6.11755,7.45E-07,-0.002777478,,,,,,,,,,,,,,
6.11765,7.18E-07,-0.00255934,,,,,,,,,,,,,,
6.11775,7.03E-07,-0.002656517,,,,,,,,,,,,,,
6.11785,6.95E-07,-0.002735398,,,,,,,,,,,,,,
6.11795,6.91E-07,-0.00269923,,,,,,,,,,,,,,
6.11805,3.15E-06,8.804496765,,,,,,,,,,,,,,
6.11815,1.15E-05,9.989290237,,,,,,,,,,,,,,
6.11825,1.15E-05,9.989552498,,,,,,,,,,,,,,
6.11835,1.15E-05,9.989621162,,,,,,,,,,,,,,
6.11845,1.15E-05,9.98987484,,,,,,,,,,,,,,
6.11855,1.15E-05,9.989936829,,,,,,,,,,,,,,
6.11865,1.15E-05,9.989675522,,,,,,,,,,,,,,
6.11875,1.15E-05,9.990103722,,,,,,,,,,,,,,
6.11885,1.15E-05,9.989830017,,,,,,,,,,,,,,
6.11895,1.15E-05,9.989812851,,,,,,,,,,,,,,
6.11905,1.00E-05,1.192930222,,,,,,,,,,,,,,
6.11915,2.99E-06,-0.002228545,,,,,,,,,,,,,,
6.11925,1.30E-06,-0.002086262,,,,,,,,,,,,,,
6.11935,9.25E-07,-0.002039609,,,,,,,,,,,,,,
6.11945,7.99E-07,-0.002105121,,,,,,,,,,,,,,
6.11955,7.45E-07,-0.00205713,,,,,,,,,,,,,,
6.11965,7.17E-07,-0.002117153,,,,,,,,,,,,,,
6.11975,7.02E-07,-0.002070289,,,,,,,,,,,,,,
6.11985,6.93E-07,-0.002043198,,,,,,,,,,,,,,
6.11995,6.89E-07,-0.002169999,,,,,,,,,,,,,,
6.12005,3.12E-06,8.784780502,,,,,,,,,,,,,,
6.12015,1.15E-05,9.989647865,,,,,,,,,,,,,,
6.12025,1.15E-05,9.989701271,,,,,,,,,,,,,,
6.12035,1.15E-05,9.989392281,,,,,,,,,,,,,,
6.12045,1.15E-05,9.989580154,,,,,,,,,,,,,,
6.12055,1.15E-05,9.990031242,,,,,,,,,,,,,,
6.12065,1.15E-05,9.98993969,,,,,,,,,,,,,,
6.12075,1.15E-05,9.989752769,,,,,,,,,,,,,,
6.12085,1.15E-05,9.989740372,,,,,,,,,,,,,,
6.12095,1.15E-05,9.989947319,,,,,,,,,,,,,,
6.12105,1.00E-05,1.212674499,,,,,,,,,,,,,,
6.12115,3.00E-06,-0.002070711,,,,,,,,,,,,,,
6.12125,1.31E-06,-0.00210498,,,,,,,,,,,,,,
6.12135,9.26E-07,-0.002259365,,,,,,,,,,,,,,
6.12145,7.99E-07,-0.002090344,,,,,,,,,,,,,,
6.12155,7.44E-07,-0.001988804,,,,,,,,,,,,,,
6.12165,7.16E-07,-0.001954043,,,,,,,,,,,,,,
6.12175,7.00E-07,-0.002355557,,,,,,,,,,,,,,
6.12185,6.92E-07,-0.002033698,,,,,,,,,,,,,,
6.12195,6.88E-07,-0.002084292,,,,,,,,,,,,,,
6.12205,3.10E-06,8.764760017,,,,,,,,,,,,,,
6.12215,1.15E-05,9.989654541,,,,,,,,,,,,,,
6.12225,1.15E-05,9.989884377,,,,,,,,,,,,,,
6.12235,1.15E-05,9.990017891,,,,,,,,,,,,,,
6.12245,1.15E-05,9.989801407,,,,,,,,,,,,,,
6.12255,1.15E-05,9.989837646,,,,,,,,,,,,,,
6.12265,1.15E-05,9.990008354,,,,,,,,,,,,,,
6.12275,1.15E-05,9.989956856,,,,,,,,,,,,,,
6.12285,1.15E-05,9.989883423,,,,,,,,,,,,,,
6.12295,1.15E-05,9.9898386,,,,,,,,,,,,,,
6.12305,1.00E-05,1.232799888,,,,,,,,,,,,,,
6.12315,3.00E-06,-0.002297363,,,,,,,,,,,,,,
6.12325,1.30E-06,-0.002236637,,,,,,,,,,,,,,
6.12335,9.23E-07,-0.00211258,,,,,,,,,,,,,,
6.12345,7.96E-07,-0.002269428,,,,,,,,,,,,,,
6.12355,7.42E-07,-0.002130734,,,,,,,,,,,,,,
6.12365,7.13E-07,-0.002249021,,,,,,,,,,,,,,
6.12375,6.98E-07,-0.002342961,,,,,,,,,,,,,,
6.12385,6.89E-07,-0.002131016,,,,,,,,,,,,,,
6.12395,6.85E-07,-0.002084996,,,,,,,,,,,,,,
6.12405,3.07E-06,8.745066643,,,,,,,,,,,,,,
6.12415,1.15E-05,9.989893913,,,,,,,,,,,,,,
6.12425,1.15E-05,9.990123749,,,,,,,,,,,,,,
6.12435,1.15E-05,9.989944458,,,,,,,,,,,,,,
6.12445,1.15E-05,9.989958763,,,,,,,,,,,,,,
6.12455,1.15E-05,9.989957809,,,,,,,,,,,,,,
6.12465,1.15E-05,9.989871025,,,,,,,,,,,,,,
6.12475,1.15E-05,9.989837646,,,,,,,,,,,,,,
6.12485,1.15E-05,9.989761353,,,,,,,,,,,,,,
6.12495,1.15E-05,9.990022659,,,,,,,,,,,,,,
6.12505,1.01E-05,1.252641082,,,,,,,,,,,,,,
6.12515,3.00E-06,-0.002554273,,,,,,,,,,,,,,
6.12525,1.30E-06,-0.002177247,,,,,,,,,,,,,,
6.12535,9.21E-07,-0.002413188,,,,,,,,,,,,,,
6.12545,7.95E-07,-0.00209724,,,,,,,,,,,,,,
6.12555,7.40E-07,-0.002005059,,,,,,,,,,,,,,
6.12565,7.12E-07,-0.002010336,,,,,,,,,,,,,,
6.12575,6.97E-07,-0.002095199,,,,,,,,,,,,,,
6.12585,6.88E-07,-0.002086966,,,,,,,,,,,,,,
6.12595,6.83E-07,-0.002191602,,,,,,,,,,,,,,
6.12605,3.05E-06,8.724694252,,,,,,,,,,,,,,
6.12615,1.15E-05,9.989495277,,,,,,,,,,,,,,
6.12625,1.15E-05,9.989718437,,,,,,,,,,,,,,
6.12635,1.15E-05,9.989842415,,,,,,,,,,,,,,
6.12645,1.15E-05,9.989743233,,,,,,,,,,,,,,
6.12655,1.15E-05,9.989830017,,,,,,,,,,,,,,
6.12665,1.15E-05,9.989798546,,,,,,,,,,,,,,
6.12675,1.15E-05,9.98979187,,,,,,,,,,,,,,
6.12685,1.15E-05,9.989801407,,,,,,,,,,,,,,
6.12695,1.15E-05,9.990087509,,,,,,,,,,,,,,
6.12705,1.01E-05,1.272534132,,,,,,,,,,,,,,
6.12715,3.01E-06,-0.002471663,,,,,,,,,,,,,,
6.12725,1.30E-06,-0.002446893,,,,,,,,,,,,,,
6.12735,9.20E-07,-0.002406855,,,,,,,,,,,,,,
6.12745,7.93E-07,-0.00241171,,,,,,,,,,,,,,
6.12755,7.38E-07,-0.002456534,,,,,,,,,,,,,,
6.12765,7.11E-07,-0.002151985,,,,,,,,,,,,,,
6.12775,6.95E-07,-0.002240437,,,,,,,,,,,,,,
6.12785,6.86E-07,-0.002238185,,,,,,,,,,,,,,
6.12795,6.82E-07,-0.002130312,,,,,,,,,,,,,,
6.12805,3.03E-06,8.705162048,,,,,,,,,,,,,,
6.12815,1.15E-05,9.989736557,,,,,,,,,,,,,,
6.12825,1.15E-05,9.989620209,,,,,,,,,,,,,,
6.12835,1.15E-05,9.989757538,,,,,,,,,,,,,,
6.12845,1.15E-05,9.989848137,,,,,,,,,,,,,,
6.12855,1.15E-05,9.989897728,,,,,,,,,,,,,,
6.12865,1.15E-05,9.990022659,,,,,,,,,,,,,,
6.12875,1.15E-05,9.990243912,,,,,,,,,,,,,,
6.12885,1.15E-05,9.990004539,,,,,,,,,,,,,,
6.12895,1.15E-05,9.989912987,,,,,,,,,,,,,,
6.12905,1.01E-05,1.292608023,,,,,,,,,,,,,,
6.12915,3.02E-06,-0.002225026,,,,,,,,,,,,,,
6.12925,1.30E-06,-0.002126372,,,,,,,,,,,,,,
6.12935,9.19E-07,-0.002190406,,,,,,,,,,,,,,
6.12945,7.92E-07,-0.002049249,,,,,,,,,,,,,,
6.12955,7.37E-07,-0.002044253,,,,,,,,,,,,,,
6.12965,7.09E-07,-0.002105543,,,,,,,,,,,,,,
6.12975,6.93E-07,-0.002357387,,,,,,,,,,,,,,
6.12985,6.85E-07,-0.002501639,,,,,,,,,,,,,,
6.12995,6.82E-07,-0.002111454,,,,,,,,,,,,,,
6.13005,3.00E-06,8.685006142,,,,,,,,,,,,,,
6.13015,1.15E-05,9.989744186,,,,,,,,,,,,,,
6.13025,1.15E-05,9.989812851,,,,,,,,,,,,,,
6.13035,1.15E-05,9.989480972,,,,,,,,,,,,,,
6.13045,1.15E-05,9.989764214,,,,,,,,,,,,,,
6.13055,1.15E-05,9.989871979,,,,,,,,,,,,,,
6.13065,1.15E-05,9.989934921,,,,,,,,,,,,,,
6.13075,1.15E-05,9.989631653,,,,,,,,,,,,,,
6.13085,1.15E-05,9.989739418,,,,,,,,,,,,,,
6.13095,1.15E-05,9.990011215,,,,,,,,,,,,,,
6.13105,1.01E-05,1.312630296,,,,,,,,,,,,,,
6.13115,3.02E-06,-0.002191109,,,,,,,,,,,,,,
6.13125,1.30E-06,-0.002140023,,,,,,,,,,,,,,
6.13135,9.19E-07,-0.002253595,,,,,,,,,,,,,,
6.13145,7.92E-07,-0.002236848,,,,,,,,,,,,,,
6.13155,7.36E-07,-0.002316081,,,,,,,,,,,,,,
6.13165,7.08E-07,-0.002413117,,,,,,,,,,,,,,
6.13175,6.92E-07,-0.002390952,,,,,,,,,,,,,,
6.13185,6.84E-07,-0.002218693,,,,,,,,,,,,,,
6.13195,6.80E-07,-0.002320585,,,,,,,,,,,,,,
6.13205,2.98E-06,8.665174484,,,,,,,,,,,,,,
6.13215,1.15E-05,9.990106583,,,,,,,,,,,,,,
6.13225,1.15E-05,9.990123749,,,,,,,,,,,,,,
6.13235,1.15E-05,9.990257263,,,,,,,,,,,,,,
6.13245,1.15E-05,9.99023819,,,,,,,,,,,,,,
6.13255,1.15E-05,9.98992157,,,,,,,,,,,,,,
6.13265,1.15E-05,9.990103722,,,,,,,,,,,,,,
6.13275,1.15E-05,9.990120888,,,,,,,,,,,,,,
6.13285,1.15E-05,9.989917755,,,,,,,,,,,,,,
6.13295,1.15E-05,9.989988327,,,,,,,,,,,,,,
6.13305,1.01E-05,1.3328619,,,,,,,,,,,,,,
6.13315,3.03E-06,-0.002192235,,,,,,,,,,,,,,
6.13325,1.30E-06,-0.002137419,,,,,,,,,,,,,,
6.13335,9.17E-07,-0.002013925,,,,,,,,,,,,,,
6.13345,7.89E-07,-0.002029406,,,,,,,,,,,,,,
6.13355,7.35E-07,-0.00226978,,,,,,,,,,,,,,
6.13365,7.07E-07,-0.002019625,,,,,,,,,,,,,,
6.13375,6.92E-07,-0.002345213,,,,,,,,,,,,,,
6.13385,6.84E-07,-0.002393837,,,,,,,,,,,,,,
6.13395,6.79E-07,-0.002414102,,,,,,,,,,,,,,
6.13405,2.95E-06,8.644849777,,,,,,,,,,,,,,
6.13415,1.15E-05,9.989992142,,,,,,,,,,,,,,
6.13425,1.15E-05,9.989851952,,,,,,,,,,,,,,
6.13435,1.15E-05,9.989825249,,,,,,,,,,,,,,
6.13445,1.15E-05,9.98986721,,,,,,,,,,,,,,
6.13455,1.15E-05,9.989668846,,,,,,,,,,,,,,
6.13465,1.15E-05,9.98974514,,,,,,,,,,,,,,
6.13475,1.15E-05,9.989407539,,,,,,,,,,,,,,
6.13485,1.15E-05,9.989802361,,,,,,,,,,,,,,
6.13495,1.15E-05,9.989728928,,,,,,,,,,,,,,
6.13505,1.01E-05,1.352447152,,,,,,,,,,,,,,
6.13515,3.03E-06,-0.002322485,,,,,,,,,,,,,,
6.13525,1.30E-06,-0.002455689,,,,,,,,,,,,,,
6.13535,9.16E-07,-0.00263611,,,,,,,,,,,,,,
6.13545,7.89E-07,-0.00237906,,,,,,,,,,,,,,
6.13555,7.34E-07,-0.002543859,,,,,,,,,,,,,,
6.13565,7.05E-07,-0.002737509,,,,,,,,,,,,,,
6.13575,6.90E-07,-0.00245393,,,,,,,,,,,,,,
6.13585,6.81E-07,-0.002336628,,,,,,,,,,,,,,
6.13595,6.78E-07,-0.002420506,,,,,,,,,,,,,,
6.13605,2.93E-06,8.624895096,,,,,,,,,,,,,,
6.13615,1.15E-05,9.989704132,,,,,,,,,,,,,,
6.13625,1.15E-05,9.989541054,,,,,,,,,,,,,,
6.13635,1.15E-05,9.989487648,,,,,,,,,,,,,,
6.13645,1.15E-05,9.989362717,,,,,,,,,,,,,,
6.13655,1.15E-05,9.989377975,,,,,,,,,,,,,,
6.13665,1.15E-05,9.98938179,,,,,,,,,,,,,,
6.13675,1.15E-05,9.989634514,,,,,,,,,,,,,,
6.13685,1.15E-05,9.989824295,,,,,,,,,,,,,,
6.13695,1.15E-05,9.989676476,,,,,,,,,,,,,,
6.13705,1.01E-05,1.372298598,,,,,,,,,,,,,,
6.13715,3.04E-06,-0.002395666,,,,,,,,,,,,,,
6.13725,1.30E-06,-0.002392007,,,,,,,,,,,,,,
6.13735,9.14E-07,-0.002516135,,,,,,,,,,,,,,
6.13745,7.87E-07,-0.002495306,,,,,,,,,,,,,,
6.13755,7.32E-07,-0.002181258,,,,,,,,,,,,,,
6.13765,7.04E-07,-0.002281953,,,,,,,,,,,,,,
6.13775,6.89E-07,-0.002226504,,,,,,,,,,,,,,
6.13785,6.80E-07,-0.00235992,,,,,,,,,,,,,,
6.13795,6.76E-07,-0.002405799,,,,,,,,,,,,,,
6.13805,2.91E-06,8.604854584,,,,,,,,,,,,,,
6.13815,1.15E-05,9.989771843,,,,,,,,,,,,,,
6.13825,1.15E-05,9.989912033,,,,,,,,,,,,,,
6.13835,1.15E-05,9.989761353,,,,,,,,,,,,,,
6.13845,1.15E-05,9.989563942,,,,,,,,,,,,,,
6.13855,1.15E-05,9.989800453,,,,,,,,,,,,,,
6.13865,1.15E-05,9.989642143,,,,,,,,,,,,,,
6.13875,1.15E-05,9.989797592,,,,,,,,,,,,,,
6.13885,1.15E-05,9.989712715,,,,,,,,,,,,,,
6.13895,1.15E-05,9.989501953,,,,,,,,,,,,,,
6.13905,1.01E-05,1.392077327,,,,,,,,,,,,,,
6.13915,3.04E-06,-0.0027703,,,,,,,,,,,,,,
6.13925,1.30E-06,-0.002673616,,,,,,,,,,,,,,
6.13935,9.15E-07,-0.002466033,,,,,,,,,,,,,,
6.13945,7.86E-07,-0.002475392,,,,,,,,,,,,,,
6.13955,7.31E-07,-0.002509168,,,,,,,,,,,,,,
6.13965,7.02E-07,-0.002535837,,,,,,,,,,,,,,
6.13975,6.86E-07,-0.002760308,,,,,,,,,,,,,,
6.13985,6.77E-07,-0.002555259,,,,,,,,,,,,,,
6.13995,6.74E-07,-0.002553922,,,,,,,,,,,,,,
6.14005,2.88E-06,8.585096359,,,,,,,,,,,,,,
6.14015,1.15E-05,9.989536285,,,,,,,,,,,,,,
6.14025,1.15E-05,9.989783287,,,,,,,,,,,,,,
6.14035,1.15E-05,9.989494324,,,,,,,,,,,,,,
6.14045,1.15E-05,9.989809036,,,,,,,,,,,,,,
6.14055,1.15E-05,9.989919662,,,,,,,,,,,,,,
6.14065,1.15E-05,9.989958763,,,,,,,,,,,,,,
6.14075,1.15E-05,9.990147591,,,,,,,,,,,,,,
6.14085,1.15E-05,9.989934921,,,,,,,,,,,,,,
6.14095,1.15E-05,9.989888191,,,,,,,,,,,,,,
6.14105,1.01E-05,1.412698388,,,,,,,,,,,,,,
6.14115,3.05E-06,-0.002437816,,,,,,,,,,,,,,
6.14125,1.30E-06,-0.002661865,,,,,,,,,,,,,,
6.14135,9.13E-07,-0.002521975,,,,,,,,,,,,,,
6.14145,7.85E-07,-0.002165496,,,,,,,,,,,,,,
6.14155,7.29E-07,-0.002219678,,,,,,,,,,,,,,
6.14165,7.01E-07,-0.002304682,,,,,,,,,,,,,,
6.14175,6.85E-07,-0.002128342,,,,,,,,,,,,,,
6.14185,6.77E-07,-0.002239311,,,,,,,,,,,,,,
6.14195,6.72E-07,-0.002516205,,,,,,,,,,,,,,
6.14205,2.86E-06,8.564862251,,,,,,,,,,,,,,
6.14215,1.15E-05,9.990008354,,,,,,,,,,,,,,
6.14225,1.15E-05,9.990104675,,,,,,,,,,,,,,
6.14235,1.15E-05,9.989610672,,,,,,,,,,,,,,
6.14245,1.15E-05,9.989818573,,,,,,,,,,,,,,
6.14255,1.15E-05,9.98987484,,,,,,,,,,,,,,
6.14265,1.15E-05,9.990101814,,,,,,,,,,,,,,
6.14275,1.15E-05,9.98993206,,,,,,,,,,,,,,
6.14285,1.15E-05,9.990186691,,,,,,,,,,,,,,
6.14295,1.15E-05,9.989871979,,,,,,,,,,,,,,
6.14305,1.02E-05,1.432191014,,,,,,,,,,,,,,
6.14315,3.05E-06,-0.00224501,,,,,,,,,,,,,,
6.14325,1.30E-06,-0.001860666,,,,,,,,,,,,,,
6.14335,9.12E-07,-0.002069023,,,,,,,,,,,,,,
6.14345,7.84E-07,-0.002084433,,,,,,,,,,,,,,
6.14355,7.28E-07,-0.001974097,,,,,,,,,,,,,,
6.14365,6.99E-07,-0.001953339,,,,,,,,,,,,,,
6.14375,6.84E-07,-0.002344509,,,,,,,,,,,,,,
6.14385,6.76E-07,-0.002065786,,,,,,,,,,,,,,
6.14395,6.72E-07,-0.002227137,,,,,,,,,,,,,,
6.14405,2.84E-06,8.545291901,,,,,,,,,,,,,,
6.14415,1.15E-05,9.98989296,,,,,,,,,,,,,,
6.14425,1.15E-05,9.989767075,,,,,,,,,,,,,,
6.14435,1.15E-05,9.990078926,,,,,,,,,,,,,,
6.14445,1.15E-05,9.989995003,,,,,,,,,,,,,,
6.14455,1.15E-05,9.989899635,,,,,,,,,,,,,,
6.14465,1.15E-05,9.989702225,,,,,,,,,,,,,,
6.14475,1.15E-05,9.989829063,,,,,,,,,,,,,,
6.14485,1.15E-05,9.989890099,,,,,,,,,,,,,,
6.14495,1.15E-05,9.989808083,,,,,,,,,,,,,,
6.14505,1.02E-05,1.452302933,,,,,,,,,,,,,,
6.14515,3.06E-06,-0.002392781,,,,,,,,,,,,,,
6.14525,1.30E-06,-0.002161555,,,,,,,,,,,,,,
6.14535,9.12E-07,-0.002199624,,,,,,,,,,,,,,
6.14545,7.83E-07,-0.002059171,,,,,,,,,,,,,,
6.14555,7.28E-07,-0.002276253,,,,,,,,,,,,,,
6.14565,7.00E-07,-0.002406503,,,,,,,,,,,,,,
6.14575,6.85E-07,-0.002103713,,,,,,,,,,,,,,
6.14585,6.76E-07,-0.002334799,,,,,,,,,,,,,,
6.14595,6.72E-07,-0.002141852,,,,,,,,,,,,,,
6.14605,2.81E-06,8.525261879,,,,,,,,,,,,,,
6.14615,1.15E-05,9.98993206,,,,,,,,,,,,,,
6.14625,1.15E-05,9.989726067,,,,,,,,,,,,,,
6.14635,1.15E-05,9.989560127,,,,,,,,,,,,,,
6.14645,1.15E-05,9.989479065,,,,,,,,,,,,,,
6.14655,1.15E-05,9.989547729,,,,,,,,,,,,,,
6.14665,1.15E-05,9.989518166,,,,,,,,,,,,,,
6.14675,1.15E-05,9.989592552,,,,,,,,,,,,,,
6.14685,1.15E-05,9.989864349,,,,,,,,,,,,,,
6.14695,1.15E-05,9.989884377,,,,,,,,,,,,,,
6.14705,1.02E-05,1.472144961,,,,,,,,,,,,,,
6.14715,3.06E-06,-0.002446682,,,,,,,,,,,,,,
6.14725,1.30E-06,-0.002562084,,,,,,,,,,,,,,
6.14735,9.10E-07,-0.002359286,,,,,,,,,,,,,,
6.14745,7.81E-07,-0.002279701,,,,,,,,,,,,,,
6.14755,7.26E-07,-0.002271117,,,,,,,,,,,,,,
6.14765,6.97E-07,-0.002387292,,,,,,,,,,,,,,
6.14775,6.82E-07,-0.002407347,,,,,,,,,,,,,,
6.14785,6.73E-07,-0.002394963,,,,,,,,,,,,,,
6.14795,6.68E-07,-0.002491295,,,,,,,,,,,,,,
6.14805,2.79E-06,8.504779816,,,,,,,,,,,,,,
6.14815,1.15E-05,9.98947525,,,,,,,,,,,,,,
6.14825,1.15E-05,9.989695549,,,,,,,,,,,,,,
6.14835,1.15E-05,9.989715576,,,,,,,,,,,,,,
6.14845,1.15E-05,9.98968029,,,,,,,,,,,,,,
6.14855,1.15E-05,9.989823341,,,,,,,,,,,,,,
6.14865,1.15E-05,9.989713669,,,,,,,,,,,,,,
6.14875,1.15E-05,9.989343643,,,,,,,,,,,,,,
6.14885,1.15E-05,9.989477158,,,,,,,,,,,,,,
6.14895,1.15E-05,9.989458084,,,,,,,,,,,,,,
6.14905,1.02E-05,1.492273092,,,,,,,,,,,,,,
6.14915,3.07E-06,-0.002323962,,,,,,,,,,,,,,
6.14925,1.30E-06,-0.002414243,,,,,,,,,,,,,,
6.14935,9.09E-07,-0.002412766,,,,,,,,,,,,,,
6.14945,7.79E-07,-0.001855036,,,,,,,,,,,,,,
6.14955,7.24E-07,-0.001909008,,,,,,,,,,,,,,
6.14965,6.96E-07,-0.002063815,,,,,,,,,,,,,,
6.14975,6.81E-07,-0.0020743,,,,,,,,,,,,,,
6.14985,6.73E-07,-0.001925896,,,,,,,,,,,,,,
6.14995,6.69E-07,-0.001771722,,,,,,,,,,,,,,
6.15005,2.76E-06,8.48526001,,,,,,,,,,,,,,
6.15015,1.15E-05,9.990182877,,,,,,,,,,,,,,
6.15025,1.15E-05,9.990226746,,,,,,,,,,,,,,
6.15035,1.15E-05,9.990102768,,,,,,,,,,,,,,
6.15045,1.15E-05,9.990211487,,,,,,,,,,,,,,
6.15055,1.15E-05,9.990096092,,,,,,,,,,,,,,
6.15065,1.15E-05,9.990146637,,,,,,,,,,,,,,
6.15075,1.15E-05,9.989910126,,,,,,,,,,,,,,
6.15085,1.15E-05,9.990159988,,,,,,,,,,,,,,
6.15095,1.15E-05,9.990105629,,,,,,,,,,,,,,
6.15105,1.02E-05,1.512507319,,,,,,,,,,,,,,
6.15115,3.07E-06,-0.002349435,,,,,,,,,,,,,,
6.15125,1.30E-06,-0.002235652,,,,,,,,,,,,,,
6.15135,9.07E-07,-0.002488973,,,,,,,,,,,,,,
6.15145,7.78E-07,-0.002304189,,,,,,,,,,,,,,
6.15155,7.23E-07,-0.002149452,,,,,,,,,,,,,,
6.15165,6.95E-07,-0.002105121,,,,,,,,,,,,,,
6.15175,6.80E-07,-0.001952002,,,,,,,,,,,,,,
6.15185,6.71E-07,-0.00191133,,,,,,,,,,,,,,
6.15195,6.67E-07,-0.00209527,,,,,,,,,,,,,,
6.15205,2.74E-06,8.465470314,,,,,,,,,,,,,,
6.15215,1.15E-05,9.990135193,,,,,,,,,,,,,,
6.15225,1.15E-05,9.990095139,,,,,,,,,,,,,,
6.15235,1.15E-05,9.990432739,,,,,,,,,,,,,,
6.15245,1.15E-05,9.990031242,,,,,,,,,,,,,,
6.15255,1.15E-05,9.989848137,,,,,,,,,,,,,,
6.15265,1.15E-05,9.989481926,,,,,,,,,,,,,,
6.15275,1.15E-05,9.989891052,,,,,,,,,,,,,,
6.15285,1.15E-05,9.989854813,,,,,,,,,,,,,,
6.15295,1.15E-05,9.989981651,,,,,,,,,,,,,,
6.15305,1.02E-05,1.532269359,,,,,,,,,,,,,,
6.15315,3.08E-06,-0.002447878,,,,,,,,,,,,,,
6.15325,1.30E-06,-0.002554625,,,,,,,,,,,,,,
6.15335,9.07E-07,-0.002450271,,,,,,,,,,,,,,
6.15345,7.78E-07,-0.002442601,,,,,,,,,,,,,,
6.15355,7.22E-07,-0.002338176,,,,,,,,,,,,,,
6.15365,6.95E-07,-0.002217427,,,,,,,,,,,,,,
6.15375,6.79E-07,-0.001975997,,,,,,,,,,,,,,
6.15385,6.70E-07,-0.002028702,,,,,,,,,,,,,,
6.15395,6.66E-07,-0.001887546,,,,,,,,,,,,,,
6.15405,2.72E-06,8.445820808,,,,,,,,,,,,,,
6.15415,1.15E-05,9.990481377,,,,,,,,,,,,,,
