Device ID,
Remarks,_A3_228
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.92405,1.3242500245E-05,-7.1014590503E-05,5.92405,5.92405
5.92415,1.3225449948E-05,8.3934879513E-05,5.92415,5.92415
5.92425,1.3255211343E-05,2.067440073E-05,5.92425,5.92425
5.92435,1.3257636965E-05,-8.0795689428E-05,5.92435,5.92435
5.92445,1.3260962987E-05,-1.0357713109E-05,5.92445,5.92445
5.92455,1.3226876945E-05,-0.000302735104924,5.92455,5.92455
5.92465,1.3230504919E-05,-0.000142578443047,5.92465,5.92465
5.92475,1.321691434E-05,8.4286715719E-05,5.92475,5.92475
5.92485,1.3219311768E-05,-0.000117105373647,5.92485,5.92485
5.92495,1.3216232219E-05,-1.6972267986E-05,5.92495,5.92495
5.92505,1.3250887605E-05,-0.000424893281888,5.92505,5.92505
5.92515,1.3239279724E-05,-2.6120056646E-05,5.92515,5.92515
5.92525,1.3231861885E-05,-9.6206196758E-05,5.92525,5.92525
5.92535,1.3234407561E-05,-7.8192082583E-05,5.92535,5.92535
5.92545,1.3204737115E-05,3.8125566789E-05,5.92545,5.92545
5.92555,1.3267480426E-05,-6.5596286731E-05,5.92555,5.92555
5.92565,1.323106062E-05,0.00012038530258,5.92565,5.92565
5.92575,1.3225429029E-05,6.0572834627E-05,5.92575,5.92575
5.92585,1.3235461665E-05,0.000143114040839,5.92585,5.92585
5.92595,1.3241965462E-05,0.000125873979414,5.92595,5.92595
5.92605,1.319772764E-05,0.000257531763054,5.92605,5.92605
5.92615,1.3226497686E-05,0.000309251947328,5.92615,5.92615
5.92625,1.3218355889E-05,5.7687761E-05,5.92625,5.92625
5.92635,1.3202213268E-05,0.000134388450533,5.92635,5.92635
5.92645,1.3236966879E-05,-0.000391961249989,5.92645,5.92645
5.92655,1.3232410311E-05,-0.000206753698876,5.92655,5.92655
5.92665,1.3223059796E-05,6.1628350522E-05,5.92665,5.92665
5.92675,1.3226842384E-05,-0.000184165706742,5.92675,5.92675
5.92685,1.3224894246E-05,-0.000161296222359,5.92685,5.92685
5.92695,1.3214060345E-05,0.000180831077159,5.92695,5.92695
