Device ID,,,,
Remarks,A3_LTD_1ms_1ms_228,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.87105,0.000114913,8.710720062,6.87105,6.87105
6.87115,6.89E-05,-0.001493459,6.87115,6.87115
6.87125,2.18E-05,-0.001316203,6.87125,6.87125
6.87135,1.80E-05,-0.001485437,6.87135,6.87135
6.87145,1.70E-05,-0.001269409,6.87145,6.87145
6.87155,1.66E-05,-0.001355398,6.87155,6.87155
6.87165,1.64E-05,-0.001385937,6.87165,6.87165
6.87175,1.63E-05,-0.001767752,6.87175,6.87175
6.87185,1.62E-05,-0.001637572,6.87185,6.87185
6.87195,1.62E-05,-0.001429213,6.87195,6.87195
6.87205,8.70E-06,1.272144079,6.87205,6.87205
6.87215,8.02E-05,9.994069099,6.87215,6.87215
6.87225,0.000100548,9.994270325,6.87225,6.87225
6.87235,0.000101628,9.994522095,6.87235,6.87235
6.87245,0.000101906,9.994109154,6.87245,6.87245
6.87255,0.000101992,9.994140625,6.87255,6.87255
6.87265,0.00010203,9.994330406,6.87265,6.87265
6.87275,0.000102067,9.994052887,6.87275,6.87275
6.87285,0.000102084,9.994158745,6.87285,6.87285
6.87295,0.000102048,9.99423027,6.87295,6.87295
6.87305,0.000114812,8.730690956,6.87305,6.87305
6.87315,6.92E-05,-0.001681692,6.87315,6.87315
6.87325,2.19E-05,-0.001483819,6.87325,6.87325
6.87335,1.80E-05,-0.001235632,6.87335,6.87335
6.87345,1.70E-05,-0.001493529,6.87345,6.87345
6.87355,1.66E-05,-0.001454264,6.87355,6.87355
6.87365,1.64E-05,-0.001364616,6.87365,6.87365
6.87375,1.63E-05,-0.000873661,6.87375,6.87375
6.87385,1.62E-05,-0.001090886,6.87385,6.87385
6.87395,1.62E-05,-0.001348854,6.87395,6.87395
6.87405,8.71E-06,1.252063036,6.87405,6.87405
6.87415,8.01E-05,9.994106293,6.87415,6.87415
6.87425,0.000100591,9.994132996,6.87425,6.87425
6.87435,0.000101678,9.994168282,6.87435,6.87435
6.87445,0.000101914,9.994026184,6.87445,6.87445
6.87455,0.000102012,9.993784904,6.87455,6.87455
6.87465,0.000102039,9.993771553,6.87465,6.87465
6.87475,0.000102064,9.994049072,6.87475,6.87475
6.87485,0.000102057,9.994125366,6.87485,6.87485
6.87495,0.000102088,9.993905067,6.87495,6.87495
6.87505,0.000114732,8.75031662,6.87505,6.87505
6.87515,6.94E-05,-0.001465805,6.87515,6.87515
6.87525,2.19E-05,-0.001563827,6.87525,6.87525
6.87535,1.80E-05,-0.001418095,6.87535,6.87535
6.87545,1.70E-05,-0.001440543,6.87545,6.87545
6.87555,1.66E-05,-0.001521958,6.87555,6.87555
6.87565,1.64E-05,-0.0014898,6.87565,6.87565
6.87575,1.62E-05,-0.001320073,6.87575,6.87575
6.87585,1.62E-05,-0.001162379,6.87585,6.87585
6.87595,1.61E-05,-0.001298893,6.87595,6.87595
6.87605,8.73E-06,1.232175827,6.87605,6.87605
6.87615,7.98E-05,9.994397163,6.87615,6.87615
6.87625,0.00010054,9.994392395,6.87625,6.87625
6.87635,0.000101626,9.994317055,6.87635,6.87635
6.87645,0.00010191,9.994064331,6.87645,6.87645
6.87655,0.000101976,9.994037628,6.87655,6.87655
6.87665,0.000102011,9.994352341,6.87665,6.87665
6.87675,0.000102035,9.994394302,6.87675,6.87675
6.87685,0.000102062,9.994151115,6.87685,6.87685
6.87695,0.000102069,9.994314194,6.87695,6.87695
6.87705,0.000114617,8.770853996,6.87705,6.87705
6.87715,6.96E-05,-0.001175257,6.87715,6.87715
6.87725,2.19E-05,-0.001321058,6.87725,6.87725
6.87735,1.80E-05,-0.001039799,6.87735,6.87735
6.87745,1.70E-05,-0.001188908,6.87745,6.87745
6.87755,1.66E-05,-0.001029385,6.87755,6.87755
6.87765,1.64E-05,-0.001145984,6.87765,6.87765
6.87775,1.63E-05,-0.00117216,6.87775,6.87775
6.87785,1.62E-05,-0.001338721,6.87785,6.87785
6.87795,1.61E-05,-0.001298118,6.87795,6.87795
6.87805,8.75E-06,1.212149262,6.87805,6.87805
6.87815,7.97E-05,9.994345665,6.87815,6.87815
6.87825,0.000100554,9.994412422,6.87825,6.87825
6.87835,0.000101643,9.994092941,6.87835,6.87835
6.87845,0.000101906,9.993882179,6.87845,6.87845
6.87855,0.00010201,9.99415493,6.87855,6.87855
6.87865,0.000102047,9.993984222,6.87865,6.87865
6.87875,0.000102061,9.993859291,6.87875,6.87875
6.87885,0.000102064,9.993881226,6.87885,6.87885
6.87895,0.000102098,9.993501663,6.87895,6.87895
6.87905,0.000114559,8.790175438,6.87905,6.87905
6.87915,6.99E-05,-0.001554749,6.87915,6.87915
6.87925,2.19E-05,-0.001564671,6.87925,6.87925
6.87935,1.80E-05,-0.001595985,6.87935,6.87935
6.87945,1.70E-05,-0.001894414,6.87945,6.87945
6.87955,1.66E-05,-0.001908628,6.87955,6.87955
6.87965,1.64E-05,-0.001559956,6.87965,6.87965
6.87975,1.63E-05,-0.001432943,6.87975,6.87975
6.87985,1.62E-05,-0.00143815,6.87985,6.87985
6.87995,1.62E-05,-0.001690348,6.87995,6.87995
6.88005,8.81E-06,1.191795468,6.88005,6.88005
6.88015,7.95E-05,9.993894577,6.88015,6.88015
6.88025,0.000100578,9.99377346,6.88025,6.88025
6.88035,0.000101676,9.993984222,6.88035,6.88035
6.88045,0.000101932,9.993916512,6.88045,6.88045
6.88055,0.000101996,9.993948936,6.88055,6.88055
6.88065,0.000102054,9.993930817,6.88065,6.88065
6.88075,0.000102089,9.994145393,6.88075,6.88075
6.88085,0.000102095,9.993834496,6.88085,6.88085
6.88095,0.000102086,9.994081497,6.88095,6.88095
6.88105,0.000114448,8.810444832,6.88105,6.88105
6.88115,7.01E-05,-0.001677048,6.88115,6.88115
6.88125,2.19E-05,-0.001361168,6.88125,6.88125
6.88135,1.79E-05,-0.001309096,6.88135,6.88135
6.88145,1.69E-05,-0.001245765,6.88145,6.88145
6.88155,1.66E-05,-0.001628565,6.88155,6.88155
6.88165,1.63E-05,-0.001311911,6.88165,6.88165
6.88175,1.62E-05,-0.001321903,6.88175,6.88175
6.88185,1.62E-05,-0.001535328,6.88185,6.88185
6.88195,1.62E-05,-0.001293826,6.88195,6.88195
6.88205,8.83E-06,1.172221184,6.88205,6.88205
6.88215,7.93E-05,9.994119644,6.88215,6.88215
6.88225,0.00010058,9.993963242,6.88225,6.88225
6.88235,0.000101658,9.994112968,6.88235,6.88235
6.88245,0.000101908,9.993895531,6.88245,6.88245
6.88255,0.000102013,9.994129181,6.88255,6.88255
6.88265,0.000102044,9.994337082,6.88265,6.88265
6.88275,0.000102068,9.994089127,6.88275,6.88275
6.88285,0.000102082,9.994254112,6.88285,6.88285
6.88295,0.000102102,9.994194031,6.88295,6.88295
6.88305,0.000114349,8.830656052,6.88305,6.88305
6.88315,7.03E-05,-0.001309096,6.88315,6.88315
6.88325,2.20E-05,-0.001275882,6.88325,6.88325
6.88335,1.80E-05,-0.001624554,6.88335,6.88335
6.88345,1.70E-05,-0.001788018,6.88345,6.88345
6.88355,1.66E-05,-0.001700762,6.88355,6.88355
6.88365,1.64E-05,-0.001609636,6.88365,6.88365
6.88375,1.63E-05,-0.001668041,6.88375,6.88375
6.88385,1.62E-05,-0.001645242,6.88385,6.88385
6.88395,1.62E-05,-0.001584515,6.88395,6.88395
6.88405,8.89E-06,1.151895285,6.88405,6.88405
6.88415,7.91E-05,9.993778229,6.88415,6.88415
6.88425,0.000100552,9.993873596,6.88425,6.88425
6.88435,0.000101656,9.993927002,6.88435,6.88435
6.88445,0.000101946,9.99369812,6.88445,6.88445
6.88455,0.00010201,9.993812561,6.88455,6.88455
6.88465,0.000102062,9.993975639,6.88465,6.88465
6.88475,0.000102077,9.994263649,6.88475,6.88475
6.88485,0.000102071,9.993756294,6.88485,6.88485
6.88495,0.000102121,9.993942261,6.88495,6.88495
6.88505,0.000114289,8.850548744,6.88505,6.88505
6.88515,7.06E-05,-0.001739112,6.88515,6.88515
6.88525,2.20E-05,-0.001514006,6.88525,6.88525
6.88535,1.80E-05,-0.001549683,6.88535,6.88535
6.88545,1.70E-05,-0.001500355,6.88545,6.88545
6.88555,1.66E-05,-0.001406203,6.88555,6.88555
6.88565,1.64E-05,-0.001545601,6.88565,6.88565
6.88575,1.63E-05,-0.001750512,6.88575,6.88575
6.88585,1.62E-05,-0.001752552,6.88585,6.88585
6.88595,1.61E-05,-0.001770918,6.88595,6.88595
6.88605,8.87E-06,1.131885529,6.88605,6.88605
6.88615,7.89E-05,9.994177818,6.88615,6.88615
6.88625,0.000100582,9.994245529,6.88625,6.88625
6.88635,0.000101642,9.994176865,6.88635,6.88635
6.88645,0.000101915,9.993915558,6.88645,6.88645
6.88655,0.000102032,9.994101524,6.88655,6.88655
6.88665,0.00010207,9.993946075,6.88665,6.88665
6.88675,0.000102079,9.994308472,6.88675,6.88675
6.88685,0.000102108,9.994040489,6.88685,6.88685
6.88695,0.000102126,9.993959427,6.88695,6.88695
6.88705,0.00011416,8.87049675,6.88705,6.88705
6.88715,7.08E-05,-0.001724828,6.88715,6.88715
6.88725,2.19E-05,-0.001526743,6.88725,6.88725
6.88735,1.79E-05,-0.001413733,6.88735,6.88735
6.88745,1.69E-05,-0.00111664,6.88745,6.88745
6.88755,1.65E-05,-0.00146102,6.88755,6.88755
6.88765,1.64E-05,-0.001339424,6.88765,6.88765
6.88775,1.63E-05,-0.001392059,6.88775,6.88775
6.88785,1.62E-05,-0.001416829,6.88785,6.88785
6.88795,1.61E-05,-0.001310292,6.88795,6.88795
6.88805,8.95E-06,1.112279534,6.88805,6.88805
6.88815,7.87E-05,9.994210243,6.88815,6.88815
6.88825,0.000100581,9.993954659,6.88825,6.88825
6.88835,0.000101663,9.994083405,6.88835,6.88835
6.88845,0.000101923,9.993717194,6.88845,6.88845
6.88855,0.000102008,9.993686676,6.88855,6.88855
6.88865,0.000102048,9.993759155,6.88865,6.88865
6.88875,0.000102065,9.994011879,6.88875,6.88875
6.88885,0.000102099,9.994263649,6.88885,6.88885
6.88895,0.000102065,9.994207382,6.88895,6.88895
6.88905,0.000114069,8.89043045,6.88905,6.88905
6.88915,7.10E-05,-0.001373412,6.88915,6.88915
6.88925,2.19E-05,-0.001318103,6.88925,6.88925
6.88935,1.80E-05,-0.001452153,6.88935,6.88935
6.88945,1.70E-05,-0.001289323,6.88945,6.88945
6.88955,1.66E-05,-0.001351105,6.88955,6.88955
6.88965,1.63E-05,-0.000992934,6.88965,6.88965
6.88975,1.62E-05,-0.00108012,6.88975,6.88975
6.88985,1.61E-05,-0.001493529,6.88985,6.88985
6.88995,1.61E-05,-0.00138066,6.88995,6.88995
6.89005,8.92E-06,1.092354774,6.89005,6.89005
6.89015,7.85E-05,9.993938446,6.89015,6.89015
6.89025,0.000100561,9.993873596,6.89025,6.89025
6.89035,0.000101621,9.993899345,6.89035,6.89035
6.89045,0.000101898,9.993556023,6.89045,6.89045
6.89055,0.000101986,9.99338913,6.89055,6.89055
6.89065,0.000102081,9.993671417,6.89065,6.89065
6.89075,0.000102079,9.993979454,6.89075,6.89075
6.89085,0.000102059,9.993700981,6.89085,6.89085
6.89095,0.000102102,9.99368,6.89095,6.89095
6.89105,0.000113974,8.910155296,6.89105,6.89105
6.89115,7.13E-05,-0.001684014,6.89115,6.89115
6.89125,2.20E-05,-0.001586766,6.89125,6.89125
6.89135,1.80E-05,-0.001849801,6.89135,6.89135
6.89145,1.70E-05,-0.001813983,6.89145,6.89145
6.89155,1.66E-05,-0.001603303,6.89155,6.89155
6.89165,1.64E-05,-0.001633702,6.89165,6.89165
6.89175,1.62E-05,-0.001322325,6.89175,6.89175
6.89185,1.61E-05,-0.001257868,6.89185,6.89185
6.89195,1.61E-05,-0.001498244,6.89195,6.89195
6.89205,8.95E-06,1.072090507,6.89205,6.89205
6.89215,7.83E-05,9.993766785,6.89215,6.89215
6.89225,0.000100538,9.993641853,6.89225,6.89225
6.89235,0.000101669,9.993567467,6.89235,6.89235
6.89245,0.000101933,9.993535042,6.89245,6.89245
6.89255,0.000102001,9.993426323,6.89255,6.89255
6.89265,0.00010205,9.993290901,6.89265,6.89265
6.89275,0.000102078,9.993388176,6.89275,6.89275
6.89285,0.000102067,9.993296623,6.89285,6.89285
6.89295,0.000102062,9.993455887,6.89295,6.89295
6.89305,0.000113831,8.929879189,6.89305,6.89305
6.89315,7.15E-05,-0.001907713,6.89315,6.89315
6.89325,2.20E-05,-0.002091091,6.89325,6.89325
6.89335,1.79E-05,-0.001576141,6.89335,6.89335
6.89345,1.69E-05,-0.00174833,6.89345,6.89345
6.89355,1.65E-05,-0.001954648,6.89355,6.89355
6.89365,1.63E-05,-0.001602177,6.89365,6.89365
6.89375,1.62E-05,-0.001580926,6.89375,6.89375
6.89385,1.61E-05,-0.00174059,6.89385,6.89385
6.89395,1.61E-05,-0.001590425,6.89395,6.89395
6.89405,9.00E-06,1.05179131,6.89405,6.89405
6.89415,7.80E-05,9.993639946,6.89415,6.89415
6.89425,0.000100543,9.993972778,6.89425,6.89425
6.89435,0.000101613,9.994206429,6.89435,6.89435
6.89445,0.000101866,9.994067192,6.89445,6.89445
6.89455,0.000102013,9.99384594,6.89455,6.89455
6.89465,0.000102048,9.993919373,6.89465,6.89465
6.89475,0.00010205,9.99387455,6.89475,6.89475
6.89485,0.000102072,9.993544579,6.89485,6.89485
6.89495,0.000102099,9.993816376,6.89495,6.89495
6.89505,0.000113767,8.950400352,6.89505,6.89505
6.89515,7.18E-05,-0.001465875,6.89515,6.89515
6.89525,2.20E-05,-0.001552849,6.89525,6.89525
6.89535,1.80E-05,-0.001245765,6.89535,6.89535
6.89545,1.70E-05,-0.001468901,6.89545,6.89545
6.89555,1.65E-05,-0.001893851,6.89555,6.89555
6.89565,1.64E-05,-0.001954156,6.89565,6.89565
6.89575,1.62E-05,-0.002088839,6.89575,6.89575
6.89585,1.62E-05,-0.001831012,6.89585,6.89585
6.89595,1.61E-05,-0.002070473,6.89595,6.89595
6.89605,9.05E-06,1.031775594,6.89605,6.89605
6.89615,7.78E-05,9.993524551,6.89615,6.89615
6.89625,0.000100507,9.993396759,6.89625,6.89625
6.89635,0.0001016,9.993394852,6.89635,6.89635
6.89645,0.000101873,9.993513107,6.89645,6.89645
6.89655,0.000101977,9.99382019,6.89655,6.89655
6.89665,0.00010202,9.993769646,6.89665,6.89665
6.89675,0.000102047,9.993745804,6.89675,6.89675
6.89685,0.000102067,9.993616104,6.89685,6.89685
6.89695,0.000102084,9.993848801,6.89695,6.89695
6.89705,0.000113633,8.969981194,6.89705,6.89705
6.89715,7.20E-05,-0.001854163,6.89715,6.89715
6.89725,2.20E-05,-0.001749667,6.89725,6.89725
6.89735,1.79E-05,-0.001534061,6.89735,6.89735
6.89745,1.69E-05,-0.001684296,6.89745,6.89745
6.89755,1.65E-05,-0.001519495,6.89755,6.89755
6.89765,1.63E-05,-0.001751708,6.89765,6.89765
6.89775,1.62E-05,-0.0017617,6.89775,6.89775
6.89785,1.61E-05,-0.001441809,6.89785,6.89785
6.89795,1.61E-05,-0.001393818,6.89795,6.89795
6.89805,9.07E-06,1.01215601,6.89805,6.89805
6.89815,7.76E-05,9.993998528,6.89815,6.89815
6.89825,0.000100537,9.993826866,6.89825,6.89825
6.89835,0.000101631,9.993751526,6.89835,6.89835
6.89845,0.000101898,9.99400425,6.89845,6.89845
6.89855,0.000102007,9.993647575,6.89855,6.89855
6.89865,0.000102053,9.993824959,6.89865,6.89865
6.89875,0.000102076,9.993950844,6.89875,6.89875
6.89885,0.000102085,9.993984222,6.89885,6.89885
6.89895,0.000102096,9.993784904,6.89895,6.89895
6.89905,0.000113546,8.990259171,6.89905,6.89905
6.89915,7.22E-05,-0.001653686,6.89915,6.89915
6.89925,2.20E-05,-0.001624906,6.89925,6.89925
6.89935,1.79E-05,-0.001738338,6.89935,6.89935
6.89945,1.69E-05,-0.001763671,6.89945,6.89945
6.89955,1.65E-05,-0.001638838,6.89955,6.89955
6.89965,1.63E-05,-0.001602599,6.89965,6.89965
6.89975,1.62E-05,-0.001524702,6.89975,6.89975
6.89985,1.61E-05,-0.001263568,6.89985,6.89985
6.89995,1.61E-05,-0.001537791,6.89995,6.89995
6.90005,9.09E-06,0.991892993,6.90005,6.90005
6.90015,7.74E-05,9.99400425,6.90015,6.90015
6.90025,0.000100502,9.99387455,6.90025,6.90025
6.90035,0.000101632,9.993665695,6.90035,6.90035
6.90045,0.000101875,9.993882179,6.90045,6.90045
6.90055,0.000101975,9.993751526,6.90055,6.90055
6.90065,0.000102023,9.993839264,6.90065,6.90065
6.90075,0.000102035,9.993796349,6.90075,6.90075
6.90085,0.000102043,9.993676186,6.90085,6.90085
6.90095,0.000102075,9.994107246,6.90095,6.90095
6.90105,0.000113398,9.010688782,6.90105,6.90105
6.90115,7.24E-05,-0.001190315,6.90115,6.90115
6.90125,2.19E-05,-0.001299104,6.90125,6.90125
6.90135,1.79E-05,-0.001318666,6.90135,6.90135
6.90145,1.69E-05,-0.001462849,6.90145,6.90145
6.90155,1.65E-05,-0.001676485,6.90155,6.90155
6.90165,1.63E-05,-0.001688307,6.90165,6.90165
6.90175,1.62E-05,-0.001649886,6.90175,6.90175
6.90185,1.61E-05,-0.001296007,6.90185,6.90185
6.90195,1.61E-05,-0.001559112,6.90195,6.90195
6.90205,9.13E-06,0.972024083,6.90205,6.90205
6.90215,7.72E-05,9.99382782,6.90215,6.90215
6.90225,0.000100508,9.993940353,6.90225,6.90225
6.90235,0.000101631,9.994035721,6.90235,6.90235
6.90245,0.000101904,9.993848801,6.90245,6.90245
6.90255,0.000101992,9.993818283,6.90255,6.90255
6.90265,0.000102021,9.993614197,6.90265,6.90265
6.90275,0.000102034,9.99379921,6.90275,6.90275
6.90285,0.000102076,9.993803024,6.90285,6.90285
6.90295,0.000102102,9.993722916,6.90295,6.90295
6.90305,0.000113308,9.030091286,6.90305,6.90305
6.90315,7.27E-05,-0.001368275,6.90315,6.90315
6.90325,2.20E-05,-0.001622724,6.90325,6.90325
6.90335,1.79E-05,-0.001495218,6.90335,6.90335
6.90345,1.69E-05,-0.001291504,6.90345,6.90345
6.90355,1.65E-05,-0.001430832,6.90355,6.90355
6.90365,1.63E-05,-0.001552849,6.90365,6.90365
6.90375,1.62E-05,-0.001023544,6.90375,6.90375
6.90385,1.61E-05,-0.00118159,6.90385,6.90385
6.90395,1.61E-05,-0.001459894,6.90395,6.90395
6.90405,9.20E-06,0.952087939,6.90405,6.90405
6.90415,7.70E-05,9.993697166,6.90415,6.90415
6.90425,0.000100506,9.993537903,6.90425,6.90425
6.90435,0.00010165,9.993851662,6.90435,6.90435
6.90445,0.0001019,9.993981361,6.90445,6.90445
6.90455,0.000102015,9.993830681,6.90455,6.90455
6.90465,0.000102059,9.993665695,6.90465,6.90465
6.90475,0.000102096,9.993749619,6.90475,6.90475
6.90485,0.000102104,9.993844986,6.90485,6.90485
6.90495,0.000102083,9.993872643,6.90495,6.90495
6.90505,0.00011322,9.050327301,6.90505,6.90505
6.90515,7.30E-05,-0.001370527,6.90515,6.90515
6.90525,2.20E-05,-0.0015836,6.90525,6.90525
6.90535,1.80E-05,-0.001284326,6.90535,6.90535
6.90545,1.70E-05,-0.001123044,6.90545,6.90545
6.90555,1.65E-05,-0.001376578,6.90555,6.90555
6.90565,1.63E-05,-0.0014879,6.90565,6.90565
6.90575,1.62E-05,-0.001758534,6.90575,6.90575
6.90585,1.61E-05,-0.001573115,6.90585,6.90585
6.90595,1.60E-05,-0.001472912,6.90595,6.90595
6.90605,9.22E-06,0.932119131,6.90605,6.90605
6.90615,7.67E-05,9.993686676,6.90615,6.90615
6.90625,0.000100469,9.993747711,6.90625,6.90625
6.90635,0.000101608,9.993864059,6.90635,6.90635
6.90645,0.00010189,9.993753433,6.90645,6.90645
6.90655,0.000101982,9.993308067,6.90655,6.90655
6.90665,0.00010203,9.993250847,6.90665,6.90665
6.90675,0.000102082,9.993257523,6.90675,6.90675
6.90685,0.000102083,9.99369812,6.90685,6.90685
6.90695,0.000102053,9.993553162,6.90695,6.90695
6.90705,0.000113071,9.070137978,6.90705,6.90705
6.90715,7.32E-05,-0.00179231,6.90715,6.90715
6.90725,2.20E-05,-0.001794703,6.90725,6.90725
6.90735,1.79E-05,-0.001728065,6.90735,6.90735
6.90745,1.69E-05,-0.001751145,6.90745,6.90745
6.90755,1.65E-05,-0.00150317,6.90755,6.90755
6.90765,1.63E-05,-0.001342661,6.90765,6.90765
6.90775,1.61E-05,-0.001240065,6.90775,6.90775
6.90785,1.61E-05,-0.001249283,6.90785,6.90785
6.90795,1.60E-05,-0.001445116,6.90795,6.90795
6.90805,9.27E-06,0.912269831,6.90805,6.90805
6.90815,7.65E-05,9.994109154,6.90815,6.90815
6.90825,0.00010047,9.993723869,6.90825,6.90825
6.90835,0.0001016,9.993646622,6.90835,6.90835
6.90845,0.000101882,9.993774414,6.90845,6.90845
6.90855,0.000101982,9.993792534,6.90855,6.90855
6.90865,0.000102058,9.993712425,6.90865,6.90865
6.90875,0.000102041,9.993481636,6.90875,6.90875
6.90885,0.000102043,9.993414879,6.90885,6.90885
6.90895,0.000102069,9.993700981,6.90895,6.90895
6.90905,0.000112977,9.089949608,6.90905,6.90905
6.90915,7.34E-05,-0.001836431,6.90915,6.90915
6.90925,2.21E-05,-0.001776829,6.90925,6.90925
6.90935,1.79E-05,-0.00179414,6.90935,6.90935
6.90945,1.69E-05,-0.001682818,6.90945,6.90945
6.90955,1.65E-05,-0.001618221,6.90955,6.90955
6.90965,1.63E-05,-0.001692599,6.90965,6.90965
6.90975,1.62E-05,-0.001869644,6.90975,6.90975
6.90985,1.61E-05,-0.002008057,6.90985,6.90985
6.90995,1.61E-05,-0.001736368,6.90995,6.90995
6.91005,9.34E-06,0.892165363,6.91005,6.91005
6.91015,7.63E-05,9.993746758,6.91015,6.91015
6.91025,0.00010049,9.993596077,6.91025,6.91025
6.91035,0.000101614,9.993420601,6.91035,6.91035
6.91045,0.000101915,9.993906975,6.91045,6.91045
6.91055,0.000102009,9.993659019,6.91055,6.91055
6.91065,0.000102041,9.993783951,6.91065,6.91065
6.91075,0.000102078,9.994003296,6.91075,6.91075
6.91085,0.000102086,9.993904114,6.91085,6.91085
6.91095,0.000102086,9.993807793,6.91095,6.91095
6.91105,0.000112872,9.110249519,6.91105,6.91105
6.91115,7.37E-05,-0.001968652,6.91115,6.91115
6.91125,2.21E-05,-0.001784218,6.91125,6.91125
6.91135,1.79E-05,-0.001851349,6.91135,6.91135
6.91145,1.69E-05,-0.001799417,6.91145,6.91145
6.91155,1.65E-05,-0.001922983,6.91155,6.91155
6.91165,1.63E-05,-0.001696681,6.91165,6.91165
6.91175,1.61E-05,-0.001609988,6.91175,6.91175
6.91185,1.61E-05,-0.00147256,6.91185,6.91185
6.91195,1.61E-05,-0.001529206,6.91195,6.91195
6.91205,9.37E-06,0.8720209,6.91205,6.91205
6.91215,7.61E-05,9.9939394,6.91215,6.91215
6.91225,0.000100512,9.993944168,6.91225,6.91225
6.91235,0.000101633,9.993984222,6.91235,6.91235
6.91245,0.000101894,9.993826866,6.91245,6.91245
6.91255,0.000101975,9.993941307,6.91255,6.91255
6.91265,0.000102033,9.993736267,6.91265,6.91265
6.91275,0.000102056,9.993862152,6.91275,6.91275
6.91285,0.000102079,9.994049072,6.91285,6.91285
6.91295,0.000102084,9.994255066,6.91295,6.91295
6.91305,0.000112724,9.130364418,6.91305,6.91305
6.91315,7.40E-05,-0.00110503,6.91315,6.91315
6.91325,2.21E-05,-0.001016367,6.91325,6.91325
6.91335,1.79E-05,-0.001412396,6.91335,6.91335
6.91345,1.69E-05,-0.001578463,6.91345,6.91345
6.91355,1.65E-05,-0.001423373,6.91355,6.91355
6.91365,1.63E-05,-0.001371301,6.91365,6.91365
6.91375,1.62E-05,-0.001325562,6.91375,6.91375
6.91385,1.61E-05,-0.001632224,6.91385,6.91385
6.91395,1.60E-05,-0.001462005,6.91395,6.91395
6.91405,9.43E-06,0.852201939,6.91405,6.91405
6.91415,7.59E-05,9.993756294,6.91415,6.91415
6.91425,0.000100472,9.994089127,6.91425,6.91425
6.91435,0.000101633,9.994225502,6.91435,6.91435
6.91445,0.000101951,9.994022369,6.91445,6.91445
6.91455,0.00010204,9.993792534,6.91455,6.91455
6.91465,0.00010206,9.993977547,6.91465,6.91465
6.91475,0.000102073,9.993947029,6.91475,6.91475
6.91485,0.00010209,9.99390316,6.91485,6.91485
6.91495,0.000102082,9.994265556,6.91495,6.91495
6.91505,0.000112603,9.150288582,6.91505,6.91505
6.91515,7.42E-05,-0.001277079,6.91515,6.91515
6.91525,2.21E-05,-0.001502607,6.91525,6.91525
6.91535,1.79E-05,-0.001478893,6.91535,6.91535
6.91545,1.69E-05,-0.00144005,6.91545,6.91545
6.91555,1.65E-05,-0.001386148,6.91555,6.91555
6.91565,1.63E-05,-0.001524421,6.91565,6.91565
6.91575,1.61E-05,-0.001329854,6.91575,6.91575
6.91585,1.61E-05,-0.00135582,6.91585,6.91585
6.91595,1.60E-05,-0.001397618,6.91595,6.91595
6.91605,9.45E-06,0.83251375,6.91605,6.91605
6.91615,7.56E-05,9.994246483,6.91615,6.91615
6.91625,0.00010046,9.994089127,6.91625,6.91625
6.91635,0.0001016,9.993919373,6.91635,6.91635
6.91645,0.000101859,9.994242668,6.91645,6.91645
6.91655,0.000101968,9.994185448,6.91655,6.91655
6.91665,0.000102011,9.994000435,6.91665,6.91665
6.91675,0.000102031,9.993979454,6.91675,6.91675
6.91685,0.000102053,9.994068146,6.91685,6.91685
6.91695,0.000102056,9.994211197,6.91695,6.91695
6.91705,0.000112485,9.170239449,6.91705,6.91705
6.91715,7.45E-05,-0.001487337,6.91715,6.91715
6.91725,2.21E-05,-0.001469886,6.91725,6.91725
6.91735,1.79E-05,-0.001343646,6.91735,6.91735
6.91745,1.69E-05,-0.001413803,6.91745,6.91745
6.91755,1.65E-05,-0.001341395,6.91755,6.91755
6.91765,1.63E-05,-0.001293404,6.91765,6.91765
6.91775,1.61E-05,-0.001215296,6.91775,6.91775
6.91785,1.61E-05,-0.001113896,6.91785,6.91785
6.91795,1.60E-05,-0.000858532,6.91795,6.91795
6.91805,9.53E-06,0.812592506,6.91805,6.91805
6.91815,7.54E-05,9.994506836,6.91815,6.91815
6.91825,0.000100465,9.994222641,6.91825,6.91825
6.91835,0.000101612,9.993875504,6.91835,6.91835
6.91845,0.000101909,9.994068146,6.91845,6.91845
6.91855,0.000102002,9.993955612,6.91855,6.91855
6.91865,0.000102036,9.994334221,6.91865,6.91865
6.91875,0.000102083,9.994080544,6.91875,6.91875
6.91885,0.000102094,9.993995667,6.91885,6.91885
6.91895,0.00010206,9.994123459,6.91895,6.91895
6.91905,0.000112387,9.190233231,6.91905,6.91905
6.91915,7.48E-05,-0.00132141,6.91915,6.91915
6.91925,2.21E-05,-0.001555242,6.91925,6.91925
6.91935,1.79E-05,-0.001534906,6.91935,6.91935
6.91945,1.69E-05,-0.001498244,6.91945,6.91945
6.91955,1.65E-05,-0.001349839,6.91955,6.91955
6.91965,1.63E-05,-0.000995397,6.91965,6.91965
6.91975,1.62E-05,-0.000879853,6.91975,6.91975
6.91985,1.61E-05,-0.00105148,6.91985,6.91985
6.91995,1.60E-05,-0.001349839,6.91995,6.91995
6.92005,9.61E-06,0.792515278,6.92005,6.92005
6.92015,7.52E-05,9.994073868,6.92015,6.92015
6.92025,0.000100495,9.994105339,6.92025,6.92025
6.92035,0.00010167,9.994124413,6.92035,6.92035
6.92045,0.000101951,9.994339943,6.92045,6.92045
6.92055,0.000102044,9.99393177,6.92055,6.92055
6.92065,0.000102069,9.993979454,6.92065,6.92065
