Device ID,,,,
Remarks,A3_LTD_1ms_1ms_228,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.05725,2.77E-05,-0.001399026,6.05725,6.05725
6.05735,2.62E-05,-0.001246187,6.05735,6.05735
6.05745,2.56E-05,-0.00145539,6.05745,6.05745
6.05755,2.53E-05,-0.00153385,6.05755,6.05755
6.05765,2.51E-05,-0.001391426,6.05765,6.05765
6.05775,2.50E-05,-0.001443568,6.05775,6.05775
6.05785,2.50E-05,-0.000891042,6.05785,6.05785
6.05795,2.50E-05,-0.00134815,6.05795,6.05795
6.05805,6.15E-05,9.408587456,6.05805,6.05805
6.05815,1.00E-04,9.994175911,6.05815,6.05815
6.05825,0.000101482,9.994085312,6.05825,6.05825
6.05835,0.000101813,9.994055748,6.05835,6.05835
6.05845,0.000101931,9.994045258,6.05845,6.05845
6.05855,0.00010199,9.994194031,6.05855,6.05855
6.05865,0.000102011,9.994036674,6.05865,6.05865
6.05875,0.000102014,9.994215012,6.05875,6.05875
6.05885,0.00010205,9.994111061,6.05885,6.05885
6.05895,0.000102072,9.994042397,6.05895,6.05895
6.05905,0.000104989,0.59439975,6.05905,6.05905
6.05915,3.54E-05,-0.00144188,6.05915,6.05915
6.05925,2.76E-05,-0.001553342,6.05925,6.05925
6.05935,2.60E-05,-0.00113564,6.05935,6.05935
6.05945,2.55E-05,-0.001390089,6.05945,6.05945
6.05955,2.52E-05,-0.001541239,6.05955,6.05955
6.05965,2.50E-05,-0.001252098,6.05965,6.05965
6.05975,2.49E-05,-0.00132514,6.05975,6.05975
6.05985,2.48E-05,-0.00134625,6.05985,6.05985
6.05995,2.48E-05,-0.00147833,6.05995,6.05995
6.06005,6.13E-05,9.388591766,6.06005,6.06005
6.06015,1.00E-04,9.994104385,6.06015,6.06015
6.06025,0.000101496,9.99411869,6.06025,6.06025
6.06035,0.000101834,9.994187355,6.06035,6.06035
6.06045,0.000101959,9.994180679,6.06045,6.06045
6.06055,0.000102006,9.994329453,6.06055,6.06055
6.06065,0.000101988,9.994401932,6.06065,6.06065
6.06075,0.000102043,9.99434185,6.06075,6.06075
6.06085,0.000102059,9.994362831,6.06085,6.06085
6.06095,0.000102075,9.994365692,6.06095,6.06095
6.06105,0.000105011,0.614400327,6.06105,6.06105
6.06115,3.53E-05,-0.000972668,6.06115,6.06115
6.06125,2.75E-05,-0.001284749,6.06125,6.06125
6.06135,2.59E-05,-0.001314514,6.06135,6.06135
6.06145,2.54E-05,-0.001280808,6.06145,6.06145
6.06155,2.51E-05,-0.0011051,6.06155,6.06155
6.06165,2.49E-05,-0.001201222,6.06165,6.06165
6.06175,2.48E-05,-0.00117589,6.06175,6.06175
6.06185,2.48E-05,-0.001300581,6.06185,6.06185
6.06195,2.47E-05,-0.001111433,6.06195,6.06195
6.06205,6.11E-05,9.368763924,6.06205,6.06205
6.06215,1.00E-04,9.994572639,6.06215,6.06215
6.06225,0.000101511,9.994332314,6.06225,6.06225
6.06235,0.000101842,9.994354248,6.06235,6.06235
6.06245,0.000101981,9.994466782,6.06245,6.06245
6.06255,0.000102043,9.99426651,6.06255,6.06255
6.06265,0.000102057,9.994054794,6.06265,6.06265
6.06275,0.000102049,9.99399662,6.06275,6.06275
6.06285,0.000102065,9.994145393,6.06285,6.06285
6.06295,0.000102094,9.994137764,6.06295,6.06295
6.06305,0.00010502,0.633796692,6.06305,6.06305
6.06315,3.52E-05,-0.001724476,6.06315,6.06315
6.06325,2.74E-05,-0.001427665,6.06325,6.06325
6.06335,2.58E-05,-0.001236054,6.06335,6.06335
6.06345,2.53E-05,-0.001064287,6.06345,6.06345
6.06355,2.50E-05,-0.001190878,6.06355,6.06355
6.06365,2.48E-05,-0.001338721,6.06365,6.06365
6.06375,2.47E-05,-0.001601825,6.06375,6.06375
6.06385,2.47E-05,-0.001468197,6.06385,6.06385
6.06395,2.46E-05,-0.001410073,6.06395,6.06395
6.06405,6.09E-05,9.348549843,6.06405,6.06405
6.06415,1.00E-04,9.994338036,6.06415,6.06415
6.06425,0.00010151,9.994220734,6.06425,6.06425
6.06435,0.000101828,9.994245529,6.06435,6.06435
6.06445,0.000101939,9.993895531,6.06445,6.06445
6.06455,0.000102038,9.994130135,6.06455,6.06455
6.06465,0.000102047,9.99411869,6.06465,6.06465
6.06475,0.000102073,9.99382782,6.06475,6.06475
6.06485,0.000102098,9.994146347,6.06485,6.06485
6.06495,0.000102064,9.994330406,6.06495,6.06495
6.06505,0.000105016,0.654322445,6.06505,6.06505
6.06515,3.51E-05,-0.001223599,6.06515,6.06515
6.06525,2.72E-05,-0.001238025,6.06525,6.06525
6.06535,2.57E-05,-0.001091379,6.06535,6.06535
6.06545,2.51E-05,-0.000771769,6.06545,6.06545
6.06555,2.49E-05,-0.001061613,6.06555,6.06555
6.06565,2.47E-05,-0.001103411,6.06565,6.06565
6.06575,2.46E-05,-0.001147321,6.06575,6.06575
6.06585,2.45E-05,-0.001172231,6.06585,6.06585
6.06595,2.46E-05,-0.001334499,6.06595,6.06595
6.06605,6.08E-05,9.328567505,6.06605,6.06605
6.06615,1.00E-04,9.994030952,6.06615,6.06615
6.06625,0.000101514,9.994095802,6.06625,6.06625
6.06635,0.000101818,9.994407654,6.06635,6.06635
6.06645,0.000101979,9.994249344,6.06645,6.06645
6.06655,0.00010199,9.993936539,6.06655,6.06655
6.06665,0.000102049,9.99386692,6.06665,6.06665
6.06675,0.000102029,9.994021416,6.06675,6.06675
6.06685,0.000102052,9.993930817,6.06685,6.06685
6.06695,0.000102035,9.994005203,6.06695,6.06695
6.06705,0.00010496,0.674090445,6.06705,6.06705
6.06715,3.50E-05,-0.001655164,6.06715,6.06715
6.06725,2.71E-05,-0.001469886,6.06725,6.06725
6.06735,2.56E-05,-0.001367079,6.06735,6.06735
6.06745,2.50E-05,-0.00133858,6.06745,6.06745
6.06755,2.47E-05,-0.001467212,6.06755,6.06755
6.06765,2.46E-05,-0.001456797,6.06765,6.06765
6.06775,2.45E-05,-0.001342028,6.06775,6.06775
6.06785,2.44E-05,-0.001297626,6.06785,6.06785
6.06795,2.44E-05,-0.001259416,6.06795,6.06795
6.06805,6.05E-05,9.30833149,6.06805,6.06805
6.06815,9.99E-05,9.993998528,6.06815,6.06815
6.06825,0.000101485,9.993693352,6.06825,6.06825
6.06835,0.00010181,9.994045258,6.06835,6.06835
6.06845,0.000101932,9.993851662,6.06845,6.06845
6.06855,0.000101991,9.994132996,6.06855,6.06855
6.06865,0.000102027,9.994119644,6.06865,6.06865
6.06875,0.000102048,9.994213104,6.06875,6.06875
6.06885,0.000102054,9.994366646,6.06885,6.06885
6.06895,0.000102043,9.99432373,6.06895,6.06895
6.06905,0.000104974,0.694352329,6.06905,6.06905
6.06915,3.49E-05,-0.001282004,6.06915,6.06915
6.06925,2.70E-05,-0.001249565,6.06925,6.06925
6.06935,2.55E-05,-0.00144202,6.06935,6.06935
6.06945,2.49E-05,-0.001311559,6.06945,6.06945
6.06955,2.46E-05,-0.001391919,6.06955,6.06955
6.06965,2.45E-05,-0.001320988,6.06965,6.06965
6.06975,2.44E-05,-0.001241402,6.06975,6.06975
6.06985,2.43E-05,-0.001156328,6.06985,6.06985
6.06995,2.43E-05,-0.001185038,6.06995,6.06995
6.07005,6.04E-05,9.288381577,6.07005,6.07005
6.07015,1.00E-04,9.994029045,6.07015,6.07015
6.07025,0.000101515,9.994035721,6.07025,6.07025
6.07035,0.000101868,9.993606567,6.07035,6.07035
6.07045,0.000101976,9.994037628,6.07045,6.07045
6.07055,0.000102011,9.99399662,6.07055,6.07055
6.07065,0.000102034,9.993771553,6.07065,6.07065
6.07075,0.000102074,9.994006157,6.07075,6.07075
6.07085,0.000102059,9.993895531,6.07085,6.07085
6.07095,0.000102081,9.994066238,6.07095,6.07095
6.07105,0.000105,0.714225292,6.07105,6.07105
6.07115,3.48E-05,-0.001262935,6.07115,6.07115
6.07125,2.69E-05,-0.001278134,6.07125,6.07125
6.07135,2.54E-05,-0.001334076,6.07135,6.07135
6.07145,2.48E-05,-0.001305014,6.07145,6.07145
6.07155,2.45E-05,-0.001055491,6.07155,6.07155
6.07165,2.43E-05,-0.001104748,6.07165,6.07165
6.07175,2.42E-05,-0.001030088,6.07175,6.07175
6.07185,2.42E-05,-0.001224655,6.07185,6.07185
6.07195,2.42E-05,-0.001393607,6.07195,6.07195
6.07205,6.02E-05,9.268636703,6.07205,6.07205
6.07215,1.00E-04,9.994509697,6.07215,6.07215
6.07225,0.00010149,9.994483948,6.07225,6.07225
6.07235,0.000101869,9.994385719,6.07235,6.07235
6.07245,0.000101988,9.994381905,6.07245,6.07245
6.07255,0.000102016,9.99444294,6.07255,6.07255
6.07265,0.000102063,9.994292259,6.07265,6.07265
6.07275,0.000102057,9.994333267,6.07275,6.07275
6.07285,0.00010205,9.99414444,6.07285,6.07285
6.07295,0.000102048,9.994339943,6.07295,6.07295
6.07305,0.000104974,0.73444593,6.07305,6.07305
6.07315,3.47E-05,-0.000865358,6.07315,6.07315
6.07325,2.68E-05,-0.000778172,6.07325,6.07325
6.07335,2.53E-05,-0.000906945,6.07335,6.07335
6.07345,2.47E-05,-0.000890197,6.07345,6.07345
6.07355,2.44E-05,-0.001221347,6.07355,6.07355
6.07365,2.43E-05,-0.00095958,6.07365,6.07365
6.07375,2.42E-05,-0.000793583,6.07375,6.07375
6.07385,2.41E-05,-0.000818774,6.07385,6.07385
6.07395,2.41E-05,-0.000676632,6.07395,6.07395
6.07405,5.99E-05,9.248557091,6.07405,6.07405
6.07415,9.99E-05,9.994386673,6.07415,6.07415
6.07425,0.000101472,9.994374275,6.07425,6.07425
6.07435,0.000101823,9.993890762,6.07435,6.07435
6.07445,0.000101933,9.99417305,6.07445,6.07445
6.07455,0.000101971,9.994242668,6.07455,6.07455
6.07465,0.000102013,9.994431496,6.07465,6.07465
6.07475,0.000102035,9.994115829,6.07475,6.07475
6.07485,0.000102031,9.994433403,6.07485,6.07485
6.07495,0.000102052,9.993940353,6.07495,6.07495
6.07505,0.000105014,0.754239738,6.07505,6.07505
6.07515,3.47E-05,-0.001026851,6.07515,6.07515
6.07525,2.67E-05,-0.00113754,6.07525,6.07525
6.07535,2.52E-05,-0.001252731,6.07535,6.07535
6.07545,2.46E-05,-0.001162098,6.07545,6.07545
6.07555,2.43E-05,-0.000953388,6.07555,6.07555
6.07565,2.41E-05,-0.001183701,6.07565,6.07565
6.07575,2.40E-05,-0.001260964,6.07575,6.07575
6.07585,2.40E-05,-0.00137876,6.07585,6.07585
6.07595,2.40E-05,-0.001467845,6.07595,6.07595
6.07605,5.97E-05,9.228728294,6.07605,6.07605
6.07615,9.99E-05,9.993972778,6.07615,6.07615
6.07625,0.000101457,9.993940353,6.07625,6.07625
6.07635,0.0001018,9.993631363,6.07635,6.07635
6.07645,0.000101928,9.993946075,6.07645,6.07645
6.07655,0.000101996,9.993910789,6.07655,6.07655
6.07665,0.000101991,9.993858337,6.07665,6.07665
6.07675,0.000102035,9.993745804,6.07675,6.07675
6.07685,0.000102057,9.993818283,6.07685,6.07685
6.07695,0.000102075,9.993836403,6.07695,6.07695
6.07705,0.000105031,0.774322212,6.07705,6.07705
6.07715,3.46E-05,-0.001340269,6.07715,6.07715
6.07725,2.66E-05,-0.001136625,6.07725,6.07725
6.07735,2.51E-05,-0.001280245,6.07735,6.07735
6.07745,2.45E-05,-0.001233943,6.07745,6.07745
6.07755,2.42E-05,-0.000926366,6.07755,6.07755
6.07765,2.40E-05,-0.001228103,6.07765,6.07765
6.07775,2.39E-05,-0.001297485,6.07775,6.07775
6.07785,2.39E-05,-0.001274897,6.07785,6.07785
6.07795,2.39E-05,-0.001189189,6.07795,6.07795
6.07805,5.95E-05,9.208147049,6.07805,6.07805
6.07815,9.99E-05,9.99378109,6.07815,6.07815
6.07825,0.00010149,9.993943214,6.07825,6.07825
6.07835,0.000101835,9.993997574,6.07835,6.07835
6.07845,0.00010195,9.994054794,6.07845,6.07845
6.07855,0.000101962,9.993977547,6.07855,6.07855
6.07865,0.00010204,9.993595123,6.07865,6.07865
6.07875,0.000102047,9.993628502,6.07875,6.07875
6.07885,0.000102046,9.993645668,6.07885,6.07885
6.07895,0.00010207,9.993515015,6.07895,6.07895
6.07905,0.000105016,0.794186056,6.07905,6.07905
6.07915,3.45E-05,-0.001276586,6.07915,6.07915
6.07925,2.65E-05,-0.00104381,6.07925,6.07925
6.07935,2.50E-05,-0.000955006,6.07935,6.07935
6.07945,2.44E-05,-0.000951136,6.07945,6.07945
6.07955,2.41E-05,-0.00094818,6.07955,6.07955
6.07965,2.39E-05,-0.000859728,6.07965,6.07965
6.07975,2.38E-05,-0.001148095,6.07975,6.07975
6.07985,2.38E-05,-0.001260753,6.07985,6.07985
6.07995,2.38E-05,-0.000984842,6.07995,6.07995
6.08005,5.94E-05,9.188462257,6.08005,6.08005
6.08015,9.99E-05,9.993998528,6.08015,6.08015
6.08025,0.000101466,9.993988991,6.08025,6.08025
6.08035,0.000101844,9.994075775,6.08035,6.08035
6.08045,0.000102007,9.993928909,6.08045,6.08045
6.08055,0.000102009,9.99407196,6.08055,6.08055
6.08065,0.000102039,9.994033813,6.08065,6.08065
6.08075,0.000102079,9.993958473,6.08075,6.08075
6.08085,0.000102066,9.993808746,6.08085,6.08085
6.08095,0.000102057,9.994048119,6.08095,6.08095
6.08105,0.000105014,0.814450741,6.08105,6.08105
6.08115,3.44E-05,-0.001221559,6.08115,6.08115
6.08125,2.64E-05,-0.001038814,6.08125,6.08125
6.08135,2.49E-05,-0.001098697,6.08135,6.08135
6.08145,2.43E-05,-0.000962606,6.08145,6.08145
6.08155,2.40E-05,-0.000844177,6.08155,6.08155
6.08165,2.38E-05,-0.000969361,6.08165,6.08165
6.08175,2.38E-05,-0.000942551,6.08175,6.08175
6.08185,2.37E-05,-0.000866624,6.08185,6.08185
6.08195,2.37E-05,-0.000987305,6.08195,6.08195
6.08205,5.92E-05,9.168764114,6.08205,6.08205
6.08215,9.99E-05,9.994433403,6.08215,6.08215
6.08225,0.000101514,9.994059563,6.08225,6.08225
6.08235,0.000101852,9.994051933,6.08235,6.08235
6.08245,0.000101956,9.99366951,6.08245,6.08245
6.08255,0.000102004,9.993835449,6.08255,6.08255
6.08265,0.000102005,9.993859291,6.08265,6.08265
6.08275,0.000102029,9.994160652,6.08275,6.08275
6.08285,0.000102061,9.993958473,6.08285,6.08285
6.08295,0.00010203,9.993832588,6.08295,6.08295
6.08305,0.000105034,0.834482014,6.08305,6.08305
6.08315,3.43E-05,-0.00125442,6.08315,6.08315
6.08325,2.63E-05,-0.001120933,6.08325,6.08325
6.08335,2.48E-05,-0.001096586,6.08335,6.08335
6.08345,2.42E-05,-0.001088916,6.08345,6.08345
6.08355,2.39E-05,-0.001392341,6.08355,6.08355
6.08365,2.38E-05,-0.001461512,6.08365,6.08365
6.08375,2.37E-05,-0.001360746,6.08375,6.08375
6.08385,2.36E-05,-0.001255687,6.08385,6.08385
6.08395,2.36E-05,-0.001261668,6.08395,6.08395
6.08405,5.90E-05,9.148523331,6.08405,6.08405
6.08415,9.99E-05,9.9939785,6.08415,6.08415
6.08425,0.000101509,9.994117737,6.08425,6.08425
6.08435,0.000101846,9.994101524,6.08435,6.08435
6.08445,0.000101971,9.993905067,6.08445,6.08445
6.08455,0.000102014,9.993811607,6.08455,6.08455
6.08465,0.000102035,9.993864059,6.08465,6.08465
6.08475,0.000102086,9.993847847,6.08475,6.08475
6.08485,0.000102084,9.994124413,6.08485,6.08485
6.08495,0.000102071,9.994300842,6.08495,6.08495
6.08505,0.00010507,0.854131579,6.08505,6.08505
6.08515,3.43E-05,-0.001069564,6.08515,6.08515
6.08525,2.62E-05,-0.00129847,6.08525,6.08525
6.08535,2.47E-05,-0.001216703,6.08535,6.08535
6.08545,2.42E-05,-0.001366657,6.08545,6.08545
6.08555,2.39E-05,-0.001325632,6.08555,6.08555
6.08565,2.37E-05,-0.001162098,6.08565,6.08565
6.08575,2.36E-05,-0.001122762,6.08575,6.08575
6.08585,2.36E-05,-0.001267368,6.08585,6.08585
6.08595,2.36E-05,-0.001141691,6.08595,6.08595
6.08605,5.88E-05,9.128605843,6.08605,6.08605
6.08615,9.99E-05,9.994137764,6.08615,6.08615
6.08625,0.000101512,9.993927002,6.08625,6.08625
6.08635,0.000101866,9.993746758,6.08635,6.08635
6.08645,0.000101999,9.994203568,6.08645,6.08645
6.08655,0.000102044,9.994091988,6.08655,6.08655
6.08665,0.000102045,9.994160652,6.08665,6.08665
6.08675,0.000102081,9.993947983,6.08675,6.08675
6.08685,0.000102098,9.994179726,6.08685,6.08685
6.08695,0.000102103,9.994024277,6.08695,6.08695
6.08705,0.000105143,0.874251604,6.08705,6.08705
6.08715,3.42E-05,-0.001338509,6.08715,6.08715
6.08725,2.62E-05,-0.001110518,6.08725,6.08725
6.08735,2.47E-05,-0.00107069,6.08735,6.08735
6.08745,2.41E-05,-0.001016155,6.08745,6.08745
6.08755,2.38E-05,-0.001110167,6.08755,6.08755
6.08765,2.36E-05,-0.001230073,6.08765,6.08765
6.08775,2.35E-05,-0.001304874,6.08775,6.08775
6.08785,2.35E-05,-0.001414718,6.08785,6.08785
6.08795,2.35E-05,-0.001320355,6.08795,6.08795
6.08805,5.87E-05,9.108456612,6.08805,6.08805
6.08815,9.99E-05,9.99392128,6.08815,6.08815
6.08825,0.00010151,9.994083405,6.08825,6.08825
6.08835,0.000101848,9.993975639,6.08835,6.08835
6.08845,0.00010198,9.994026184,6.08845,6.08845
6.08855,0.000102013,9.994252205,6.08855,6.08855
6.08865,0.000102047,9.994257927,6.08865,6.08865
6.08875,0.000102055,9.994101524,6.08875,6.08875
6.08885,0.000102062,9.993914604,6.08885,6.08885
6.08895,0.000102087,9.994057655,6.08895,6.08895
6.08905,0.000105188,0.894201756,6.08905,6.08905
6.08915,3.42E-05,-0.001306703,6.08915,6.08915
6.08925,2.62E-05,-0.001112348,6.08925,6.08925
6.08935,2.46E-05,-0.001168924,6.08935,6.08935
6.08945,2.40E-05,-0.001344772,6.08945,6.08945
6.08955,2.37E-05,-0.00161611,6.08955,6.08955
6.08965,2.35E-05,-0.001290448,6.08965,6.08965
6.08975,2.35E-05,-0.001400785,6.08975,6.08975
6.08985,2.34E-05,-0.001291434,6.08985,6.08985
6.08995,2.34E-05,-0.001198759,6.08995,6.08995
6.09005,5.85E-05,9.088464737,6.09005,6.09005
6.09015,1.00E-04,9.994012833,6.09015,6.09015
6.09025,0.000101546,9.994104385,6.09025,6.09025
6.09035,0.000101895,9.994010925,6.09035,6.09035
6.09045,0.00010199,9.994081497,6.09045,6.09045
6.09055,0.000102035,9.993865013,6.09055,6.09055
6.09065,0.000102076,9.994166374,6.09065,6.09065
6.09075,0.000102104,9.99409008,6.09075,6.09075
6.09085,0.000102109,9.99434185,6.09085,6.09085
6.09095,0.000102116,9.994311333,6.09095,6.09095
6.09105,0.000105151,0.914523363,6.09105,6.09105
6.09115,3.41E-05,-0.001128181,6.09115,6.09115
6.09125,2.60E-05,-0.001230706,6.09125,6.09125
6.09135,2.45E-05,-0.001115726,6.09135,6.09135
6.09145,2.39E-05,-0.001256953,6.09145,6.09145
6.09155,2.36E-05,-0.000948603,6.09155,6.09155
6.09165,2.35E-05,-0.001183701,6.09165,6.09165
6.09175,2.34E-05,-0.001211214,6.09175,6.09175
6.09185,2.33E-05,-0.001287774,6.09185,6.09185
6.09195,2.33E-05,-0.001264623,6.09195,6.09195
6.09205,5.83E-05,9.068815231,6.09205,6.09205
6.09215,9.99E-05,9.994049072,6.09215,6.09215
6.09225,0.000101527,9.994260788,6.09225,6.09225
6.09235,0.000101916,9.994229317,6.09235,6.09235
6.09245,0.00010201,9.994299889,6.09245,6.09245
6.09255,0.000102041,9.994450569,6.09255,6.09255
6.09265,0.000102079,9.994649887,6.09265,6.09265
6.09275,0.000102111,9.994452477,6.09275,6.09275
6.09285,0.000102097,9.994488716,6.09285,6.09285
6.09295,0.000102111,9.994530678,6.09295,6.09295
6.09305,0.00010522,0.934326828,6.09305,6.09305
6.09315,3.40E-05,-0.001144928,6.09315,6.09315
6.09325,2.59E-05,-0.001363138,6.09325,6.09325
6.09335,2.44E-05,-0.000994553,6.09335,6.09335
6.09345,2.38E-05,-0.00133668,6.09345,6.09345
6.09355,2.36E-05,-0.00134625,6.09355,6.09355
6.09365,2.34E-05,-0.000881753,6.09365,6.09365
6.09375,2.33E-05,-0.001040503,6.09375,6.09375
6.09385,2.33E-05,-0.001295093,6.09385,6.09385
6.09395,2.32E-05,-0.001415773,6.09395,6.09395
6.09405,5.81E-05,9.048719406,6.09405,6.09405
6.09415,9.99E-05,9.99400425,6.09415,6.09415
6.09425,0.000101504,9.994197845,6.09425,6.09425
6.09435,0.000101852,9.994026184,6.09435,6.09435
6.09445,0.000101952,9.993960381,6.09445,6.09445
6.09455,0.000102043,9.993836403,6.09455,6.09455
6.09465,0.000102056,9.993751526,6.09465,6.09465
6.09475,0.00010208,9.993788719,6.09475,6.09475
6.09485,0.000102072,9.9941082,6.09485,6.09485
6.09495,0.000102092,9.994245529,6.09495,6.09495
6.09505,0.000105185,0.954263866,6.09505,6.09505
6.09515,3.39E-05,-0.001246961,6.09515,6.09515
6.09525,2.59E-05,-0.000983857,6.09525,6.09525
6.09535,2.44E-05,-0.001295233,6.09535,6.09535
6.09545,2.37E-05,-0.000899838,6.09545,6.09545
6.09555,2.34E-05,-0.001046132,6.09555,6.09555
6.09565,2.33E-05,-0.001293052,6.09565,6.09565
6.09575,2.32E-05,-0.001096867,6.09575,6.09575
6.09585,2.32E-05,-0.001030581,6.09585,6.09585
6.09595,2.31E-05,-0.000973583,6.09595,6.09595
6.09605,5.79E-05,9.028529167,6.09605,6.09605
6.09615,9.99E-05,9.994056702,6.09615,6.09615
6.09625,0.000101484,9.993816376,6.09625,6.09625
6.09635,0.00010185,9.99382782,6.09635,6.09635
6.09645,0.000101956,9.993878365,6.09645,6.09645
6.09655,0.000101995,9.993885994,6.09655,6.09655
6.09665,0.00010202,9.993668556,6.09665,6.09665
6.09675,0.000102061,9.99369812,6.09675,6.09675
6.09685,0.000102068,9.993966103,6.09685,6.09685
6.09695,0.000102071,9.99376297,6.09695,6.09695
6.09705,0.000105221,0.974447966,6.09705,6.09705
6.09715,3.39E-05,-0.001090816,6.09715,6.09715
6.09725,2.58E-05,-0.001055069,6.09725,6.09725
6.09735,2.43E-05,-0.000928266,6.09735,6.09735
6.09745,2.37E-05,-0.000971683,6.09745,6.09745
6.09755,2.34E-05,-0.000893294,6.09755,6.09755
6.09765,2.32E-05,-0.001004263,6.09765,6.09765
6.09775,2.31E-05,-0.001102004,6.09775,6.09775
6.09785,2.31E-05,-0.00125625,6.09785,6.09785
6.09795,2.30E-05,-0.001052395,6.09795,6.09795
6.09805,5.77E-05,9.008152008,6.09805,6.09805
6.09815,9.99E-05,9.993763924,6.09815,6.09815
6.09825,0.000101501,9.993884087,6.09825,6.09825
6.09835,0.000101862,9.994099617,6.09835,6.09835
6.09845,0.000101989,9.994129181,6.09845,6.09845
6.09855,0.000102014,9.993899345,6.09855,6.09855
6.09865,0.000102038,9.994053841,6.09865,6.09865
6.09875,0.000102063,9.994159698,6.09875,6.09875
6.09885,0.000102084,9.994091034,6.09885,6.09885
6.09895,0.000102101,9.994127274,6.09895,6.09895
6.09905,0.000105272,0.994088411,6.09905,6.09905
6.09915,3.38E-05,-0.000927563,6.09915,6.09915
6.09925,2.57E-05,-0.001338298,6.09925,6.09925
6.09935,2.42E-05,-0.001395015,6.09935,6.09935
6.09945,2.36E-05,-0.001119596,6.09945,6.09945
6.09955,2.33E-05,-0.001034662,6.09955,6.09955
6.09965,2.32E-05,-0.001024318,6.09965,6.09965
6.09975,2.31E-05,-0.001079909,6.09975,6.09975
6.09985,2.30E-05,-0.001219659,6.09985,6.09985
6.09995,2.30E-05,-0.001195734,6.09995,6.09995
6.10005,5.76E-05,8.988613129,6.10005,6.10005
6.10015,9.99E-05,9.99414444,6.10015,6.10015
6.10025,0.000101487,9.993862152,6.10025,6.10025
6.10035,0.000101877,9.993880272,6.10035,6.10035
6.10045,0.000101977,9.993600845,6.10045,6.10045
6.10055,0.000102022,9.993748665,6.10055,6.10055
6.10065,0.000102069,9.993664742,6.10065,6.10065
6.10075,0.000102051,9.993561745,6.10075,6.10075
6.10085,0.000102066,9.9936409,6.10085,6.10085
6.10095,0.000102083,9.993643761,6.10095,6.10095
6.10105,0.000105299,1.013746738,6.10105,6.10105
6.10115,3.38E-05,-0.001640738,6.10115,6.10115
6.10125,2.57E-05,-0.001642075,6.10125,6.10125
6.10135,2.41E-05,-0.001221559,6.10135,6.10135
6.10145,2.36E-05,-0.001564671,6.10145,6.10145
6.10155,2.33E-05,-0.001448213,6.10155,6.10155
6.10165,2.31E-05,-0.001456234,6.10165,6.10165
6.10175,2.30E-05,-0.001520762,6.10175,6.10175
6.10185,2.30E-05,-0.001408807,6.10185,6.10185
6.10195,2.29E-05,-0.001438009,6.10195,6.10195
6.10205,5.74E-05,8.968702316,6.10205,6.10205
6.10215,9.99E-05,9.994000435,6.10215,6.10215
6.10225,0.000101512,9.993992805,6.10225,6.10225
6.10235,0.00010185,9.993803024,6.10235,6.10235
6.10245,0.000101964,9.993542671,6.10245,6.10245
6.10255,0.000102013,9.993339539,6.10255,6.10255
6.10265,0.000102058,9.993485451,6.10265,6.10265
6.10275,0.000102066,9.993507385,6.10275,6.10275
6.10285,0.000102084,9.993611336,6.10285,6.10285
6.10295,0.000102118,9.993455887,6.10295,6.10295
6.10305,0.000105367,1.03382504,6.10305,6.10305
6.10315,3.38E-05,-0.001543068,6.10315,6.10315
6.10325,2.56E-05,-0.001765711,6.10325,6.10325
6.10335,2.41E-05,-0.001561153,6.10335,6.10335
6.10345,2.35E-05,-0.001531387,6.10345,6.10345
6.10355,2.32E-05,-0.001539128,6.10355,6.10355
6.10365,2.31E-05,-0.001304944,6.10365,6.10365
6.10375,2.29E-05,-0.001376086,6.10375,6.10375
6.10385,2.29E-05,-0.00135779,6.10385,6.10385
6.10395,2.29E-05,-0.001510629,6.10395,6.10395
6.10405,5.72E-05,8.948170662,6.10405,6.10405
6.10415,9.99E-05,9.993675232,6.10415,6.10415
6.10425,0.000101507,9.994038582,6.10425,6.10425
6.10435,0.00010188,9.993846893,6.10435,6.10435
6.10445,0.000101969,9.993906021,6.10445,6.10445
6.10455,0.000102015,9.993761063,6.10455,6.10455
6.10465,0.000102065,9.993728638,6.10465,6.10465
6.10475,0.000102077,9.993740082,6.10475,6.10475
6.10485,0.000102085,9.994008064,6.10485,6.10485
6.10495,0.000102112,9.99396801,6.10495,6.10495
6.10505,0.000105426,1.053432941,6.10505,6.10505
6.10515,3.37E-05,-0.001778166,6.10515,6.10515
6.10525,2.55E-05,-0.001750723,6.10525,6.10525
6.10535,2.40E-05,-0.001847338,6.10535,6.10535
6.10545,2.34E-05,-0.001760011,6.10545,6.10545
6.10555,2.32E-05,-0.001566501,6.10555,6.10555
6.10565,2.30E-05,-0.001592326,6.10565,6.10565
6.10575,2.29E-05,-0.001356453,6.10575,6.10575
6.10585,2.28E-05,-0.001444765,6.10585,6.10585
6.10595,2.28E-05,-0.001451449,6.10595,6.10595
6.10605,5.70E-05,8.928442001,6.10605,6.10605
6.10615,9.99E-05,9.993906975,6.10615,6.10615
6.10625,0.000101553,9.993840218,6.10625,6.10625
6.10635,0.000101879,9.993780136,6.10635,6.10635
6.10645,0.000102005,9.993764877,6.10645,6.10645
6.10655,0.000102051,9.993664742,6.10655,6.10655
6.10665,0.000102076,9.993932724,6.10665,6.10665
6.10675,0.00010209,9.993659019,6.10675,6.10675
6.10685,0.000102121,9.993877411,6.10685,6.10685
