A1_LTP,,,,,,,,,,,,,,,,
6.44755,3.19E-06,-0.001552705,,,,,,,,,,,,,,
6.44765,3.35E-06,-0.001661563,,,,,,,,,,,,,,
6.44775,3.48E-06,-0.001380376,,,,,,,,,,,,,,
6.44785,3.55E-06,-0.001277992,,,,,,,,,,,,,,
6.44795,3.62E-06,-0.001264552,,,,,,,,,,,,,,
6.44805,1.09E-05,-5.511814594,,,,,,,,,,,,,,
6.44815,3.13E-06,-9.995939255,,,,,,,,,,,,,,
6.44825,9.50E-07,-9.996582985,,,,,,,,,,,,,,
6.44835,3.70E-07,-9.996926308,,,,,,,,,,,,,,
6.44845,1.26E-07,-9.996927261,,,,,,,,,,,,,,
6.44855,3.73E-08,-9.997301102,,,,,,,,,,,,,,
6.44865,-2.84E-08,-9.997039795,,,,,,,,,,,,,,
6.44875,-5.60E-08,-9.997101784,,,,,,,,,,,,,,
6.44885,-8.60E-08,-9.996951103,,,,,,,,,,,,,,
6.44895,-9.14E-08,-9.997138977,,,,,,,,,,,,,,
6.44905,-8.76E-06,-4.496172428,,,,,,,,,,,,,,
6.44915,-2.16E-06,-0.002305562,,,,,,,,,,,,,,
6.44925,1.07E-06,-0.001923187,,,,,,,,,,,,,,
6.44935,2.30E-06,-0.001614909,,,,,,,,,,,,,,
6.44945,2.89E-06,-0.001311627,,,,,,,,,,,,,,
6.44955,3.18E-06,-0.0014214,,,,,,,,,,,,,,
6.44965,3.37E-06,-0.001225146,,,,,,,,,,,,,,
6.44975,3.48E-06,-0.001246116,,,,,,,,,,,,,,
6.44985,3.55E-06,-0.001286014,,,,,,,,,,,,,,
6.44995,3.61E-06,-0.001299595,,,,,,,,,,,,,,
6.45005,1.10E-05,-5.491819859,,,,,,,,,,,,,,
6.45015,3.14E-06,-9.995896339,,,,,,,,,,,,,,
6.45025,9.54E-07,-9.996139526,,,,,,,,,,,,,,
6.45035,3.86E-07,-9.996565819,,,,,,,,,,,,,,
6.45045,1.38E-07,-9.996351242,,,,,,,,,,,,,,
6.45055,4.46E-08,-9.996647835,,,,,,,,,,,,,,
6.45065,3.15E-09,-9.99715519,,,,,,,,,,,,,,
6.45075,-1.72E-08,-9.996724129,,,,,,,,,,,,,,
6.45085,-4.52E-08,-9.996723175,,,,,,,,,,,,,,
6.45095,-6.53E-08,-9.996865273,,,,,,,,,,,,,,
6.45105,-8.69E-06,-4.516299248,,,,,,,,,,,,,,
6.45115,-2.15E-06,-0.001936627,,,,,,,,,,,,,,
6.45125,1.05E-06,-0.001831429,,,,,,,,,,,,,,
6.45135,2.30E-06,-0.001712649,,,,,,,,,,,,,,
6.45145,2.88E-06,-0.001478679,,,,,,,,,,,,,,
6.45155,3.17E-06,-0.001345685,,,,,,,,,,,,,,
6.45165,3.34E-06,-0.001301565,,,,,,,,,,,,,,
6.45175,3.44E-06,-0.001319368,,,,,,,,,,,,,,
6.45185,3.52E-06,-0.001210862,,,,,,,,,,,,,,
6.45195,3.56E-06,-0.001078924,,,,,,,,,,,,,,
6.45205,1.09E-05,-5.472001076,,,,,,,,,,,,,,
6.45215,3.15E-06,-9.996116638,,,,,,,,,,,,,,
6.45225,9.52E-07,-9.996282578,,,,,,,,,,,,,,
6.45235,3.59E-07,-9.996787071,,,,,,,,,,,,,,
6.45245,1.25E-07,-9.996704102,,,,,,,,,,,,,,
6.45255,5.42E-09,-9.996468544,,,,,,,,,,,,,,
6.45265,-3.35E-08,-9.996417046,,,,,,,,,,,,,,
6.45275,-6.56E-08,-9.996692657,,,,,,,,,,,,,,
6.45285,-7.98E-08,-9.996980667,,,,,,,,,,,,,,
6.45295,-1.18E-07,-9.996800423,,,,,,,,,,,,,,
6.45305,-8.74E-06,-4.535913467,,,,,,,,,,,,,,
6.45315,-2.18E-06,-0.001660859,,,,,,,,,,,,,,
6.45325,1.05E-06,-0.001629968,,,,,,,,,,,,,,
6.45335,2.28E-06,-0.001561149,,,,,,,,,,,,,,
6.45345,2.88E-06,-0.001528569,,,,,,,,,,,,,,
6.45355,3.19E-06,-0.001195522,,,,,,,,,,,,,,
6.45365,3.37E-06,-0.001211073,,,,,,,,,,,,,,
6.45375,3.46E-06,-0.000998072,,,,,,,,,,,,,,
6.45385,3.52E-06,-0.001148165,,,,,,,,,,,,,,
6.45395,3.61E-06,-0.001324434,,,,,,,,,,,,,,
6.45405,1.09E-05,-5.452010155,,,,,,,,,,,,,,
6.45415,3.16E-06,-9.9958992,,,,,,,,,,,,,,
6.45425,9.47E-07,-9.996153831,,,,,,,,,,,,,,
6.45435,3.22E-07,-9.996687889,,,,,,,,,,,,,,
6.45445,1.34E-07,-9.99660778,,,,,,,,,,,,,,
6.45455,1.54E-08,-9.99655056,,,,,,,,,,,,,,
6.45465,-4.54E-08,-9.996629715,,,,,,,,,,,,,,
6.45475,-7.67E-08,-9.996707916,,,,,,,,,,,,,,
6.45485,-1.20E-07,-9.996749878,,,,,,,,,,,,,,
6.45495,-1.26E-07,-9.996943474,,,,,,,,,,,,,,
6.45505,-8.72E-06,-4.556179523,,,,,,,,,,,,,,
6.45515,-2.20E-06,-0.002286211,,,,,,,,,,,,,,
6.45525,1.02E-06,-0.001973852,,,,,,,,,,,,,,
6.45535,2.25E-06,-0.001372354,,,,,,,,,,,,,,
6.45545,2.87E-06,-0.001272926,,,,,,,,,,,,,,
6.45555,3.17E-06,-0.001482197,,,,,,,,,,,,,,
6.45565,3.36E-06,-0.001385583,,,,,,,,,,,,,,
6.45575,3.46E-06,-0.001425059,,,,,,,,,,,,,,
6.45585,3.54E-06,-0.001447295,,,,,,,,,,,,,,
6.45595,3.58E-06,-0.001357788,,,,,,,,,,,,,,
6.45605,1.09E-05,-5.432150841,,,,,,,,,,,,,,
6.45615,3.17E-06,-9.9963274,,,,,,,,,,,,,,
6.45625,9.42E-07,-9.996619225,,,,,,,,,,,,,,
6.45635,3.85E-07,-9.996814728,,,,,,,,,,,,,,
6.45645,1.47E-07,-9.996751785,,,,,,,,,,,,,,
6.45655,2.81E-08,-9.996688843,,,,,,,,,,,,,,
6.45665,-3.47E-08,-9.996637344,,,,,,,,,,,,,,
6.45675,-5.40E-08,-9.996564865,,,,,,,,,,,,,,
6.45685,-9.81E-08,-9.99686718,,,,,,,,,,,,,,
6.45695,-1.13E-07,-9.996781349,,,,,,,,,,,,,,
6.45705,-8.68E-06,-4.57613802,,,,,,,,,,,,,,
6.45715,-2.22E-06,-0.001816722,,,,,,,,,,,,,,
6.45725,1.07E-06,-0.00150577,,,,,,,,,,,,,,
6.45735,2.27E-06,-0.001417108,,,,,,,,,,,,,,
6.45745,2.87E-06,-0.001311064,,,,,,,,,,,,,,
6.45755,3.19E-06,-0.001123888,,,,,,,,,,,,,,
6.45765,3.36E-06,-0.00114542,,,,,,,,,,,,,,
6.45775,3.44E-06,-0.001129307,,,,,,,,,,,,,,
6.45785,3.53E-06,-0.001071254,,,,,,,,,,,,,,
6.45795,3.57E-06,-0.001083357,,,,,,,,,,,,,,
6.45805,1.09E-05,-5.411787033,,,,,,,,,,,,,,
6.45815,3.16E-06,-9.995993614,,,,,,,,,,,,,,
6.45825,9.44E-07,-9.996330261,,,,,,,,,,,,,,
6.45835,3.53E-07,-9.996464729,,,,,,,,,,,,,,
6.45845,1.27E-07,-9.996547699,,,,,,,,,,,,,,
6.45855,1.83E-08,-9.996730804,,,,,,,,,,,,,,
6.45865,-4.10E-08,-9.996776581,,,,,,,,,,,,,,
6.45875,-7.01E-08,-9.996694565,,,,,,,,,,,,,,
6.45885,-8.84E-08,-9.996815681,,,,,,,,,,,,,,
6.45895,-1.09E-07,-9.996911049,,,,,,,,,,,,,,
6.45905,-8.70E-06,-4.596153736,,,,,,,,,,,,,,
6.45915,-2.22E-06,-0.002207963,,,,,,,,,,,,,,
6.45925,9.87E-07,-0.001964845,,,,,,,,,,,,,,
6.45935,2.26E-06,-0.001822281,,,,,,,,,,,,,,
6.45945,2.86E-06,-0.001608224,,,,,,,,,,,,,,
6.45955,3.18E-06,-0.001194677,,,,,,,,,,,,,,
6.45965,3.37E-06,-0.001542502,,,,,,,,,,,,,,
6.45975,3.45E-06,-0.0015019,,,,,,,,,,,,,,
6.45985,3.51E-06,-0.001190667,,,,,,,,,,,,,,
6.45995,3.54E-06,-0.001071394,,,,,,,,,,,,,,
6.46005,1.09E-05,-5.392220497,,,,,,,,,,,,,,
6.46015,3.15E-06,-9.996432304,,,,,,,,,,,,,,
6.46025,9.27E-07,-9.996681213,,,,,,,,,,,,,,
6.46035,3.66E-07,-9.9969244,,,,,,,,,,,,,,
6.46045,1.21E-07,-9.996776581,,,,,,,,,,,,,,
6.46055,4.64E-09,-9.996874809,,,,,,,,,,,,,,
6.46065,-2.89E-08,-9.996660233,,,,,,,,,,,,,,
6.46075,-8.63E-08,-9.997135162,,,,,,,,,,,,,,
6.46085,-9.23E-08,-9.996835709,,,,,,,,,,,,,,
6.46095,-1.23E-07,-9.996787071,,,,,,,,,,,,,,
6.46105,-8.69E-06,-4.616163731,,,,,,,,,,,,,,
6.46115,-2.23E-06,-0.002140973,,,,,,,,,,,,,,
6.46125,1.01E-06,-0.001959215,,,,,,,,,,,,,,
6.46135,2.26E-06,-0.001533846,,,,,,,,,,,,,,
6.46145,2.84E-06,-0.001499789,,,,,,,,,,,,,,
6.46155,3.17E-06,-0.001363347,,,,,,,,,,,,,,
6.46165,3.35E-06,-0.00097851,,,,,,,,,,,,,,
6.46175,3.47E-06,-0.001058869,,,,,,,,,,,,,,
6.46185,3.54E-06,-0.001248649,,,,,,,,,,,,,,
6.46195,3.58E-06,-0.001185037,,,,,,,,,,,,,,
6.46205,1.09E-05,-5.372004509,,,,,,,,,,,,,,
6.46215,3.17E-06,-9.996279716,,,,,,,,,,,,,,
6.46225,9.33E-07,-9.996235847,,,,,,,,,,,,,,
6.46235,3.35E-07,-9.996819496,,,,,,,,,,,,,,
6.46245,1.03E-07,-9.996711731,,,,,,,,,,,,,,
6.46255,3.13E-09,-9.997083664,,,,,,,,,,,,,,
6.46265,-4.45E-08,-9.997012138,,,,,,,,,,,,,,
6.46275,-1.11E-07,-9.996954918,,,,,,,,,,,,,,
6.46285,-1.23E-07,-9.997315407,,,,,,,,,,,,,,
6.46295,-1.37E-07,-9.99710083,,,,,,,,,,,,,,
6.46305,-8.71E-06,-4.635918617,,,,,,,,,,,,,,
6.46315,-2.27E-06,-0.002195719,,,,,,,,,,,,,,
6.46325,9.98E-07,-0.002015298,,,,,,,,,,,,,,
6.46335,2.25E-06,-0.001553971,,,,,,,,,,,,,,
6.46345,2.86E-06,-0.001350681,,,,,,,,,,,,,,
6.46355,3.17E-06,-0.001496974,,,,,,,,,,,,,,
6.46365,3.36E-06,-0.001228524,,,,,,,,,,,,,,
6.46375,3.45E-06,-0.001347163,,,,,,,,,,,,,,
6.46385,3.54E-06,-0.001340478,,,,,,,,,,,,,,
6.46395,3.58E-06,-0.001297061,,,,,,,,,,,,,,
6.46405,1.09E-05,-5.352320194,,,,,,,,,,,,,,
6.46415,3.19E-06,-9.996504784,,,,,,,,,,,,,,
6.46425,9.34E-07,-9.996831894,,,,,,,,,,,,,,
6.46435,3.48E-07,-9.996879578,,,,,,,,,,,,,,
6.46445,1.46E-07,-9.997117043,,,,,,,,,,,,,,
6.46455,4.68E-08,-9.997080803,,,,,,,,,,,,,,
6.46465,-3.53E-08,-9.996900558,,,,,,,,,,,,,,
6.46475,-7.09E-08,-9.997051239,,,,,,,,,,,,,,
6.46485,-1.28E-07,-9.997093201,,,,,,,,,,,,,,
6.46495,-1.14E-07,-9.997120857,,,,,,,,,,,,,,
6.46505,-8.65E-06,-4.65647316,,,,,,,,,,,,,,
6.46515,-2.25E-06,-0.002129785,,,,,,,,,,,,,,
6.46525,1.03E-06,-0.002100442,,,,,,,,,,,,,,
6.46535,2.25E-06,-0.001752758,,,,,,,,,,,,,,
6.46545,2.86E-06,-0.001504433,,,,,,,,,,,,,,
6.46555,3.18E-06,-0.001648897,,,,,,,,,,,,,,
6.46565,3.35E-06,-0.001579092,,,,,,,,,,,,,,
6.46575,3.44E-06,-0.001423441,,,,,,,,,,,,,,
6.46585,3.54E-06,-0.001174341,,,,,,,,,,,,,,
6.46595,3.60E-06,-0.001089056,,,,,,,,,,,,,,
6.46605,1.09E-05,-5.332223415,,,,,,,,,,,,,,
6.46615,3.20E-06,-9.995980263,,,,,,,,,,,,,,
6.46625,9.36E-07,-9.996497154,,,,,,,,,,,,,,
6.46635,3.44E-07,-9.996697426,,,,,,,,,,,,,,
6.46645,9.88E-08,-9.996685028,,,,,,,,,,,,,,
6.46655,3.93E-09,-9.996736526,,,,,,,,,,,,,,
6.46665,-4.64E-08,-9.997264862,,,,,,,,,,,,,,
6.46675,-7.47E-08,-9.997196198,,,,,,,,,,,,,,
6.46685,-1.15E-07,-9.997091293,,,,,,,,,,,,,,
6.46695,-8.98E-08,-9.997445107,,,,,,,,,,,,,,
6.46705,-8.62E-06,-4.676468849,,,,,,,,,,,,,,
6.46715,-2.22E-06,-0.002394646,,,,,,,,,,,,,,
6.46725,1.05E-06,-0.002066243,,,,,,,,,,,,,,
6.46735,2.29E-06,-0.001679366,,,,,,,,,,,,,,
6.46745,2.86E-06,-0.001485856,,,,,,,,,,,,,,
6.46755,3.21E-06,-0.001704768,,,,,,,,,,,,,,
6.46765,3.37E-06,-0.001617794,,,,,,,,,,,,,,
6.46775,3.47E-06,-0.001537294,,,,,,,,,,,,,,
6.46785,3.55E-06,-0.001260893,,,,,,,,,,,,,,
6.46795,3.59E-06,-0.001261456,,,,,,,,,,,,,,
6.46805,1.09E-05,-5.311767578,,,,,,,,,,,,,,
6.46815,3.22E-06,-9.995886803,,,,,,,,,,,,,,
6.46825,9.27E-07,-9.995975494,,,,,,,,,,,,,,
6.46835,3.72E-07,-9.996337891,,,,,,,,,,,,,,
6.46845,1.34E-07,-9.996125221,,,,,,,,,,,,,,
6.46855,3.18E-08,-9.996389389,,,,,,,,,,,,,,
6.46865,-3.59E-08,-9.996438026,,,,,,,,,,,,,,
6.46875,-6.18E-08,-9.996593475,,,,,,,,,,,,,,
6.46885,-8.70E-08,-9.996702194,,,,,,,,,,,,,,
6.46895,-5.79E-08,-9.996656418,,,,,,,,,,,,,,
6.46905,-8.58E-06,-4.69587183,,,,,,,,,,,,,,
6.46915,-2.25E-06,-0.001811515,,,,,,,,,,,,,,
6.46925,1.06E-06,-0.001603369,,,,,,,,,,,,,,
6.46935,2.32E-06,-0.001112207,,,,,,,,,,,,,,
6.46945,2.93E-06,-0.000952122,,,,,,,,,,,,,,
6.46955,3.21E-06,-0.000925524,,,,,,,,,,,,,,
6.46965,3.38E-06,-0.000916657,,,,,,,,,,,,,,
6.46975,3.47E-06,-0.001030863,,,,,,,,,,,,,,
6.46985,3.54E-06,-0.001010949,,,,,,,,,,,,,,
6.46995,3.56E-06,-0.001130714,,,,,,,,,,,,,,
6.47005,1.08E-05,-5.291778564,,,,,,,,,,,,,,
6.47015,3.24E-06,-9.995969772,,,,,,,,,,,,,,
6.47025,9.45E-07,-9.996165276,,,,,,,,,,,,,,
6.47035,3.48E-07,-9.996605873,,,,,,,,,,,,,,
6.47045,1.48E-07,-9.996684074,,,,,,,,,,,,,,
6.47055,4.36E-08,-9.996572495,,,,,,,,,,,,,,
6.47065,-5.90E-08,-9.996691704,,,,,,,,,,,,,,
6.47075,-8.49E-08,-9.996652603,,,,,,,,,,,,,,
6.47085,-1.16E-07,-9.996962547,,,,,,,,,,,,,,
6.47095,-1.28E-07,-9.996749878,,,,,,,,,,,,,,
6.47105,-8.63E-06,-4.715748787,,,,,,,,,,,,,,
6.47115,-2.25E-06,-0.00196006,,,,,,,,,,,,,,
6.47125,1.05E-06,-0.00179913,,,,,,,,,,,,,,
6.47135,2.32E-06,-0.001418163,,,,,,,,,,,,,,
6.47145,2.88E-06,-0.001218884,,,,,,,,,,,,,,
6.47155,3.18E-06,-0.000978721,,,,,,,,,,,,,,
6.47165,3.35E-06,-0.000950152,,,,,,,,,,,,,,
6.47175,3.47E-06,-0.000739825,,,,,,,,,,,,,,
6.47185,3.57E-06,-0.000468138,,,,,,,,,,,,,,
6.47195,3.59E-06,-0.000666784,,,,,,,,,,,,,,
6.47205,1.09E-05,-5.27175045,,,,,,,,,,,,,,
6.47215,3.26E-06,-9.995412827,,,,,,,,,,,,,,
6.47225,9.39E-07,-9.995761871,,,,,,,,,,,,,,
6.47235,3.36E-07,-9.996315956,,,,,,,,,,,,,,
6.47245,9.44E-08,-9.996494293,,,,,,,,,,,,,,
6.47255,4.13E-09,-9.996565819,,,,,,,,,,,,,,
6.47265,-4.28E-08,-9.996407509,,,,,,,,,,,,,,
6.47275,-7.59E-08,-9.996494293,,,,,,,,,,,,,,
6.47285,-8.55E-08,-9.99642086,,,,,,,,,,,,,,
6.47295,-1.30E-07,-9.996829033,,,,,,,,,,,,,,
6.47305,-8.62E-06,-4.735871792,,,,,,,,,,,,,,
6.47315,-2.28E-06,-0.001784775,,,,,,,,,,,,,,
6.47325,1.03E-06,-0.001852046,,,,,,,,,,,,,,
6.47335,2.24E-06,-0.001442651,,,,,,,,,,,,,,
6.47345,2.88E-06,-0.001278274,,,,,,,,,,,,,,
6.47355,3.24E-06,-0.00103037,,,,,,,,,,,,,,
6.47365,3.39E-06,-0.000960285,,,,,,,,,,,,,,
6.47375,3.50E-06,-0.000756995,,,,,,,,,,,,,,
6.47385,3.56E-06,-0.000740388,,,,,,,,,,,,,,
6.47395,3.59E-06,-0.000982873,,,,,,,,,,,,,,
6.47405,1.09E-05,-5.251921654,,,,,,,,,,,,,,
6.47415,3.26E-06,-9.995866776,,,,,,,,,,,,,,
6.47425,9.77E-07,-9.996399879,,,,,,,,,,,,,,
6.47435,3.73E-07,-9.996528625,,,,,,,,,,,,,,
6.47445,1.13E-07,-9.996442795,,,,,,,,,,,,,,
6.47455,6.97E-09,-9.996387482,,,,,,,,,,,,,,
6.47465,-3.95E-08,-9.996678352,,,,,,,,,,,,,,
6.47475,-6.11E-08,-9.996807098,,,,,,,,,,,,,,
6.47485,-6.99E-08,-9.996841431,,,,,,,,,,,,,,
6.47495,-9.51E-08,-9.996793747,,,,,,,,,,,,,,
6.47505,-8.56E-06,-4.75603056,,,,,,,,,,,,,,
6.47515,-2.28E-06,-0.001708005,,,,,,,,,,,,,,
6.47525,1.06E-06,-0.001632079,,,,,,,,,,,,,,
6.47535,2.31E-06,-0.001286647,,,,,,,,,,,,,,
6.47545,2.88E-06,-0.001346248,,,,,,,,,,,,,,
6.47555,3.23E-06,-0.00105908,,,,,,,,,,,,,,
6.47565,3.40E-06,-0.001509288,,,,,,,,,,,,,,
6.47575,3.50E-06,-0.001510837,,,,,,,,,,,,,,
6.47585,3.54E-06,-0.001082301,,,,,,,,,,,,,,
6.47595,3.60E-06,-0.000947126,,,,,,,,,,,,,,
6.47605,1.09E-05,-5.231582165,,,,,,,,,,,,,,
6.47615,3.24E-06,-9.995905876,,,,,,,,,,,,,,
6.47625,9.44E-07,-9.996421814,,,,,,,,,,,,,,
6.47635,3.85E-07,-9.99710083,,,,,,,,,,,,,,
6.47645,1.63E-07,-9.997045517,,,,,,,,,,,,,,
6.47655,3.29E-08,-9.996888161,,,,,,,,,,,,,,
6.47665,-3.00E-08,-9.997363091,,,,,,,,,,,,,,
6.47675,-7.45E-08,-9.997280121,,,,,,,,,,,,,,
6.47685,-1.06E-07,-9.997195244,,,,,,,,,,,,,,
6.47695,-1.18E-07,-9.997330666,,,,,,,,,,,,,,
6.47705,-8.58E-06,-4.776302814,,,,,,,,,,,,,,
6.47715,-2.31E-06,-0.001974485,,,,,,,,,,,,,,
6.47725,1.02E-06,-0.001653822,,,,,,,,,,,,,,
6.47735,2.27E-06,-0.001328867,,,,,,,,,,,,,,
6.47745,2.86E-06,-0.001160409,,,,,,,,,,,,,,
6.47755,3.19E-06,-0.001188837,,,,,,,,,,,,,,
6.47765,3.37E-06,-0.001277359,,,,,,,,,,,,,,
6.47775,3.52E-06,-0.001261245,,,,,,,,,,,,,,
6.47785,3.59E-06,-0.000766494,,,,,,,,,,,,,,
6.47795,3.64E-06,-0.000729059,,,,,,,,,,,,,,
6.47805,1.09E-05,-5.211884499,,,,,,,,,,,,,,
6.47815,3.26E-06,-9.995737076,,,,,,,,,,,,,,
6.47825,9.31E-07,-9.995853424,,,,,,,,,,,,,,
6.47835,3.75E-07,-9.996141434,,,,,,,,,,,,,,
6.47845,1.19E-07,-9.996499062,,,,,,,,,,,,,,
6.47855,6.87E-09,-9.996733665,,,,,,,,,,,,,,
6.47865,-3.73E-08,-9.996631622,,,,,,,,,,,,,,
6.47875,-8.95E-08,-9.996767998,,,,,,,,,,,,,,
6.47885,-9.11E-08,-9.996788025,,,,,,,,,,,,,,
6.47895,-8.90E-08,-9.996926308,,,,,,,,,,,,,,
6.47905,-8.54E-06,-4.795809269,,,,,,,,,,,,,,
6.47915,-2.27E-06,-0.001822703,,,,,,,,,,,,,,
6.47925,1.04E-06,-0.001521814,,,,,,,,,,,,,,
6.47935,2.31E-06,-0.001358985,,,,,,,,,,,,,,
6.47945,2.93E-06,-0.001010949,,,,,,,,,,,,,,
6.47955,3.23E-06,-0.000813359,,,,,,,,,,,,,,
6.47965,3.41E-06,-0.000989417,,,,,,,,,,,,,,
6.47975,3.51E-06,-0.000930942,,,,,,,,,,,,,,
6.47985,3.59E-06,-0.000937064,,,,,,,,,,,,,,
6.47995,3.63E-06,-0.000705345,,,,,,,,,,,,,,
6.48005,1.08E-05,-5.191645622,,,,,,,,,,,,,,
6.48015,3.24E-06,-9.995903969,,,,,,,,,,,,,,
6.48025,9.62E-07,-9.996286392,,,,,,,,,,,,,,
6.48035,3.75E-07,-9.996456146,,,,,,,,,,,,,,
6.48045,1.31E-07,-9.996295929,,,,,,,,,,,,,,
6.48055,2.53E-08,-9.996336937,,,,,,,,,,,,,,
6.48065,-1.26E-08,-9.996384621,,,,,,,,,,,,,,
6.48075,-5.32E-08,-9.996383667,,,,,,,,,,,,,,
6.48085,-8.46E-08,-9.996600151,,,,,,,,,,,,,,
6.48095,-8.55E-08,-9.996450424,,,,,,,,,,,,,,
6.48105,-8.55E-06,-4.815833569,,,,,,,,,,,,,,
6.48115,-2.31E-06,-0.00183741,,,,,,,,,,,,,,
6.48125,1.08E-06,-0.001571915,,,,,,,,,,,,,,
6.48135,2.28E-06,-0.001031074,,,,,,,,,,,,,,
6.48145,2.89E-06,-0.000814484,,,,,,,,,,,,,,
6.48155,3.24E-06,-0.000900614,,,,,,,,,,,,,,
6.48165,3.40E-06,-0.000709004,,,,,,,,,,,,,,
6.48175,3.50E-06,-0.000579529,,,,,,,,,,,,,,
6.48185,3.58E-06,-0.000528231,,,,,,,,,,,,,,
6.48195,3.59E-06,-0.000574603,,,,,,,,,,,,,,
6.48205,1.08E-05,-5.171812534,,,,,,,,,,,,,,
6.48215,3.32E-06,-9.995609283,,,,,,,,,,,,,,
6.48225,9.52E-07,-9.995946884,,,,,,,,,,,,,,
6.48235,3.63E-07,-9.996341705,,,,,,,,,,,,,,
6.48245,1.05E-07,-9.99634552,,,,,,,,,,,,,,
6.48255,4.55E-09,-9.996567726,,,,,,,,,,,,,,
6.48265,-3.87E-08,-9.99654007,,,,,,,,,,,,,,
6.48275,-9.31E-08,-9.996413231,,,,,,,,,,,,,,
6.48285,-9.61E-08,-9.996479034,,,,,,,,,,,,,,
6.48295,-8.64E-08,-9.99648571,,,,,,,,,,,,,,
6.48305,-8.52E-06,-4.8352561,,,,,,,,,,,,,,
6.48315,-2.32E-06,-0.001260963,,,,,,,,,,,,,,
6.48325,1.06E-06,-0.000972388,,,,,,,,,,,,,,
6.48335,2.34E-06,-0.000667417,,,,,,,,,,,,,,
6.48345,2.92E-06,-0.000546105,,,,,,,,,,,,,,
6.48355,3.23E-06,-0.000517395,,,,,,,,,,,,,,
6.48365,3.42E-06,-0.000586706,,,,,,,,,,,,,,
6.48375,3.52E-06,-0.000392845,,,,,,,,,,,,,,
6.48385,3.57E-06,-0.000536464,,,,,,,,,,,,,,
6.48395,3.62E-06,-0.000479397,,,,,,,,,,,,,,
6.48405,1.09E-05,-5.151604652,,,,,,,,,,,,,,
6.48415,3.28E-06,-9.995594025,,,,,,,,,,,,,,
6.48425,9.31E-07,-9.995780945,,,,,,,,,,,,,,
6.48435,3.42E-07,-9.996429443,,,,,,,,,,,,,,
6.48445,1.04E-07,-9.99642086,,,,,,,,,,,,,,
6.48455,3.03E-09,-9.996411324,,,,,,,,,,,,,,
6.48465,-4.56E-08,-9.996697426,,,,,,,,,,,,,,
6.48475,-7.17E-08,-9.996679306,,,,,,,,,,,,,,
6.48485,-1.12E-07,-9.996590614,,,,,,,,,,,,,,
6.48495,-1.07E-07,-9.996489525,,,,,,,,,,,,,,
6.48505,-8.51E-06,-4.855835438,,,,,,,,,,,,,,
6.48515,-2.34E-06,-0.002130981,,,,,,,,,,,,,,
6.48525,1.04E-06,-0.001823759,,,,,,,,,,,,,,
6.48535,2.30E-06,-0.001254489,,,,,,,,,,,,,,
6.48545,2.95E-06,-0.001098697,,,,,,,,,,,,,,
6.48555,3.24E-06,-0.000717096,,,,,,,,,,,,,,
6.48565,3.42E-06,-0.000760724,,,,,,,,,,,,,,
6.48575,3.55E-06,-0.001010105,,,,,,,,,,,,,,
6.48585,3.60E-06,-0.000876759,,,,,,,,,,,,,,
6.48595,3.61E-06,-0.001042825,,,,,,,,,,,,,,
6.48605,1.09E-05,-5.131709099,,,,,,,,,,,,,,
6.48615,3.31E-06,-9.995824814,,,,,,,,,,,,,,
6.48625,9.73E-07,-9.996055603,,,,,,,,,,,,,,
6.48635,3.93E-07,-9.996425629,,,,,,,,,,,,,,
6.48645,1.79E-07,-9.99671936,,,,,,,,,,,,,,
6.48655,7.35E-08,-9.996840477,,,,,,,,,,,,,,
6.48665,-2.19E-09,-9.996932983,,,,,,,,,,,,,,
6.48675,-2.43E-08,-9.996915817,,,,,,,,,,,,,,
6.48685,-6.09E-08,-9.996947289,,,,,,,,,,,,,,
6.48695,-5.63E-08,-9.996888161,,,,,,,,,,,,,,
6.48705,-8.49E-06,-4.876091957,,,,,,,,,,,,,,
6.48715,-2.31E-06,-0.001924806,,,,,,,,,,,,,,
6.48725,1.10E-06,-0.001732282,,,,,,,,,,,,,,
6.48735,2.37E-06,-0.001083357,,,,,,,,,,,,,,
6.48745,2.95E-06,-0.001164983,,,,,,,,,,,,,,
6.48755,3.24E-06,-0.001197,,,,,,,,,,,,,,
6.48765,3.43E-06,-0.001045992,,,,,,,,,,,,,,
6.48775,3.53E-06,-0.001101863,,,,,,,,,,,,,,
6.48785,3.61E-06,-0.001274685,,,,,,,,,,,,,,
6.48795,3.63E-06,-0.001149783,,,,,,,,,,,,,,
6.48805,1.08E-05,-5.111804962,,,,,,,,,,,,,,
6.48815,3.31E-06,-9.995800018,,,,,,,,,,,,,,
6.48825,9.94E-07,-9.995867729,,,,,,,,,,,,,,
6.48835,3.89E-07,-9.996431351,,,,,,,,,,,,,,
6.48845,1.69E-07,-9.996640205,,,,,,,,,,,,,,
6.48855,6.35E-08,-9.996831894,,,,,,,,,,,,,,
6.48865,-6.76E-09,-9.996872902,,,,,,,,,,,,,,
6.48875,-2.59E-08,-9.996834755,,,,,,,,,,,,,,
6.48885,-4.65E-08,-9.996730804,,,,,,,,,,,,,,
6.48895,-7.53E-08,-9.997091293,,,,,,,,,,,,,,
6.48905,-8.49E-06,-4.895878792,,,,,,,,,,,,,,
6.48915,-2.33E-06,-0.002097768,,,,,,,,,,,,,,
6.48925,1.06E-06,-0.002029442,,,,,,,,,,,,,,
6.48935,2.34E-06,-0.001601188,,,,,,,,,,,,,,
