A1_LTD,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,
6.41595,9.34E-08,-0.001068333,,,,
6.41605,-6.79E-06,5.828745842,,,,
6.41615,7.43E-06,9.99177742,,,,
6.41625,1.27E-05,9.991896629,,,,
6.41635,1.45E-05,9.991940498,,,,
6.41645,1.54E-05,9.991774559,,,,
6.41655,1.58E-05,9.991921425,,,,
6.41665,1.61E-05,9.991934776,,,,
6.41675,1.62E-05,9.99190712,,,,
6.41685,1.63E-05,9.991399765,,,,
6.41695,1.64E-05,9.991761208,,,,
6.41705,2.14E-05,4.171756744,,,,
6.41715,4.63E-06,-0.001011969,,,,
6.41725,1.60E-06,-0.001112453,,,,
6.41735,7.56E-07,-0.000941039,,,,
6.41745,4.38E-07,-0.000686522,,,,
6.41755,3.09E-07,-0.001214274,,,,
6.41765,2.38E-07,-0.001094298,,,,
6.41775,1.79E-07,-0.001046449,,,,
6.41785,1.70E-07,-0.001079099,,,,
6.41795,1.78E-07,-0.001148622,,,,
6.41805,-6.70E-06,5.808445454,,,,
6.41815,7.49E-06,9.991677284,,,,
6.41825,1.27E-05,9.992125511,,,,
6.41835,1.46E-05,9.992312431,,,,
6.41845,1.54E-05,9.992098808,,,,
6.41855,1.59E-05,9.991779327,,,,
6.41865,1.61E-05,9.991847038,,,,
6.41875,1.62E-05,9.991815567,,,,
6.41885,1.63E-05,9.991886139,,,,
6.41895,1.64E-05,9.991933823,,,,
6.41905,2.15E-05,4.191896439,,,,
6.41915,4.70E-06,-0.001138841,,,,
6.41925,1.62E-06,-0.001103939,,,,
6.41935,7.88E-07,-0.001233273,,,,
6.41945,4.66E-07,-0.001099013,,,,
6.41955,3.37E-07,-0.001032868,,,,
6.41965,2.80E-07,-0.000998881,,,,
6.41975,2.13E-07,-0.00095455,,,,
6.41985,1.78E-07,-0.000907404,,,,
6.41995,1.56E-07,-0.00129217,,,,
6.42005,-6.72E-06,5.789105892,,,,
6.42015,7.45E-06,9.992233276,,,,
6.42025,1.27E-05,9.992229462,,,,
6.42035,1.46E-05,9.992174149,,,,
6.42045,1.54E-05,9.991927147,,,,
6.42055,1.58E-05,9.991889954,,,,
6.42065,1.61E-05,9.991814613,,,,
6.42075,1.62E-05,9.991541862,,,,
6.42085,1.63E-05,9.991779327,,,,
6.42095,1.64E-05,9.991890907,,,,
6.42105,2.15E-05,4.211819172,,,,
6.42115,4.71E-06,-0.001234821,,,,
6.42125,1.63E-06,-0.001081844,,,,
6.42135,8.01E-07,-0.000830352,,,,
6.42145,4.90E-07,-0.000995011,,,,
6.42155,3.34E-07,-0.000484568,,,,
6.42165,2.50E-07,-0.000681877,,,,
6.42175,2.13E-07,-0.000950609,,,,
6.42185,1.89E-07,-0.001048489,,,,
6.42195,1.56E-07,-0.001324187,,,,
6.42205,-6.73E-06,5.768960476,,,,
6.42215,7.42E-06,9.992259979,,,,
6.42225,1.27E-05,9.992110252,,,,
6.42235,1.45E-05,9.99201107,,,,
6.42245,1.54E-05,9.991874695,,,,
6.42255,1.58E-05,9.992051125,,,,
6.42265,1.61E-05,9.992165565,,,,
6.42275,1.62E-05,9.992338181,,,,
6.42285,1.63E-05,9.992250443,,,,
6.42295,1.64E-05,9.992471695,,,,
6.42305,2.15E-05,4.23166275,,,,
6.42315,4.74E-06,-0.001189435,,,,
6.42325,1.60E-06,-0.001120968,,,,
6.42335,8.26E-07,-0.001055878,,,,
6.42345,5.12E-07,-0.000963979,,,,
6.42355,3.36E-07,-0.000970171,,,,
6.42365,2.77E-07,-0.001042649,,,,
6.42375,2.14E-07,-0.00129217,,,,
6.42385,1.99E-07,-0.001157066,,,,
6.42395,1.58E-07,-0.001053274,,,,
6.42405,-6.74E-06,5.748958588,,,,
6.42415,7.41E-06,9.991937637,,,,
6.42425,1.26E-05,9.992099762,,,,
6.42435,1.45E-05,9.992012978,,,,
6.42445,1.54E-05,9.992061615,,,,
6.42455,1.59E-05,9.992089272,,,,
6.42465,1.61E-05,9.992176056,,,,
6.42475,1.62E-05,9.992025375,,,,
6.42485,1.63E-05,9.992199898,,,,
6.42495,1.63E-05,9.991973877,,,,
6.42505,2.15E-05,4.252160072,,,,
6.42515,4.72E-06,-0.001106965,,,,
6.42525,1.59E-06,-0.001362256,,,,
6.42535,7.61E-07,-0.001443037,,,,
6.42545,4.58E-07,-0.00128056,,,,
6.42555,3.03E-07,-0.000963768,,,,
6.42565,2.35E-07,-0.00100648,,,,
6.42575,1.71E-07,-0.000717061,,,,
6.42585,1.46E-07,-0.000865465,,,,
6.42595,1.27E-07,-0.001135182,,,,
6.42605,-6.78E-06,5.729138851,,,,
6.42615,7.30E-06,9.992009163,,,,
6.42625,1.26E-05,9.992088318,,,,
6.42635,1.45E-05,9.991944313,,,,
6.42645,1.53E-05,9.991894722,,,,
6.42655,1.58E-05,9.991868973,,,,
6.42665,1.60E-05,9.992091179,,,,
6.42675,1.62E-05,9.991984367,,,,
6.42685,1.63E-05,9.991934776,,,,
6.42695,1.63E-05,9.991939545,,,,
6.42705,2.15E-05,4.271810055,,,,
6.42715,4.75E-06,-0.001196823,,,,
6.42725,1.57E-06,-0.001288723,,,,
6.42735,7.73E-07,-0.001230318,,,,
6.42745,4.49E-07,-0.001429245,,,,
6.42755,3.02E-07,-0.000962923,,,,
6.42765,2.35E-07,-0.000871165,,,,
6.42775,1.59E-07,-0.000963627,,,,
6.42785,1.85E-07,-0.00130357,,,,
6.42795,1.55E-07,-0.001275142,,,,
6.42805,-6.75E-06,5.708660126,,,,
6.42815,7.35E-06,9.991740227,,,,
6.42825,1.26E-05,9.991530418,,,,
6.42835,1.45E-05,9.991742134,,,,
6.42845,1.54E-05,9.991919518,,,,
6.42855,1.58E-05,9.991938591,,,,
6.42865,1.61E-05,9.992034912,,,,
6.42875,1.62E-05,9.992150307,,,,
6.42885,1.63E-05,9.991963387,,,,
6.42895,1.63E-05,9.991883278,,,,
6.42905,2.15E-05,4.292084217,,,,
6.42915,4.74E-06,-0.000771666,,,,
6.42925,1.61E-06,-0.000851321,,,,
6.42935,7.82E-07,-0.001006269,,,,
6.42945,4.70E-07,-0.000928514,,,,
6.42955,3.06E-07,-0.000893823,,,,
6.42965,2.43E-07,-0.000785035,,,,
6.42975,2.00E-07,-0.000855121,,,,
6.42985,1.63E-07,-0.000698906,,,,
6.42995,1.45E-07,-0.000706998,,,,
6.43005,-6.76E-06,5.689203262,,,,
6.43015,7.30E-06,9.991978645,,,,
6.43025,1.26E-05,9.991776466,,,,
6.43035,1.45E-05,9.991902351,,,,
6.43045,1.54E-05,9.991950035,,,,
6.43055,1.58E-05,9.992239952,,,,
6.43065,1.61E-05,9.992408752,,,,
6.43075,1.62E-05,9.992239952,,,,
6.43085,1.63E-05,9.992033005,,,,
6.43095,1.63E-05,9.992045403,,,,
6.43105,2.15E-05,4.312144279,,,,
6.43115,4.72E-06,-0.000298307,,,,
6.43125,1.59E-06,-0.00045614,,,,
6.43135,7.82E-07,-0.000530377,,,,
6.43145,4.69E-07,-0.000784121,,,,
6.43155,3.32E-07,-0.000914018,,,,
6.43165,2.66E-07,-0.001117309,,,,
6.43175,2.01E-07,-0.000995644,,,,
6.43185,1.97E-07,-0.001112735,,,,
6.43195,1.18E-07,-0.000888475,,,,
6.43205,-6.74E-06,5.669080257,,,,
6.43215,7.29E-06,9.991756439,,,,
6.43225,1.26E-05,9.992023468,,,,
6.43235,1.45E-05,9.992034912,,,,
6.43245,1.53E-05,9.99187851,,,,
6.43255,1.58E-05,9.991743088,,,,
6.43265,1.60E-05,9.991656303,,,,
6.43275,1.62E-05,9.991648674,,,,
6.43285,1.63E-05,9.991571426,,,,
6.43295,1.63E-05,9.991645813,,,,
6.43305,2.15E-05,4.331382275,,,,
6.43315,4.78E-06,-0.001238621,,,,
6.43325,1.59E-06,-0.000885097,,,,
6.43335,7.71E-07,-0.001176276,,,,
6.43345,4.60E-07,-0.001174587,,,,
6.43355,3.17E-07,-0.000905715,,,,
6.43365,2.20E-07,-0.001052219,,,,
6.43375,1.89E-07,-0.00102358,,,,
6.43385,1.66E-07,-0.001201819,,,,
6.43395,1.54E-07,-0.001122093,,,,
6.43405,-6.74E-06,5.648931503,,,,
6.43415,7.33E-06,9.991883278,,,,
6.43425,1.27E-05,9.992046356,,,,
6.43435,1.45E-05,9.991865158,,,,
6.43445,1.54E-05,9.991890907,,,,
6.43455,1.59E-05,9.991724968,,,,
6.43465,1.61E-05,9.991756439,,,,
6.43475,1.62E-05,9.991872787,,,,
6.43485,1.63E-05,9.991817474,,,,
6.43495,1.63E-05,9.991681099,,,,
6.43505,2.16E-05,4.351550102,,,,
6.43515,4.79E-06,-0.001392584,,,,
6.43525,1.65E-06,-0.001394273,,,,
6.43535,8.17E-07,-0.000940476,,,,
6.43545,4.78E-07,-0.001158684,,,,
6.43555,3.53E-07,-0.00085878,,,,
6.43565,2.48E-07,-0.001040046,,,,
6.43575,2.05E-07,-0.000969116,,,,
6.43585,1.61E-07,-0.001118223,,,,
6.43595,1.34E-07,-0.000957364,,,,
6.43605,-6.79E-06,5.628983974,,,,
6.43615,7.25E-06,9.99168396,,,,
6.43625,1.26E-05,9.991542816,,,,
6.43635,1.45E-05,9.991906166,,,,
6.43645,1.54E-05,9.991892815,,,,
6.43655,1.58E-05,9.991591454,,,,
6.43665,1.61E-05,9.991573334,,,,
6.43675,1.62E-05,9.991528511,,,,
6.43685,1.63E-05,9.991764069,,,,
6.43695,1.64E-05,9.991714478,,,,
6.43705,2.16E-05,4.371791363,,,,
6.43715,4.79E-06,-0.000974886,,,,
6.43725,1.60E-06,-0.000943009,,,,
6.43735,7.73E-07,-0.001403702,,,,
6.43745,4.49E-07,-0.001315532,,,,
6.43755,3.05E-07,-0.001216878,,,,
6.43765,2.30E-07,-0.001393077,,,,
6.43775,1.82E-07,-0.00115784,,,,
6.43785,1.50E-07,-0.001339598,,,,
6.43795,1.47E-07,-0.001000781,,,,
6.43805,-6.77E-06,5.608625412,,,,
6.43815,7.24E-06,9.991386414,,,,
6.43825,1.26E-05,9.991667747,,,,
6.43835,1.45E-05,9.991861343,,,,
6.43845,1.54E-05,9.99169445,,,,
6.43855,1.58E-05,9.991586685,,,,
6.43865,1.60E-05,9.991669655,,,,
6.43875,1.62E-05,9.991955757,,,,
6.43885,1.63E-05,9.992111206,,,,
6.43895,1.63E-05,9.991789818,,,,
6.43905,2.16E-05,4.391722202,,,,
6.43915,4.78E-06,-0.00112139,,,,
6.43925,1.62E-06,-0.000982485,,,,
6.43935,7.91E-07,-0.000790876,,,,
6.43945,4.80E-07,-0.000898889,,,,
6.43955,2.97E-07,-0.00074,,,,
6.43965,2.13E-07,-0.000942024,,,,
6.43975,1.78E-07,-0.001111046,,,,
6.43985,1.28E-07,-0.001140107,,,,
6.43995,1.07E-07,-0.001288441,,,,
6.44005,-6.78E-06,5.589039803,,,,
6.44015,7.25E-06,9.991783142,,,,
6.44025,1.26E-05,9.991851807,,,,
6.44035,1.45E-05,9.991858482,,,,
6.44045,1.54E-05,9.991539001,,,,
6.44055,1.58E-05,9.991463661,,,,
6.44065,1.61E-05,9.991744041,,,,
6.44075,1.62E-05,9.991466522,,,,
6.44085,1.63E-05,9.991313934,,,,
6.44095,1.63E-05,9.991586685,,,,
6.44105,2.16E-05,4.411178589,,,,
6.44115,4.83E-06,-0.001348253,,,,
6.44125,1.60E-06,-0.00104469,,,,
6.44135,7.86E-07,-0.001094298,,,,
6.44145,4.71E-07,-0.001081351,,,,
6.44155,3.18E-07,-0.000760125,,,,
6.44165,2.08E-07,-0.000659149,,,,
6.44175,1.78E-07,-0.000882986,,,,
6.44185,1.64E-07,-0.001072485,,,,
6.44195,1.29E-07,-0.001270146,,,,
6.44205,-6.82E-06,5.569130421,,,,
6.44215,7.18E-06,9.991635323,,,,
6.44225,1.26E-05,9.991896629,,,,
6.44235,1.45E-05,9.991962433,,,,
6.44245,1.54E-05,9.992271423,,,,
6.44255,1.58E-05,9.99210453,,,,
6.44265,1.60E-05,9.99186039,,,,
6.44275,1.62E-05,9.992086411,,,,
6.44285,1.63E-05,9.99199295,,,,
6.44295,1.63E-05,9.991985321,,,,
6.44305,2.16E-05,4.431860447,,,,
6.44315,4.84E-06,-0.000966371,,,,
6.44325,1.63E-06,-0.001086347,,,,
6.44335,7.59E-07,-0.000848577,,,,
6.44345,4.39E-07,-0.000783417,,,,
6.44355,3.19E-07,-0.000787639,,,,
6.44365,2.40E-07,-0.000554654,,,,
6.44375,1.95E-07,-0.000697147,,,,
6.44385,1.63E-07,-0.000706154,,,,
6.44395,1.56E-07,-0.000728179,,,,
6.44405,-6.78E-06,5.548901081,,,,
6.44415,7.15E-06,9.992013931,,,,
6.44425,1.26E-05,9.99181366,,,,
6.44435,1.45E-05,9.991806984,,,,
6.44445,1.53E-05,9.991788864,,,,
6.44455,1.58E-05,9.991818428,,,,
6.44465,1.60E-05,9.991865158,,,,
6.44475,1.62E-05,9.99177742,,,,
6.44485,1.63E-05,9.991544724,,,,
6.44495,1.63E-05,9.991650581,,,,
6.44505,2.16E-05,4.45177412,,,,
6.44515,4.84E-06,-0.000758929,,,,
6.44525,1.63E-06,-0.000835207,,,,
6.44535,7.98E-07,-0.000936184,,,,
6.44545,4.74E-07,-0.000970453,,,,
6.44555,2.99E-07,-0.000699328,,,,
6.44565,2.21E-07,-0.000915425,,,,
6.44575,1.74E-07,-0.000650845,,,,
6.44585,1.11E-07,-0.000646131,,,,
6.44595,1.46E-07,-0.000938787,,,,
6.44605,-6.77E-06,5.529010773,,,,
6.44615,7.18E-06,9.991930962,,,,
6.44625,1.26E-05,9.991711617,,,,
6.44635,1.45E-05,9.991651535,,,,
6.44645,1.54E-05,9.991542816,,,,
6.44655,1.58E-05,9.99164772,,,,
6.44665,1.60E-05,9.991617203,,,,
6.44675,1.62E-05,9.992016792,,,,
6.44685,1.63E-05,9.992002487,,,,
6.44695,1.63E-05,9.992021561,,,,
6.44705,2.16E-05,4.471792698,,,,
6.44715,4.84E-06,-0.001019287,,,,
6.44725,1.59E-06,-0.000938154,,,,
6.44735,8.03E-07,-0.001197034,,,,
6.44745,4.94E-07,-0.001177613,,,,
6.44755,3.00E-07,-0.000886294,,,,
6.44765,2.40E-07,-0.000890656,,,,
6.44775,1.77E-07,-0.000986355,,,,
6.44785,1.24E-07,-0.001023368,,,,
6.44795,1.00E-07,-0.000977911,,,,
6.44805,-6.81E-06,5.509255886,,,,
6.44815,7.12E-06,9.99203968,,,,
6.44825,1.25E-05,9.992310524,,,,
6.44835,1.45E-05,9.99234581,,,,
6.44845,1.54E-05,9.992493629,,,,
6.44855,1.58E-05,9.992177963,,,,
6.44865,1.60E-05,9.992365837,,,,
6.44875,1.62E-05,9.991998672,,,,
6.44885,1.62E-05,9.99201107,,,,
6.44895,1.63E-05,9.992038727,,,,
6.44905,2.16E-05,4.492037773,,,,
6.44915,4.85E-06,-0.000756889,,,,
6.44925,1.59E-06,-0.000927388,,,,
6.44935,7.75E-07,-0.000874824,,,,
6.44945,4.56E-07,-0.000938928,,,,
6.44955,2.87E-07,-0.000684551,,,,
6.44965,1.91E-07,-0.000612425,,,,
6.44975,1.65E-07,-0.000692362,,,,
6.44985,1.25E-07,-0.000746545,,,,
6.44995,1.16E-07,-0.000881579,,,,
6.45005,-6.82E-06,5.489466667,,,,
6.45015,7.11E-06,9.992212296,,,,
6.45025,1.26E-05,9.991863251,,,,
6.45035,1.45E-05,9.991908073,,,,
6.45045,1.53E-05,9.992136002,,,,
6.45055,1.58E-05,9.991958618,,,,
6.45065,1.60E-05,9.992274284,,,,
6.45075,1.62E-05,9.992197037,,,,
6.45085,1.63E-05,9.992120743,,,,
6.45095,1.63E-05,9.992152214,,,,
6.45105,2.17E-05,4.51199007,,,,
6.45115,4.87E-06,-0.000941954,,,,
6.45125,1.62E-06,-0.000987552,,,,
6.45135,7.76E-07,-0.000837177,,,,
6.45145,4.46E-07,-0.001149959,,,,
6.45155,3.10E-07,-0.000951031,,,,
6.45165,2.26E-07,-0.000796576,,,,
6.45175,1.78E-07,-0.001046238,,,,
6.45185,1.42E-07,-0.000876442,,,,
6.45195,1.26E-07,-0.000971015,,,,
6.45205,-6.80E-06,5.469252586,,,,
6.45215,7.08E-06,9.991896629,,,,
6.45225,1.26E-05,9.991889954,,,,
6.45235,1.45E-05,9.991958618,,,,
6.45245,1.54E-05,9.992228508,,,,
6.45255,1.58E-05,9.992243767,,,,
6.45265,1.60E-05,9.991940498,,,,
6.45275,1.62E-05,9.991580963,,,,
6.45285,1.62E-05,9.991889954,,,,
6.45295,1.63E-05,9.991954803,,,,
6.45305,2.17E-05,4.532021523,,,,
6.45315,4.84E-06,-0.001107598,,,,
6.45325,1.60E-06,-0.001319191,,,,
6.45335,7.66E-07,-0.001106542,,,,
6.45345,4.23E-07,-0.000825989,,,,
6.45355,2.74E-07,-0.001085925,,,,
6.45365,1.99E-07,-0.001001695,,,,
6.45375,1.65E-07,-0.00088186,,,,
6.45385,1.54E-07,-0.000840274,,,,
6.45395,1.31E-07,-0.000895019,,,,
6.45405,-6.81E-06,5.449275017,,,,
6.45415,7.04E-06,9.992174149,,,,
6.45425,1.25E-05,9.992246628,,,,
6.45435,1.44E-05,9.992403984,,,,
6.45445,1.52E-05,9.992324829,,,,
6.45455,1.57E-05,9.992218018,,,,
6.45465,1.60E-05,9.992090225,,,,
6.45475,1.61E-05,9.991875648,,,,
6.45485,1.62E-05,9.991981506,,,,
6.45495,1.63E-05,9.991657257,,,,
6.45505,2.16E-05,4.551457405,,,,
6.45515,4.88E-06,-0.00117522,,,,
6.45525,1.60E-06,-0.00126325,,,,
6.45535,7.79E-07,-0.001352757,,,,
6.45545,4.37E-07,-0.001029561,,,,
6.45555,2.60E-07,-0.001048701,,,,
6.45565,1.94E-07,-0.000925136,,,,
6.45575,1.62E-07,-0.001105768,,,,
6.45585,1.26E-07,-0.000863565,,,,
6.45595,8.89E-08,-0.000882423,,,,
6.45605,-6.83E-06,5.429323673,,,,
6.45615,7.02E-06,9.992296219,,,,
6.45625,1.25E-05,9.992061615,,,,
6.45635,1.45E-05,9.991994858,,,,
6.45645,1.53E-05,9.99180603,,,,
6.45655,1.57E-05,9.991799355,,,,
6.45665,1.60E-05,9.992016792,,,,
6.45675,1.62E-05,9.991775513,,,,
6.45685,1.62E-05,9.991945267,,,,
6.45695,1.63E-05,9.992089272,,,,
6.45705,2.17E-05,4.571842194,,,,
6.45715,4.89E-06,-0.000669,,,,
6.45725,1.57E-06,-0.000646835,,,,
6.45735,7.51E-07,-0.000826763,,,,
6.45745,4.63E-07,-0.000483724,,,,
6.45755,3.07E-07,-0.000882142,,,,
6.45765,2.15E-07,-0.000903393,,,,
6.45775,1.53E-07,-0.000653942,,,,
6.45785,1.27E-07,-0.00084914,,,,
6.45795,1.14E-07,-0.000878131,,,,
6.45805,-6.84E-06,5.40934515,,,,
6.45815,7.00E-06,9.991988182,,,,
6.45825,1.25E-05,9.992178917,,,,
6.45835,1.44E-05,9.991884232,,,,
6.45845,1.53E-05,9.991933823,,,,
6.45855,1.57E-05,9.991797447,,,,
6.45865,1.60E-05,9.991893768,,,,
6.45875,1.61E-05,9.991827965,,,,
6.45885,1.62E-05,9.991858482,,,,
6.45895,1.62E-05,9.991847992,,,,
6.45905,2.17E-05,4.591845512,,,,
6.45915,4.89E-06,-0.000853643,,,,
6.45925,1.61E-06,-0.00067273,,,,
6.45935,7.67E-07,-0.000761181,,,,
6.45945,4.25E-07,-0.000928373,,,,
6.45955,2.86E-07,-0.00097376,,,,
6.45965,2.01E-07,-0.001066222,,,,
6.45975,1.65E-07,-0.000944487,,,,
6.45985,1.70E-07,-0.001208293,,,,
6.45995,1.54E-07,-0.001075862,,,,
6.46005,-6.83E-06,5.388726711,,,,
6.46015,7.02E-06,9.991354942,,,,
6.46025,1.25E-05,9.991311073,,,,
6.46035,1.44E-05,9.99165535,,,,
6.46045,1.53E-05,9.991882324,,,,
6.46055,1.58E-05,9.991491318,,,,
6.46065,1.60E-05,9.991601944,,,,
6.46075,1.61E-05,9.99200058,,,,
6.46085,1.62E-05,9.991606712,,,,
6.46095,1.63E-05,9.991435051,,,,
6.46105,2.17E-05,4.611405849,,,,
6.46115,4.89E-06,-0.001145455,,,,
6.46125,1.62E-06,-0.000684411,,,,
6.46135,7.79E-07,-0.00077828,,,,
6.46145,4.75E-07,-0.000732753,,,,
6.46155,3.23E-07,-0.000889953,,,,
6.46165,2.55E-07,-0.000714176,,,,
6.46175,2.03E-07,-0.00063255,,,,
6.46185,1.53E-07,-0.000806638,,,,
6.46195,1.33E-07,-0.001061296,,,,
6.46205,-6.83E-06,5.368945122,,,,
6.46215,6.96E-06,9.991868019,,,,
6.46225,1.25E-05,9.991874695,,,,
6.46235,1.45E-05,9.991943359,,,,
6.46245,1.53E-05,9.991948128,,,,
6.46255,1.57E-05,9.992009163,,,,
6.46265,1.60E-05,9.991977692,,,,
6.46275,1.61E-05,9.991854668,,,,
6.46285,1.62E-05,9.99149704,,,,
6.46295,1.63E-05,9.991729736,,,,
6.46305,2.17E-05,4.631567478,,,,
6.46315,4.93E-06,-0.000760688,,,,
6.46325,1.60E-06,-0.000653449,,,,
6.46335,7.98E-07,-0.000399002,,,,
6.46345,4.61E-07,-7.71E-05,,,,
6.46355,2.88E-07,-0.000242857,,,,
6.46365,2.11E-07,-0.000469861,,,,
6.46375,1.83E-07,-0.000442137,,,,
6.46385,1.57E-07,-0.000368111,,,,
6.46395,1.29E-07,-0.000513489,,,,
6.46405,-6.83E-06,5.349589825,,,,
6.46415,6.91E-06,9.991778374,,,,
6.46425,1.25E-05,9.991838455,,,,
6.46435,1.44E-05,9.991930962,,,,
6.46445,1.53E-05,9.991747856,,,,
6.46455,1.57E-05,9.991796494,,,,
6.46465,1.60E-05,9.99171257,,,,
6.46475,1.61E-05,9.991444588,,,,
6.46485,1.62E-05,9.991374969,,,,
6.46495,1.62E-05,9.991552353,,,,
6.46505,2.17E-05,4.651665211,,,,
6.46515,4.92E-06,-0.00079749,,,,
6.46525,1.60E-06,-0.000796998,,,,
6.46535,7.62E-07,-0.000565279,,,,
6.46545,4.46E-07,-0.000882846,,,,
6.46555,2.91E-07,-0.000877146,,,,
6.46565,2.17E-07,-0.000637898,,,,
6.46575,1.62E-07,-0.000803964,,,,
6.46585,1.54E-07,-0.000665411,,,,
6.46595,1.37E-07,-0.000555287,,,,
6.46605,-6.85E-06,5.329368114,,,,
6.46615,6.91E-06,9.991754532,,,,
6.46625,1.25E-05,9.991785049,,,,
6.46635,1.44E-05,9.991876602,,,,
6.46645,1.53E-05,9.991961479,,,,
6.46655,1.58E-05,9.991944313,,,,
6.46665,1.60E-05,9.99197197,,,,
6.46675,1.61E-05,9.991927147,,,,
6.46685,1.62E-05,9.991904259,,,,
6.46695,1.63E-05,9.991825104,,,,
6.46705,2.17E-05,4.671729565,,,,
6.46715,4.97E-06,-0.001092399,,,,
6.46725,1.64E-06,-0.001129974,,,,
6.46735,8.04E-07,-0.000807131,,,,
6.46745,4.78E-07,-0.000840977,,,,
6.46755,3.13E-07,-0.001078607,,,,
6.46765,2.35E-07,-0.001103939,,,,
6.46775,1.54E-07,-0.000880101,,,,
6.46785,1.48E-07,-0.00128246,,,,
6.46795,1.28E-07,-0.000851391,,,,
6.46805,-6.85E-06,5.309432507,,,,
6.46815,6.88E-06,9.991922379,,,,
6.46825,1.25E-05,9.991786003,,,,
6.46835,1.44E-05,9.991846085,,,,
6.46845,1.52E-05,9.99167347,,,,
6.46855,1.57E-05,9.99194622,,,,
6.46865,1.60E-05,9.991819382,,,,
6.46875,1.61E-05,9.991650581,,,,
6.46885,1.62E-05,9.991782188,,,,
6.46895,1.63E-05,9.991629601,,,,
6.46905,2.17E-05,4.691431046,,,,
6.46915,4.98E-06,-0.001052993,,,,
6.46925,1.64E-06,-0.00097763,,,,
6.46935,7.93E-07,-0.000778632,,,,
6.46945,4.56E-07,-0.000744715,,,,
6.46955,3.09E-07,-0.000862791,,,,
6.46965,2.22E-07,-0.000824722,,,,
6.46975,1.55E-07,-0.000692292,,,,
6.46985,1.37E-07,-0.000877498,,,,
6.46995,1.61E-07,-0.000900648,,,,
6.47005,-6.82E-06,5.289407253,,,,
6.47015,6.84E-06,9.991944313,,,,
6.47025,1.24E-05,9.991521835,,,,
6.47035,1.44E-05,9.991703033,,,,
6.47045,1.52E-05,9.991688728,,,,
6.47055,1.57E-05,9.991699219,,,,
6.47065,1.59E-05,9.991542816,,,,
6.47075,1.61E-05,9.991734505,,,,
6.47085,1.61E-05,9.99179554,,,,
6.47095,1.62E-05,9.991477013,,,,
6.47105,2.17E-05,4.711329937,,,,
6.47115,5.01E-06,-0.000961375,,,,
6.47125,1.61E-06,-0.000675685,,,,
6.47135,7.74E-07,-0.000713261,,,,
6.47145,4.38E-07,-0.000565631,,,,
6.47155,2.61E-07,-0.00063262,,,,
6.47165,2.13E-07,-0.00064986,,,,
6.47175,1.63E-07,-0.000979037,,,,
6.47185,1.46E-07,-0.000792494,,,,
6.47195,1.19E-07,-0.000888193,,,,
6.47205,-6.87E-06,5.269132614,,,,
6.47215,6.79E-06,9.991688728,,,,
6.47225,1.23E-05,9.991962433,,,,
6.47235,1.43E-05,9.991851807,,,,
6.47245,1.52E-05,9.992139816,,,,
6.47255,1.57E-05,9.992119789,,,,
6.47265,1.59E-05,9.992063522,,,,
6.47275,1.60E-05,9.992145538,,,,
6.47285,1.61E-05,9.992066383,,,,
6.47295,1.62E-05,9.992211342,,,,
6.47305,2.17E-05,4.731579781,,,,
6.47315,5.01E-06,-0.001195838,,,,
6.47325,1.62E-06,-0.001066926,,,,
6.47335,7.76E-07,-0.000927529,,,,
6.47345,4.53E-07,-0.000855895,,,,
6.47355,3.14E-07,-0.00104286,,,,
6.47365,2.44E-07,-0.000963768,,,,
6.47375,1.71E-07,-0.001070725,,,,
6.47385,1.56E-07,-0.001064322,,,,
6.47395,1.19E-07,-0.000933299,,,,
6.47405,-6.86E-06,5.24941349,,,,
6.47415,6.80E-06,9.991668701,,,,
6.47425,1.24E-05,9.991991997,,,,
6.47435,1.43E-05,9.991884232,,,,
6.47445,1.52E-05,9.991797447,,,,
6.47455,1.57E-05,9.9917202,,,,
6.47465,1.59E-05,9.991690636,,,,
6.47475,1.60E-05,9.991586685,,,,
6.47485,1.61E-05,9.991506577,,,,
6.47495,1.62E-05,9.991567612,,,,
6.47505,2.17E-05,4.751128674,,,,
6.47515,5.03E-06,-0.00139934,,,,
6.47525,1.63E-06,-0.001338331,,,,
6.47535,7.63E-07,-0.001174165,,,,
6.47545,4.43E-07,-0.001016402,,,,
6.47555,3.07E-07,-0.001044971,,,,
6.47565,2.09E-07,-0.001019006,,,,
6.47575,1.77E-07,-0.000806286,,,,
6.47585,1.40E-07,-0.000813112,,,,
6.47595,1.35E-07,-0.000839781,,,,
6.47605,-6.86E-06,5.229553223,,,,
6.47615,6.76E-06,9.992105484,,,,
6.47625,1.24E-05,9.992225647,,,,
6.47635,1.44E-05,9.992109299,,,,
6.47645,1.53E-05,9.992097855,,,,
6.47655,1.57E-05,9.992017746,,,,
6.47665,1.60E-05,9.991757393,,,,
6.47675,1.61E-05,9.991933823,,,,
6.47685,1.61E-05,9.99193573,,,,
6.47695,1.62E-05,9.991617203,,,,
6.47705,2.17E-05,4.771807194,,,,
6.47715,5.01E-06,-0.000620728,,,,
6.47725,1.63E-06,-0.000711783,,,,
6.47735,7.61E-07,-0.000941391,,,,
6.47745,4.22E-07,-0.000493927,,,,
6.47755,2.72E-07,-0.000626076,,,,
6.47765,2.07E-07,-0.000717694,,,,
6.47775,1.53E-07,-0.000635646,,,,
6.47785,1.47E-07,-0.000480487,,,,
