A1_LTD,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,
6.14525,1.44E-06,-0.001591371,,,,
6.14535,7.71E-07,-0.001284712,,,,
6.14545,5.34E-07,-0.001230177,,,,
6.14555,3.99E-07,-0.001245799,,,,
6.14565,3.29E-07,-0.001172617,,,,
6.14575,2.83E-07,-0.001145385,,,,
6.14585,2.92E-07,-0.001166706,,,,
6.14595,2.57E-07,-0.001029702,,,,
6.14605,-5.25E-06,8.526738167,,,,
6.14615,1.02E-05,9.991940498,,,,
6.14625,1.41E-05,9.991570473,,,,
6.14635,1.55E-05,9.991680145,,,,
6.14645,1.62E-05,9.99158287,,,,
6.14655,1.66E-05,9.991631508,,,,
6.14665,1.68E-05,9.991559982,,,,
6.14675,1.69E-05,9.991433144,,,,
6.14685,1.69E-05,9.991449356,,,,
6.14695,1.70E-05,9.991552353,,,,
6.14705,1.95E-05,1.473416209,,,,
6.14715,3.49E-06,-0.001686085,,,,
6.14725,1.42E-06,-0.00162177,,,,
6.14735,7.71E-07,-0.001363663,,,,
6.14745,5.04E-07,-0.001174165,,,,
6.14755,3.84E-07,-0.001306948,,,,
6.14765,3.18E-07,-0.001343327,,,,
6.14775,2.79E-07,-0.001259942,,,,
6.14785,2.56E-07,-0.00136099,,,,
6.14795,2.77E-07,-0.001408346,,,,
6.14805,-5.26E-06,8.506867409,,,,
6.14815,1.02E-05,9.991675377,,,,
6.14825,1.40E-05,9.991728783,,,,
6.14835,1.55E-05,9.991735458,,,,
6.14845,1.62E-05,9.991696358,,,,
6.14855,1.66E-05,9.991623878,,,,
6.14865,1.68E-05,9.99174118,,,,
6.14875,1.69E-05,9.991419792,,,,
6.14885,1.70E-05,9.991471291,,,,
6.14895,1.70E-05,9.991504669,,,,
6.14905,1.96E-05,1.493331671,,,,
6.14915,3.53E-06,-0.001440293,,,,
6.14925,1.46E-06,-0.001300122,,,,
6.14935,8.20E-07,-0.001590316,,,,
6.14945,5.54E-07,-0.001507282,,,,
6.14955,3.92E-07,-0.001300403,,,,
6.14965,3.59E-07,-0.001346072,,,,
6.14975,2.84E-07,-0.001344031,,,,
6.14985,2.73E-07,-0.001406236,,,,
6.14995,2.53E-07,-0.001375204,,,,
6.15005,-5.26E-06,8.486636162,,,,
6.15015,1.01E-05,9.991436958,,,,
6.15025,1.40E-05,9.991662025,,,,
6.15035,1.55E-05,9.99195385,,,,
6.15045,1.62E-05,9.991905212,,,,
6.15055,1.66E-05,9.992103577,,,,
6.15065,1.67E-05,9.991754532,,,,
6.15075,1.69E-05,9.991837502,,,,
6.15085,1.69E-05,9.991562843,,,,
6.15095,1.69E-05,9.991506577,,,,
6.15105,1.95E-05,1.513598561,,,,
6.15115,3.53E-06,-0.001212656,,,,
6.15125,1.42E-06,-0.001221592,,,,
6.15135,7.83E-07,-0.001542466,,,,
6.15145,5.02E-07,-0.001340161,,,,
6.15155,3.70E-07,-0.001099506,,,,
6.15165,2.79E-07,-0.001172617,,,,
6.15175,2.53E-07,-0.000924644,,,,
6.15185,2.51E-07,-0.00122694,,,,
6.15195,2.30E-07,-0.001060733,,,,
6.15205,-5.34E-06,8.466821671,,,,
6.15215,1.01E-05,9.991825104,,,,
6.15225,1.40E-05,9.991857529,,,,
6.15235,1.54E-05,9.991747856,,,,
6.15245,1.61E-05,9.99165535,,,,
6.15255,1.65E-05,9.991666794,,,,
6.15265,1.67E-05,9.99150753,,,,
6.15275,1.68E-05,9.991309166,,,,
6.15285,1.69E-05,9.991332054,,,,
6.15295,1.69E-05,9.991204262,,,,
6.15305,1.95E-05,1.53311336,,,,
6.15315,3.51E-06,-0.001613396,,,,
6.15325,1.40E-06,-0.001528674,,,,
6.15335,7.55E-07,-0.001346916,,,,
6.15345,5.37E-07,-0.00140138,,,,
6.15355,4.26E-07,-0.001411583,,,,
6.15365,3.43E-07,-0.001051445,,,,
6.15375,2.64E-07,-0.001009858,,,,
6.15385,2.57E-07,-0.001042579,,,,
6.15395,2.23E-07,-0.001095565,,,,
6.15405,-5.34E-06,8.446840286,,,,
6.15415,1.01E-05,9.991541862,,,,
6.15425,1.40E-05,9.991461754,,,,
6.15435,1.54E-05,9.991530418,,,,
6.15445,1.61E-05,9.991541862,,,,
6.15455,1.65E-05,9.991517067,,,,
6.15465,1.67E-05,9.991516113,,,,
6.15475,1.68E-05,9.991402626,,,,
6.15485,1.69E-05,9.99160862,,,,
6.15495,1.69E-05,9.991756439,,,,
6.15505,1.96E-05,1.553249955,,,,
6.15515,3.49E-06,-0.00161037,,,,
6.15525,1.38E-06,-0.001444586,,,,
6.15535,7.64E-07,-0.001172547,,,,
6.15545,4.90E-07,-0.001156221,,,,
6.15555,3.82E-07,-0.001162203,,,,
6.15565,3.02E-07,-0.001228629,,,,
6.15575,2.74E-07,-0.000838303,,,,
6.15585,2.35E-07,-0.001545421,,,,
6.15595,2.23E-07,-0.001669197,,,,
6.15605,-5.37E-06,8.426429749,,,,
6.15615,9.99E-06,9.991368294,,,,
6.15625,1.39E-05,9.99119854,,,,
6.15635,1.54E-05,9.991392136,,,,
6.15645,1.61E-05,9.991034508,,,,
6.15655,1.65E-05,9.991274834,,,,
6.15665,1.67E-05,9.991241455,,,,
6.15675,1.68E-05,9.99112606,,,,
6.15685,1.69E-05,9.991405487,,,,
6.15695,1.69E-05,9.991681099,,,,
6.15705,1.96E-05,1.573490262,,,,
6.15715,3.52E-06,-0.001182679,,,,
6.15725,1.43E-06,-0.001532333,,,,
6.15735,7.74E-07,-0.00154507,,,,
6.15745,5.23E-07,-0.00155858,,,,
6.15755,3.81E-07,-0.001351982,,,,
6.15765,3.45E-07,-0.001264516,,,,
6.15775,3.00E-07,-0.001319121,,,,
6.15785,2.55E-07,-0.001556751,,,,
6.15795,2.64E-07,-0.001482865,,,,
6.15805,-5.35E-06,8.406499863,,,,
6.15815,1.01E-05,9.990992546,,,,
6.15825,1.39E-05,9.991127014,,,,
6.15835,1.54E-05,9.991307259,,,,
6.15845,1.61E-05,9.99110508,,,,
6.15855,1.65E-05,9.991518974,,,,
6.15865,1.67E-05,9.991428375,,,,
6.15875,1.68E-05,9.991391182,,,,
6.15885,1.69E-05,9.991150856,,,,
6.15895,1.69E-05,9.991290092,,,,
6.15905,1.96E-05,1.593299627,,,,
6.15915,3.56E-06,-0.001460277,,,,
6.15925,1.44E-06,-0.001400888,,,,
6.15935,7.96E-07,-0.001304485,,,,
6.15945,5.22E-07,-0.001393499,,,,
6.15955,4.00E-07,-0.001232429,,,,
6.15965,3.12E-07,-0.001039694,,,,
6.15975,2.59E-07,-0.001211108,,,,
6.15985,2.55E-07,-0.001304626,,,,
6.15995,2.38E-07,-0.001177754,,,,
6.16005,-5.38E-06,8.387119293,,,,
6.16015,1.00E-05,9.991717339,,,,
6.16025,1.39E-05,9.99186039,,,,
6.16035,1.54E-05,9.991756439,,,,
6.16045,1.61E-05,9.991546631,,,,
6.16055,1.65E-05,9.991871834,,,,
6.16065,1.67E-05,9.991903305,,,,
6.16075,1.68E-05,9.991877556,,,,
6.16085,1.68E-05,9.991542816,,,,
6.16095,1.69E-05,9.991744995,,,,
6.16105,1.96E-05,1.613500357,,,,
6.16115,3.53E-06,-0.00123454,,,,
6.16125,1.41E-06,-0.001114916,,,,
6.16135,7.41E-07,-0.001102109,,,,
6.16145,4.83E-07,-0.000981219,,,,
6.16155,3.65E-07,-0.001133282,,,,
6.16165,2.98E-07,-0.001216174,,,,
6.16175,2.20E-07,-0.001411794,,,,
6.16185,2.38E-07,-0.001271342,,,,
6.16195,2.21E-07,-0.001273171,,,,
6.16205,-5.42E-06,8.367154121,,,,
6.16215,1.00E-05,9.99200058,,,,
6.16225,1.39E-05,9.992013931,,,,
6.16235,1.54E-05,9.99155426,,,,
6.16245,1.61E-05,9.991855621,,,,
6.16255,1.64E-05,9.99171257,,,,
6.16265,1.66E-05,9.991788864,,,,
6.16275,1.67E-05,9.991940498,,,,
6.16285,1.68E-05,9.991699219,,,,
6.16295,1.68E-05,9.99165535,,,,
6.16305,1.96E-05,1.633440495,,,,
6.16315,3.49E-06,-0.001273242,,,,
6.16325,1.40E-06,-0.001323273,,,,
6.16335,7.30E-07,-0.001047927,,,,
6.16345,4.74E-07,-0.001275212,,,,
6.16355,3.67E-07,-0.001271975,,,,
6.16365,2.82E-07,-0.001380411,,,,
6.16375,2.30E-07,-0.001183102,,,,
6.16385,2.42E-07,-0.001358386,,,,
6.16395,2.43E-07,-0.001257198,,,,
6.16405,-5.41E-06,8.346888542,,,,
6.16415,9.94E-06,9.991738319,,,,
6.16425,1.39E-05,9.99174881,,,,
6.16435,1.54E-05,9.991635323,,,,
6.16445,1.61E-05,9.991742134,,,,
6.16455,1.64E-05,9.991804123,,,,
6.16465,1.66E-05,9.991894722,,,,
6.16475,1.67E-05,9.991881371,,,,
6.16485,1.68E-05,9.992143631,,,,
6.16495,1.69E-05,9.991932869,,,,
6.16505,1.97E-05,1.653484344,,,,
6.16515,3.53E-06,-0.00111576,,,,
6.16525,1.41E-06,-0.001104924,,,,
6.16535,7.37E-07,-0.001176135,,,,
6.16545,4.84E-07,-0.001211037,,,,
6.16555,3.84E-07,-0.001024142,,,,
6.16565,2.87E-07,-0.001429527,,,,
6.16575,2.40E-07,-0.001486735,,,,
6.16585,2.08E-07,-0.001158966,,,,
6.16595,2.25E-07,-0.001072414,,,,
6.16605,-5.45E-06,8.327116966,,,,
6.16615,9.93E-06,9.991913795,,,,
6.16625,1.39E-05,9.992001534,,,,
6.16635,1.54E-05,9.991862297,,,,
6.16645,1.61E-05,9.991802216,,,,
6.16655,1.64E-05,9.991729736,,,,
6.16665,1.66E-05,9.99168396,,,,
6.16675,1.67E-05,9.991485596,,,,
6.16685,1.68E-05,9.991675377,,,,
6.16695,1.68E-05,9.991635323,,,,
6.16705,1.96E-05,1.673619866,,,,
6.16715,3.46E-06,-0.001260576,,,,
6.16725,1.33E-06,-0.001329324,,,,
6.16735,6.92E-07,-0.001338542,,,,
6.16745,4.73E-07,-0.001278308,,,,
6.16755,3.50E-07,-0.001482091,,,,
6.16765,2.67E-07,-0.001133282,,,,
6.16775,2.69E-07,-0.001032798,,,,
6.16785,2.34E-07,-0.00133608,,,,
6.16795,2.44E-07,-0.000991281,,,,
6.16805,-5.48E-06,8.306711197,,,,
6.16815,9.93E-06,9.991517067,,,,
6.16825,1.39E-05,9.991752625,,,,
6.16835,1.54E-05,9.991418839,,,,
6.16845,1.61E-05,9.990998268,,,,
6.16855,1.64E-05,9.991214752,,,,
6.16865,1.67E-05,9.9913311,,,,
6.16875,1.68E-05,9.991483688,,,,
6.16885,1.68E-05,9.9914608,,,,
6.16895,1.69E-05,9.991455078,,,,
6.16905,1.97E-05,1.693302751,,,,
6.16915,3.55E-06,-0.001328832,,,,
6.16925,1.44E-06,-0.001252624,,,,
6.16935,7.76E-07,-0.001372037,,,,
6.16945,5.06E-07,-0.00115601,,,,
6.16955,3.87E-07,-0.00119626,,,,
6.16965,2.96E-07,-0.001041593,,,,
6.16975,2.69E-07,-0.001165862,,,,
6.16985,2.56E-07,-0.001181765,,,,
6.16995,2.48E-07,-0.001435156,,,,
6.17005,-5.44E-06,8.286893845,,,,
6.17015,9.91E-06,9.991578102,,,,
6.17025,1.39E-05,9.991404533,,,,
6.17035,1.54E-05,9.991523743,,,,
6.17045,1.61E-05,9.99161911,,,,
6.17055,1.65E-05,9.991595268,,,,
6.17065,1.66E-05,9.991577148,,,,
6.17075,1.67E-05,9.991703033,,,,
6.17085,1.68E-05,9.991653442,,,,
6.17095,1.69E-05,9.991504669,,,,
6.17105,1.97E-05,1.713262796,,,,
6.17115,3.56E-06,-0.001347831,,,,
6.17125,1.41E-06,-0.001644991,,,,
6.17135,7.90E-07,-0.001611355,,,,
6.17145,4.95E-07,-0.001461262,,,,
6.17155,3.65E-07,-0.001373163,,,,
6.17165,2.97E-07,-0.001029842,,,,
6.17175,2.51E-07,-0.001285556,,,,
6.17185,1.97E-07,-0.001298011,,,,
6.17195,2.06E-07,-0.001294704,,,,
6.17205,-5.48E-06,8.266895294,,,,
6.17215,9.88E-06,9.991919518,,,,
6.17225,1.38E-05,9.991570473,,,,
6.17235,1.53E-05,9.991849899,,,,
6.17245,1.60E-05,9.991991043,,,,
6.17255,1.64E-05,9.99173069,,,,
6.17265,1.66E-05,9.991583824,,,,
6.17275,1.67E-05,9.991471291,,,,
6.17285,1.68E-05,9.991476059,,,,
6.17295,1.68E-05,9.991014481,,,,
6.17305,1.97E-05,1.732933402,,,,
6.17315,3.56E-06,-0.001447682,,,,
6.17325,1.41E-06,-0.001419957,,,,
6.17335,7.80E-07,-0.001598478,,,,
6.17345,4.93E-07,-0.001625992,,,,
6.17355,3.58E-07,-0.00138414,,,,
6.17365,3.04E-07,-0.001226166,,,,
6.17375,2.61E-07,-0.00139364,,,,
6.17385,2.39E-07,-0.001452256,,,,
6.17395,2.32E-07,-0.001434453,,,,
6.17405,-5.50E-06,8.246794701,,,,
6.17415,9.84E-06,9.991701126,,,,
6.17425,1.38E-05,9.991409302,,,,
6.17435,1.53E-05,9.991642952,,,,
6.17445,1.61E-05,9.991640091,,,,
6.17455,1.64E-05,9.991516113,,,,
6.17465,1.67E-05,9.991406441,,,,
6.17475,1.68E-05,9.991551399,,,,
6.17485,1.68E-05,9.991570473,,,,
6.17495,1.69E-05,9.991574287,,,,
6.17505,1.98E-05,1.752892852,,,,
6.17515,3.57E-06,-0.001815912,,,,
6.17525,1.40E-06,-0.001655687,,,,
6.17535,7.83E-07,-0.001676374,,,,
6.17545,5.02E-07,-0.001465977,,,,
6.17555,3.56E-07,-0.001302444,,,,
6.17565,2.90E-07,-0.001381114,,,,
6.17575,2.68E-07,-0.001446485,,,,
6.17585,2.38E-07,-0.001747093,,,,
6.17595,2.10E-07,-0.001539722,,,,
6.17605,-5.51E-06,8.22708416,,,,
6.17615,9.86E-06,9.991703033,,,,
6.17625,1.38E-05,9.991682053,,,,
6.17635,1.53E-05,9.991622925,,,,
6.17645,1.60E-05,9.991747856,,,,
6.17655,1.64E-05,9.991611481,,,,
6.17665,1.66E-05,9.991744995,,,,
6.17675,1.67E-05,9.99150753,,,,
6.17685,1.68E-05,9.991625786,,,,
6.17695,1.68E-05,9.991768837,,,,
6.17705,1.97E-05,1.773486495,,,,
6.17715,3.55E-06,-0.001330732,,,,
6.17725,1.36E-06,-0.001497853,,,,
6.17735,7.26E-07,-0.000945402,,,,
6.17745,4.80E-07,-0.000997544,,,,
6.17755,3.47E-07,-0.000949272,,,,
6.17765,2.75E-07,-0.000963627,,,,
6.17775,2.42E-07,-0.001339105,,,,
6.17785,2.07E-07,-0.001286893,,,,
6.17795,2.18E-07,-0.001064463,,,,
6.17805,-5.54E-06,8.20724678,,,,
6.17815,9.84E-06,9.99201107,,,,
6.17825,1.39E-05,9.991806984,,,,
6.17835,1.53E-05,9.991803169,,,,
6.17845,1.60E-05,9.991915703,,,,
6.17855,1.64E-05,9.991984367,,,,
6.17865,1.66E-05,9.991911888,,,,
6.17875,1.67E-05,9.991817474,,,,
6.17885,1.68E-05,9.991486549,,,,
6.17895,1.68E-05,9.991627693,,,,
6.17905,1.97E-05,1.793601036,,,,
6.17915,3.59E-06,-0.001042156,,,,
6.17925,1.45E-06,-0.000789046,,,,
6.17935,7.62E-07,-0.000911977,,,,
6.17945,4.78E-07,-0.000677655,,,,
6.17955,3.40E-07,-0.000817404,,,,
6.17965,2.59E-07,-0.00096623,,,,
6.17975,2.17E-07,-0.001083392,,,,
6.17985,2.29E-07,-0.001109216,,,,
6.17995,2.19E-07,-0.001120264,,,,
6.18005,-5.54E-06,8.187003136,,,,
6.18015,9.74E-06,9.991871834,,,,
6.18025,1.38E-05,9.991886139,,,,
6.18035,1.53E-05,9.991783142,,,,
6.18045,1.60E-05,9.991771698,,,,
6.18055,1.64E-05,9.99150753,,,,
6.18065,1.66E-05,9.991679192,,,,
6.18075,1.67E-05,9.991711617,,,,
6.18085,1.67E-05,9.99155426,,,,
6.18095,1.68E-05,9.991711617,,,,
6.18105,1.97E-05,1.81352365,,,,
6.18115,3.56E-06,-0.001017387,,,,
6.18125,1.37E-06,-0.001177754,,,,
6.18135,7.43E-07,-0.000956238,,,,
6.18145,4.58E-07,-0.001098169,,,,
6.18155,3.27E-07,-0.001071711,,,,
6.18165,2.40E-07,-0.001406658,,,,
6.18175,2.04E-07,-0.0010601,,,,
6.18185,1.79E-07,-0.000923025,,,,
6.18195,1.93E-07,-0.001143837,,,,
6.18205,-5.61E-06,8.166835785,,,,
6.18215,9.67E-06,9.991544724,,,,
6.18225,1.37E-05,9.991566658,,,,
6.18235,1.52E-05,9.991544724,,,,
6.18245,1.60E-05,9.991790771,,,,
6.18255,1.63E-05,9.991716385,,,,
6.18265,1.65E-05,9.991781235,,,,
6.18275,1.67E-05,9.991969109,,,,
6.18285,1.67E-05,9.991818428,,,,
6.18295,1.68E-05,9.991667747,,,,
6.18305,1.98E-05,1.833089352,,,,
6.18315,3.56E-06,-0.001549995,,,,
6.18325,1.39E-06,-0.001147566,,,,
6.18335,7.72E-07,-0.00099107,,,,
6.18345,4.61E-07,-0.001432271,,,,
6.18355,3.21E-07,-0.001036738,,,,
6.18365,2.73E-07,-0.001143696,,,,
6.18375,2.22E-07,-0.001197738,,,,
6.18385,1.90E-07,-0.001207871,,,,
6.18395,1.77E-07,-0.001061296,,,,
6.18405,-5.61E-06,8.147269249,,,,
6.18415,9.72E-06,9.991855621,,,,
6.18425,1.37E-05,9.991846085,,,,
6.18435,1.53E-05,9.99160099,,,,
6.18445,1.60E-05,9.991938591,,,,
6.18455,1.63E-05,9.991924286,,,,
6.18465,1.65E-05,9.991800308,,,,
6.18475,1.66E-05,9.991735458,,,,
6.18485,1.67E-05,9.991601944,,,,
6.18495,1.67E-05,9.991469383,,,,
6.18505,1.98E-05,1.852905512,,,,
6.18515,3.57E-06,-0.001850885,,,,
6.18525,1.40E-06,-0.002062408,,,,
6.18535,7.50E-07,-0.001687844,,,,
6.18545,4.55E-07,-0.001783684,,,,
6.18555,3.26E-07,-0.001908515,,,,
6.18565,2.50E-07,-0.001699596,,,,
6.18575,2.29E-07,-0.001543029,,,,
6.18585,2.15E-07,-0.001318277,,,,
6.18595,1.91E-07,-0.001462529,,,,
6.18605,-5.63E-06,8.127061844,,,,
6.18615,9.72E-06,9.991728783,,,,
6.18625,1.37E-05,9.991865158,,,,
6.18635,1.53E-05,9.991897583,,,,
6.18645,1.59E-05,9.991812706,,,,
6.18655,1.64E-05,9.991771698,,,,
6.18665,1.66E-05,9.991594315,,,,
6.18675,1.66E-05,9.991579056,,,,
6.18685,1.67E-05,9.991689682,,,,
6.18695,1.68E-05,9.991979599,,,,
6.18705,1.98E-05,1.873340964,,,,
6.18715,3.58E-06,-0.001276901,,,,
6.18725,1.43E-06,-0.001200764,,,,
6.18735,7.38E-07,-0.001084588,,,,
6.18745,4.53E-07,-0.001070444,,,,
6.18755,3.21E-07,-0.001302092,,,,
6.18765,2.43E-07,-0.001450637,,,,
6.18775,1.94E-07,-0.001246291,,,,
6.18785,1.64E-07,-0.001268246,,,,
6.18795,1.77E-07,-0.001218707,,,,
6.18805,-5.62E-06,8.10713768,,,,
6.18815,9.67E-06,9.992026329,,,,
6.18825,1.38E-05,9.991779327,,,,
6.18835,1.52E-05,9.991844177,,,,
6.18845,1.60E-05,9.991915703,,,,
6.18855,1.63E-05,9.991879463,,,,
6.18865,1.65E-05,9.991744041,,,,
6.18875,1.66E-05,9.991656303,,,,
6.18885,1.66E-05,9.991685867,,,,
6.18895,1.67E-05,9.991928101,,,,
6.18905,1.98E-05,1.893273234,,,,
6.18915,3.54E-06,-0.001253187,,,,
6.18925,1.35E-06,-0.001199708,,,,
6.18935,6.83E-07,-0.00154894,,,,
6.18945,4.18E-07,-0.001375274,,,,
6.18955,2.94E-07,-0.001202382,,,,
6.18965,2.37E-07,-0.001461614,,,,
6.18975,1.58E-07,-0.001414468,,,,
6.18985,1.85E-07,-0.001067981,,,,
6.18995,1.82E-07,-0.001026605,,,,
6.19005,-5.67E-06,8.08727169,,,,
6.19015,9.64E-06,9.992113113,,,,
6.19025,1.37E-05,9.991797447,,,,
6.19035,1.52E-05,9.991461754,,,,
6.19045,1.59E-05,9.991733551,,,,
6.19055,1.63E-05,9.99160099,,,,
6.19065,1.65E-05,9.9914608,,,,
6.19075,1.66E-05,9.991796494,,,,
6.19085,1.67E-05,9.99177742,,,,
6.19095,1.67E-05,9.991464615,,,,
6.19105,1.98E-05,1.912985802,,,,
6.19115,3.57E-06,-0.00141088,,,,
6.19125,1.40E-06,-0.001567306,,,,
6.19135,7.40E-07,-0.001563435,,,,
6.19145,4.46E-07,-0.001187605,,,,
6.19155,3.45E-07,-0.001478221,,,,
6.19165,2.68E-07,-0.001454155,,,,
6.19175,2.54E-07,-0.001495953,,,,
6.19185,2.08E-07,-0.001308918,,,,
6.19195,1.90E-07,-0.001235736,,,,
6.19205,-5.63E-06,8.067048073,,,,
6.19215,9.70E-06,9.991657257,,,,
6.19225,1.38E-05,9.991738319,,,,
6.19235,1.53E-05,9.991683006,,,,
6.19245,1.60E-05,9.991765022,,,,
6.19255,1.63E-05,9.991704941,,,,
6.19265,1.65E-05,9.991568565,,,,
6.19275,1.66E-05,9.991580963,,,,
6.19285,1.67E-05,9.99158287,,,,
6.19295,1.67E-05,9.991597176,,,,
6.19305,1.98E-05,1.933280945,,,,
6.19315,3.61E-06,-0.001356908,,,,
6.19325,1.41E-06,-0.001544296,,,,
6.19335,7.76E-07,-0.001561324,,,,
6.19345,4.99E-07,-0.001459081,,,,
6.19355,3.92E-07,-0.001564632,,,,
6.19365,3.10E-07,-0.001351912,,,,
6.19375,2.50E-07,-0.001420098,,,,
6.19385,2.40E-07,-0.00160643,,,,
6.19395,2.34E-07,-0.00131117,,,,
6.19405,-5.65E-06,8.046842575,,,,
6.19415,9.65E-06,9.991768837,,,,
6.19425,1.37E-05,9.991652489,,,,
6.19435,1.52E-05,9.991504669,,,,
6.19445,1.59E-05,9.991616249,,,,
6.19455,1.63E-05,9.991666794,,,,
6.19465,1.65E-05,9.991668701,,,,
6.19475,1.66E-05,9.991714478,,,,
6.19485,1.67E-05,9.991609573,,,,
6.19495,1.68E-05,9.991643906,,,,
6.19505,1.99E-05,1.952754736,,,,
6.19515,3.62E-06,-0.00177904,,,,
6.19525,1.42E-06,-0.001751738,,,,
6.19535,7.19E-07,-0.001737875,,,,
6.19545,4.70E-07,-0.001697625,,,,
6.19555,3.55E-07,-0.001337628,,,,
6.19565,2.78E-07,-0.001581449,,,,
6.19575,2.40E-07,-0.001625218,,,,
6.19585,2.33E-07,-0.001367534,,,,
6.19595,1.92E-07,-0.001816405,,,,
6.19605,-5.71E-06,8.027235031,,,,
6.19615,9.58E-06,9.992044449,,,,
6.19625,1.37E-05,9.991724014,,,,
6.19635,1.52E-05,9.992021561,,,,
6.19645,1.59E-05,9.992022514,,,,
6.19655,1.63E-05,9.991895676,,,,
6.19665,1.65E-05,9.991618156,,,,
6.19675,1.66E-05,9.991641045,,,,
6.19685,1.67E-05,9.991802216,,,,
6.19695,1.67E-05,9.992053032,,,,
6.19705,1.99E-05,1.973187566,,,,
6.19715,3.60E-06,-0.001211037,,,,
6.19725,1.42E-06,-0.001349872,,,,
6.19735,7.51E-07,-0.001418761,,,,
6.19745,4.91E-07,-0.001485469,,,,
6.19755,3.82E-07,-0.00132475,,,,
6.19765,2.99E-07,-0.001365,,,,
6.19775,2.48E-07,-0.001290411,,,,
6.19785,2.17E-07,-0.001161851,,,,
6.19795,1.94E-07,-0.000993744,,,,
6.19805,-5.69E-06,8.007275581,,,,
6.19815,9.63E-06,9.991909981,,,,
6.19825,1.37E-05,9.992163658,,,,
6.19835,1.52E-05,9.991996765,,,,
6.19845,1.59E-05,9.991691589,,,,
6.19855,1.63E-05,9.991771698,,,,
6.19865,1.65E-05,9.991651535,,,,
6.19875,1.66E-05,9.991807938,,,,
6.19885,1.67E-05,9.991929054,,,,
6.19895,1.67E-05,9.991952896,,,,
6.19905,1.99E-05,1.992997766,,,,
6.19915,3.58E-06,-0.001215822,,,,
6.19925,1.39E-06,-0.001427838,,,,
6.19935,7.35E-07,-0.001502075,,,,
6.19945,4.32E-07,-0.001437408,,,,
6.19955,3.25E-07,-0.001299559,,,,
6.19965,2.53E-07,-0.00130941,,,,
6.19975,2.15E-07,-0.001268809,,,,
6.19985,1.99E-07,-0.001165862,,,,
6.19995,1.92E-07,-0.001103657,,,,
6.20005,-5.72E-06,7.987678051,,,,
6.20015,9.62E-06,9.992034912,,,,
6.20025,1.37E-05,9.991991043,,,,
6.20035,1.52E-05,9.991898537,,,,
6.20045,1.59E-05,9.991830826,,,,
6.20055,1.63E-05,9.991938591,,,,
6.20065,1.65E-05,9.991740227,,,,
6.20075,1.66E-05,9.99171257,,,,
6.20085,1.67E-05,9.992072105,,,,
6.20095,1.67E-05,9.991698265,,,,
6.20105,1.99E-05,2.01309371,,,,
6.20115,3.62E-06,-0.001237988,,,,
6.20125,1.41E-06,-0.001546758,,,,
6.20135,7.69E-07,-0.001623318,,,,
6.20145,4.85E-07,-0.001511716,,,,
6.20155,3.27E-07,-0.001471958,,,,
6.20165,2.92E-07,-0.001614381,,,,
6.20175,2.51E-07,-0.001354656,,,,
6.20185,1.98E-07,-0.001185424,,,,
6.20195,2.02E-07,-0.001193868,,,,
6.20205,-5.70E-06,7.967327595,,,,
6.20215,9.56E-06,9.991930008,,,,
6.20225,1.37E-05,9.991681099,,,,
6.20235,1.52E-05,9.991711617,,,,
6.20245,1.59E-05,9.991735458,,,,
6.20255,1.63E-05,9.99189949,,,,
6.20265,1.65E-05,9.99190712,,,,
6.20275,1.66E-05,9.991801262,,,,
6.20285,1.67E-05,9.991932869,,,,
6.20295,1.67E-05,9.991866112,,,,
6.20305,1.99E-05,2.032963753,,,,
6.20315,3.64E-06,-0.001507001,,,,
6.20325,1.40E-06,-0.001282812,,,,
6.20335,7.25E-07,-0.001112735,,,,
6.20345,4.66E-07,-0.000947302,,,,
6.20355,2.93E-07,-0.001097817,,,,
6.20365,2.69E-07,-0.000963486,,,,
6.20375,2.23E-07,-0.000971367,,,,
6.20385,1.93E-07,-0.000949694,,,,
6.20395,1.53E-07,-0.000818108,,,,
6.20405,-5.75E-06,7.947554588,,,,
6.20415,9.57E-06,9.991941452,,,,
6.20425,1.37E-05,9.992197037,,,,
6.20435,1.52E-05,9.992231369,,,,
6.20445,1.59E-05,9.99207592,,,,
6.20455,1.62E-05,9.992092133,,,,
6.20465,1.65E-05,9.991896629,,,,
6.20475,1.66E-05,9.992127419,,,,
6.20485,1.67E-05,9.99227047,,,,
6.20495,1.67E-05,9.992271423,,,,
6.20505,1.99E-05,2.053634644,,,,
6.20515,3.64E-06,-0.000729445,,,,
6.20525,1.40E-06,-0.00089143,,,,
6.20535,7.62E-07,-0.000915777,,,,
6.20545,4.60E-07,-0.001165439,,,,
6.20555,3.17E-07,-0.000864972,,,,
6.20565,2.34E-07,-0.000922884,,,,
6.20575,2.26E-07,-0.001009506,,,,
6.20585,1.91E-07,-0.000893049,,,,
6.20595,1.63E-07,-0.000804527,,,,
6.20605,-5.78E-06,7.927732944,,,,
6.20615,9.51E-06,9.992275238,,,,
6.20625,1.36E-05,9.991744041,,,,
6.20635,1.52E-05,9.99164772,,,,
6.20645,1.59E-05,9.991814613,,,,
6.20655,1.63E-05,9.991723061,,,,
6.20665,1.65E-05,9.991718292,,,,
6.20675,1.66E-05,9.991674423,,,,
6.20685,1.66E-05,9.991932869,,,,
6.20695,1.67E-05,9.991751671,,,,
6.20705,1.99E-05,2.073343992,,,,
6.20715,3.66E-06,-0.001307933,,,,
